title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
The Punisher Max Vol. 4: Up is Down and Black is White ",Garth Ennis,"
komiksy ",Marvel Comics,"
9780785117315 ","
Uber-gangster Nicky Cavella is back with a vengeance - this time hitting Frank Castle where he least expects it - right in the black pit of his hardened heart. With an unspeakable act, Nicky will go right to the top of Frank's ""to-do"" list - and there's nowhere he'd rather be. Collects Punisher #19-24. ","
The Punisher Max Vol. 4: Up is Down and Black is White ","
2006-11-01 ",,"
144 ","
angielski ",,,
"
Firanki, obrusy, serwety. Szydełkowanie techniką filet ",praca zbiorowa,"
rękodzieło ",Świat Książki,"
9788373919822 ","
Podręcznik szydełkowania techniką filet. Techniki, motywy, projekty. Opisy, rysunki, barwne zdjęcia. Do samodzielnego wykonania m.in. serwety, firanki, bieżniki i poduszki, taśmy i filigranowe obrazki na okno. ","
Filethäkeln ","
2006-11-01 ","
2006-11-01 ","
64 ","
polski ","
Aldona Zaniewska ","

świetne wzory 

świetne wzory 



Pokaż mimo to


",
"
Cyvil War, Part 5 of 7 ",Steve McNiven,"
komiksy ",Marvel Comics,,"
The Human Torch and the Invisible Woman try to escape a squad of S.H.I.E.L.D. capekillers. Sue turns her and Johnny invisible as Johnny flies them away from the capekillers.

Nighthawk and Stature join the Pro-Registration side at Stark Tower. Happy Hogan tells both of them that Tony Stark wants to welcome them personally.

Iron Man and Spider-Man square off. Iron Man tells Spider-Man that he is acting like a lunatic. Iron Man asks Spider-Man to sit down so they can talk rationally. Spider-Man says that the Negative Zone prison is insane. Iron Man says that the Negative Zone prison is only a temporary measure; that there were no normal prisons capable of holding metahumans.

Iron Man says that the government had wanted to outlaw all super heroes and that the Registration Act was a compromise. Iron Man tells Spider-Man to think about May and Mary Jane. Spider-Man then punches Iron Man through a wall. Capekillers then enter the room and blast away at Spider-Man. Iron Man yells at the capekillers to hold their fire. The bullets break open the reinforced glass windows of the building, allowing Spider-Man to escape.

Maria Hill tells Tony Stark that she is sending the Thunderbolts after Spider-Man. Iron Man pleads with Maria to just let him try and talk to Spider-Man. Maria denies Iron Man's request and sends a couple of the new Thunderbolts after Spider-Man. Maria mutters that she knew that they could not have ever trusted Spider-Man.

Spider-Man runs through the sewers. Suddenly, Spider-Man is attacked by the Jester and Jack O' Lantern. The two villains say that they may not love working for S.H.I.E.L.D., but that they do love the chance to get to beat up on Spider-Man. Jester and Jack O' Lantern lay a serious beatdown on Spider-Man. But, before they can take Spider-Man into custody, a bullet blast opens Jack O' Lantern's head and another bullet blasts apart the Jester's head. The Punisher is on the scene to rescue Spider-Man.

Invisible Woman and Human Torch use their new disguises given to them by Nick Fury. However, they have to pose as husband and wife. They enter Captain America's new headquarters. The Anti-Registration heroes are all meeting. They are discussing how Cloak and Dagger got caught by the Pro-Registration side. Captain America is angry that for every person they gain, they seem to lose one to the capekillers. Suddenly, Punisher walks into the room and demands medical attention for a badly beaten Spider-Man.

Spider-Man is taken to the Infirmary. Meanwhile, the Falcon asks Punisher which side he is on. The Punisher responds that since now the Pro-Registration side is enlisting the aid of known thieves and killers, he is now on the Anti-Registration side. The various members of Captain America's team do not want Punisher with them as they do not want to be so far gone that they are signing up with people like the Punisher. Captain America tells everyone to be quiet while he thinks about whether or not to let the Punisher join them. Tigra, hiding in the shadows, calls Tony on her cell phone.

A squad of capekillers place Daredevil into custody. Reed Richards and She-Hulk are on the scene. Reed mentions how the public is behind the Pro-Registration side and so is the U.S. government; that crime is at an all time low; and that the only people causing problems are other super heroes in the Anti-Registration side. Reed laments that he wishes he never got involved; that he is sick that they are using the criminal lunatics in the Thunderbolts; that Hank Pym is doped up on anti-depressants. She-Hulk responds that public opinion would have forced S.H.I.E.L.D. to bring down every single super hero in America; that the public was sick of sixteen-year-old kids blowing up buildings; that Reed and Tony Stark gave everyone a future.

Tony Stark accompanies Daredevil to the Negative Zone prison. Tony tells Daredevil that he hates hunting down his friends, but there was no other option as the U.S. government was going to institute a complete ban on all super heroes and this Registration Act was the only other option.

Tony tells Daredevil of their plans for fifty super teams spread over all fifty states. Each one license and accountable to the taxpayer. It is the next stage of superhuman evolution: a Federal force from coast to coast. Tony asks Daredevil to join him and to lead one of these fifty teams. One of the guards tells Tony that they found a silver dollar under Daredevil's tongue and gives it to Tony. Daredevil comments that Tony now has thirty-one pieces of silver. Daredevil then says, ""Sleep well, Judas."" ",,"
2006-11-01 ",,"
30 ","
angielski ",,"

WOJNA DOMOWA V

Spiderman przestaje popierać Starka i staje z nim do walki. Musi uciekać i omal nie traci życia z rąk dawnych wrogów, Jestera i jakca O’Lanterna, którzy teraz działają dla rządu…

Kolejny znakomity zeszyt i kolejny komiks wart polecenia. Świetne rysunki (które zawyżają nieco ogólną ocenę), znakomita fabuła. Historia ta nie może skończyć się dobrze, ale na pewno dobrze zrobi każdemu czytelnikowi. 

WOJNA DOMOWA V

Spiderman przestaje popierać Starka i staje z nim do walki. Musi uciekać i omal nie traci życia z rąk dawnych wrogów, Jestera i jakca O’Lanterna, którzy teraz działają dla rządu…

Kolejny znakomity zeszyt i kolejny komiks wart polecenia. Świetne rysunki (które zawyżają nieco ogólną ocenę), znakomita fabuła. Historia ta nie może skończyć się dobrze, ale na... 

więcej



mniej





Pokaż mimo to


",
"
Yongbi 3 ",Moon Jung Hoo,"
komiksy ",Mandragora,"
8360352488 ","
Mityczna opowieść!
Yongbi Niezwyciężony,96. koreańska manhwa, największe źródło dobrego humoru, prezentuje prawdziwy talent i moc twórczą autora.
Tajemnica złotego amuletu, która intryguje wszystkich bohaterów powoli wychodzi na światło dzienne, a Yongbi coraz częściej podejmuje walkę z przeciwnikami. ","
Yong Bi Bul Pae, vol. 3 ","
2006-11-01 ","
2006-11-01 ","
184 ","
polski ","
Anna Diniejko ","

Yongbi jest łowcą nagród. Może i biegnie tam, gdzie mu płaca, ale zawsze postępuje honorowo. Oczywiście, jeśli brać pod uwagę, ze jest zgodny z własnym, a nie ogólnoprzyjętym kodeksem moralnym. Może wygląda na młokosa, ale krzepy mu nie brakuje. Podróżuje po kraju w towarzystwie swojego wiernego i dość ekscentrycznego (z braku lepszego opisu) konia Piryonga. Nie odmówi żadnej kobiecie. I wcale nie mówię tylko o pomocy niewiastom. Szczery, prosty w obyciu. Czasem aż za prosty i za bezpośredni. W komiksie jest raczej związany z elementem komicznym niż poważną fabułą.
Polskie wydanie tej manhwy liczy ledwo trzy tomy. To jest dokładnie tyle by zaciekawić, ale nie wciągnąć. Co znajdziemy w tych tomikach. Yongbi zabiera pojmanego Kuhwi Dzondzanwang, przywódcę grupy bandyckiej Czarnych Węży, do zamku Hobuk, aby odebrać nagrodę. Po odparciu różnych ataków Czarnych Węży i udaremnieniu prób ucieczki Kuhwi, Yongbi ratuje jedynego syna przywódcy kupców Kim Cheon Bo, największego klanu kupieckiego w kraju. Dziecko kupuje usługi Yongbi, aby dotrzeć do swoich krewnych w mieście. Okazuje się jednak, że dziecko jest kimś więcej niż potomkiem bogacza. I medalion, który otrzymał Yongbi jako zapłatę, też ma więcej wartości niż myśleli!
Więcej na: https://www.monime.pl/yongbi-tom-1-3/ 

Yongbi jest łowcą nagród. Może i biegnie tam, gdzie mu płaca, ale zawsze postępuje honorowo. Oczywiście, jeśli brać pod uwagę, ze jest zgodny z własnym, a nie ogólnoprzyjętym kodeksem moralnym. Może wygląda na młokosa, ale krzepy mu nie brakuje. Podróżuje po kraju w towarzystwie swojego wiernego i dość ekscentrycznego (z braku lepszego opisu) konia Piryonga. Nie odmówi... 

więcej



mniej





Pokaż mimo to


",
"
Everything must go ",Elizabeth Flock,"
literatura piękna ",HarperCollins,"
0778323234 ","
Called back from college because of family issues, Henry Powell temporarily resumes his job at the men's clothing store where he has worked since high school. His day-to-day measured existence inadvertently conceals the fracture that has caused the disintegration of his family--a fracture that will ultimately reveal the Henry that might have been.

Compared to some, Henry Powell's life has been lucky, if inauspicious. Yet Henry is impossibly stuck, unable to reconcile the dreams and expectations of his promising youth with the reality of the unassuming, vaguely dissatisfied clothing store clerk he has become.

As weeks turn into months and months into years, the shop becomes Henry's only window to the world, where he marks time by the milestones of his former classmates' lives.

But his day-to-day measured existence inadvertently conceals a fracture that has caused the disintegration of his family, one that will ultimately reveal the Henry that might have been. ",,"
2006-11-01 ",,"
376 ","
angielski ",,,
"
The American Way #8 ",,"
komiksy ",Wildstorm,,"
The critically acclaimed series comes to an astounding conclusion as the 'ultimate solution' authorized by the President is effected. Will any of the heroes survive what comes? Will America ever be the same? ",,"
2006-11-01 ",,,"
angielski ",,,
"
Venom: Pościg, cz.3 ",Paco Medina,"
komiksy ",Mandragora,"
8360352674 ",,"
Venom: Run ","
2006-11-01 ","
2006-11-01 ","
24 ","
polski ","
Orkanaugorze ",,
"
Criminal #2 - Coward ",Ed Brubaker,"
komiksy ",Icon Comics,,,"
Criminal #2 - Coward ","
2006-11-01 ",,,"
angielski ",,,
"
Monastyr: Nordia ",Marcin Blacha,"
fantasy, science fiction ",Portal,"
8360525048 ","
Pierwszy z serii dodatków opisujących najważniejsze państwa Dominium. Dodatek zawiera zarówno opis kraju (opis prowincji, miast, ciekawych miejsc), jak i nowe reguły tworzenia postaci i opis kultury danej społeczności. ",,"
2006-11-01 ","
2006-11-01 ",,"
polski ",,,
"
CD-Action 11/2006 ",Redakcja magazynu CD-Action,"
czasopisma ",Bauer,"
14262916 ",,,"
2006-11-01 ","
2006-11-01 ",,"
polski ",,,
