title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Łyżwiarze z Saint-Arsène ",Didier Dufresne,"
literatura dziecięca ",Debit,"
9788371679582 ","
Ania i Maks chodzą do tej samej klasy. Ania uczy się łyżwiarstwa artystycznego, natomiast Maks chce zostać hokeistą. Oprócz wspólnej pasji łączy ich szczera przyjaźń. Nie wszystkim się to podoba. Kiedy Maks zostaje nieuczciwie wplątany w tajemniczą aferę, jego najlepsza przyjaciółka Ania postanawia mu pomóc i rozpoczyna śledztwo na własną rękę. To idealna propozycja dla początkujących czytelników do samodzielnego czytania. ","
Les ecoles du bout du monde- Les patineurs de Saint-Arsène ","
2014-01-01 ","
2014-01-01 ","
64 ","
polski ","
Marta Toruńska ","

Super książka bardzo mi się podobała:)
też bym chciała uprawiać łyżwiarstwo figurowe ale mam inne rzeczy do robienia:) 

Super książka bardzo mi się podobała:)
też bym chciała uprawiać łyżwiarstwo figurowe ale mam inne rzeczy do robienia:) 



Pokaż mimo to


;

Oprawa graficzna przyjemna dla oka, rozmiar czcionki ułatwia czytanie. Przyjaźń chłopca i dziewczynki jest bardzo ładnie opisana. Dużą zaleta jest to że mają swoje pasje ( Ona łyżwiarstwo figurowe, on hokej).
Nie podoba mi się w książce kilka zwrotów, które są dość ostre i nie do końca brzmią ładnie np: ""Gdzie jest ten dupek?"" ... czy ""Zaraz go rozetrę na pył!"" Opowiadanie dobrze się kończy. Intryga zostaje rozwiązana. Jednak nie do kończą porywa mnie ta detektywistyczna sprawa dla najmłodszych. .. 
Proszę oceniać samemu :)

Spis treści:
rozdział 1- Pan Termblay ostrzega
rozdział 2- Pani Gagon wściekła jak nigdy
rozdział 3- Dlaczego Emil Pelletier przyczepił się?
rozdział 4- Wielki Łukasz MOrissette
rozdział 5- Kolega Aurelii Paquette
rozdział 6- Plan ostatniej szansy
rozdział 7- Wyzwanie Łukasza Morissette'a 

Oprawa graficzna przyjemna dla oka, rozmiar czcionki ułatwia czytanie. Przyjaźń chłopca i dziewczynki jest bardzo ładnie opisana. Dużą zaleta jest to że mają swoje pasje ( Ona łyżwiarstwo figurowe, on hokej).
Nie podoba mi się w książce kilka zwrotów, które są dość ostre i nie do końca brzmią ładnie np: ""Gdzie jest ten dupek?"" ... czy ""Zaraz go rozetrę na pył!"" Opowiadanie... 

więcej



mniej





Pokaż mimo to


;

Książeczka dla młodych amatorów zagadek kryminalnych. Przyjemnie się czyta. 

Książeczka dla młodych amatorów zagadek kryminalnych. Przyjemnie się czyta. 



Pokaż mimo to


",
"
Człowiek na Ziemi ",Artur Jan Milicki,"
filozofia, etyka ",Faktoria,"
9788393845828 ",,,"
2014-01-01 ","
2014-01-01 ",,"
polski ",,"

W pierwszej części książki znalazłam wiele naiwnych stwierdzeń, które się kłóciły z moją wiedzą, chociażby wyniesiona ze studiów na kierunku przyrodniczym. Ale książka mi się podobała, natchnęła mnie optymizmem i zainspirowała. Wg mnie autor się rozkręca, więc warto przeczytać tę niewielka książkę do końca. A najwazniejszym jej atutem jest to, że autor wprowadza w życie idee, o których pisze i potwierdza je własnym działaniem. I to jest po prostu piękne i dające wiele nadziei! 

W pierwszej części książki znalazłam wiele naiwnych stwierdzeń, które się kłóciły z moją wiedzą, chociażby wyniesiona ze studiów na kierunku przyrodniczym. Ale książka mi się podobała, natchnęła mnie optymizmem i zainspirowała. Wg mnie autor się rozkręca, więc warto przeczytać tę niewielka książkę do końca. A najwazniejszym jej atutem jest to, że autor wprowadza w życie... 

więcej



mniej





Pokaż mimo to


",
"
Osiem metrów niespodzianki ",Anna Onichimowska,"
literatura dziecięca ",Wydawnictwo Literatura,"
9788376723402 ","
Do wioski przyszedł olbrzym i położył się na jej skraju, pod lasem. Jego przybycie wywołało wielkie poruszenie wśród mieszkańców. Dzięki obrotnemu burmistrzowi i Facebookowi olbrzym szybko stał się sławny, a znany reżyser postanowił nawet zrobić o nim film! Jednak sława i flesze nie służą olbrzymowi Biedronce, nie cieszy go nawet wylot do Hollywood. Woli placki ziemniaczane Pani Placuszek i wylegiwanie się pod lasem. 

Opowiastka o tym, że każdy ma swój sposób na szczęśliwe życie. ",,"
2014-01-01 ","
2014-01-01 ","
56 ","
polski ",,"

polecam recenzję na czasdzieci.pl 

polecam recenzję na czasdzieci.pl 



Pokaż mimo to


;

Podobała mi się ta bajka o dziewcynce ktura mieszkała w domku zbudowany z
puszek po cocaoli. 

Podobała mi się ta bajka o dziewcynce ktura mieszkała w domku zbudowany z
puszek po cocaoli. 



Pokaż mimo to


;

Natalka coraz częściej chwyta za książki. Stale jakieś przegląda i o dziwno te wszystkie sztywnostronnicowe lektury dla najmłodszych interesują ja najmniej. To znaczy lubi te opowiadania, gdy je czytam. Chętnie ogląda wszystkie ilustracje, ale sama nigdy po nie chwyta. Moje dziecko pokochało obracanie zwykłych cienkich kartek w książkach. Ot, taka nowa umiejętność, która sprawia jej mnóstwo radości. A ja wykorzystuje teraz to jej nowe hobby i zaczynamy podczytywać ciut większe i poważniejsze książeczki. Na razie z marnym skutkiem, bo mała nie ma jeszcze tyle cierpliwości żebym mogła przeczytać całą stronę tekstu, ale przy dobrych wiatrach, gdy ilustracje są naprawdę ciekawe udaje mi się nawet dobrnąć do połowy! Dlatego gdy widzę, że jakaś książeczka jest przeznaczona dla maluchów w wieku od 3 lat, chętnie dołączam ją do naszej biblioteczki. Nigdy nie wiadomo co akurat przypadnie do gustu mojemu brzdącowi. Na razie jesteśmy na etapie sprawdzania.

I tak do naszej kolekcji doszła nowa ""poduszkowa"" historyjka dla najmłodszych. Jest to opowiadanie o pewnym bardzo sympatycznym olbrzymie. Nasz wielgachny bohater mieszkał sobie spokojnie w pewnym nie dużym miasteczku. Był bardzo miły i uczynny, dzięki czemu zaskarbiał sobie sympatię sąsiadów. Choć, jak to zwykle bywa - nie wszyscy byli zachwyceni jego obecnością. Zdarzały się także różnego rodzaju skargi:
""- że jak kicha, to bielizna zlatuje ze sznurków,
- że jak chrapie, to nikt oka nie może zmróżyć,
- że jak chodzi, to robi dziury w ziemi,"" itd.itp. Burmistrz miasta wciąż nie wiedział co robić. Lubił olbrzyma i chciał, żeby wciąż był razem z nimi. Ale co zrobić z tymi wszystkimi skargami? Nie wiedząc co począć postanowił wreszcie poradzić się Pani Dobra Rada.

Była to przemiła kobietka, która stale udzielała innym dobrych rad i potrafiła znaleźć rozwiązanie z każdej trudnej sytuacji. A ponieważ również lubiła naszego Olbrzyma - wiedziała, co poradzić burmistrzowi. Pani Dobra Rada wymyśliła, ze trzeba rozsławić Wielkoluda na świecie. Założyć mu konto na Faceboku i sprawić, by stał się miejscową atrakcją. Ludzie będą przybywać do miasteczka by go zobaczyć, zaprzyjaźnić się z nim. A miasto w ten sposób będzie zarabiać! Wydawałoby się, że ta dobra kobieta pomyślała o wszystkim, ale... niestety. Nie przyszło jej do głowy, że w ten sposób Olbrzyma dostrzeże także pewien reżyser z Hollywood i zapragnie nakręcić z nim film. I tak cała historia nieco nam się skomplikuje. Na szczęście jak to w bajkach bywa wszystko dobrze się skończy. Ale jak i co wydarzy się dalej? Przeczytajcie już sami.

Gdy czytałam tą książkę, próbowałam za wszelką cenę przypomnieć sobie jak to było gdy moja Alicja miała trzy latka. Wiem, że mała od zawsze kochała książki i jakoś bardzo szybko wprowadziłyśmy nasz wieczorny rytuał z czytaniem na dobranoc. Ale czy mała wytrzymywała długo podczas tej wieczornej lektury? Będę z Wami szczera - nie pamiętam! Dlatego nie powiem Wam na pewno, czy taki maluch będzie w stanie wysłuchać jednego rozdziału tej opowieści za jednym podejściem. Fakt, są one ciekawe, ale nie jestem pewna, czy przypadkiem nie są ciut za długie jak dla takiego bąka. Chociaż, może...?
Ogólnie książeczka według mnie jest całkiem fajna. Na pewno na czasie, skoro nawiązuje do tak modnego obecnie portalu społecznościowego. I jednocześnie bardzo ""bajkowa"", gdyż pojawi nam się tu także postać złotej rybki spełniającej życzenia :) W tej książeczce całkiem sporo się dzieje. Maluch nie powinien narzekać na nudę. A kolorowe ilustracje wewnątrz na pewno przyciągną uwagę naszej pociechy. Opowiadanie o Olbrzymie czyta się szybko i z uśmiecham na twarzy. No i nie zapomnijmy również o przesłaniu tej książki: być innym wcale nie oznacza być gorszym. Wręcz przeciwnie! Fajnie jest być oryginalnym :)

Lektura jak dla mnie zdecydowanie na plus. Nie mogę powiedzieć, ze jest to książka, która trafi do naszej biblioteczki jako jedna z naszych ulubionych. Nie wiem także, czy będziemy do niej stale wracać. Ale na pewno z przyjemnością przeczytam ją moim dziewczynkom. A potem z przyjemnością będę ją wspominać. 

Natalka coraz częściej chwyta za książki. Stale jakieś przegląda i o dziwno te wszystkie sztywnostronnicowe lektury dla najmłodszych interesują ja najmniej. To znaczy lubi te opowiadania, gdy je czytam. Chętnie ogląda wszystkie ilustracje, ale sama nigdy po nie chwyta. Moje dziecko pokochało obracanie zwykłych cienkich kartek w książkach. Ot, taka nowa umiejętność, która... 

więcej



mniej





Pokaż mimo to


",
"
Banda Spaghetti. Sprawa zaginionego psa. ",Carolina Capria,"
literatura dziecięca ",Wilga,"
9788328003200 ","
Kiedy Gianpaolo jest smutny, jego najlepsi przyjaciele zazwyczaj znajdują sposób, aby poprawić mu humor.
Tym razem jednak chłopiec czuje się tak przygnębiony, że nic nie jest w stanie go rozweselić: ani zestaw ulubionych dań przygotowany przez dziadka Nicolę, ani misterny plan zeswatania dwojga klientów restauracji, którzy spodobali się sobie nawzajem, lecz nie mają odwagi, aby nawiązać znajomość. Emma i Alessandro nie zamierzają się poddawać i postanawiają zrobić Gianpaolowi niespodziankę, która przywróci uśmiech na jego twarzy. 
Wtedy dzieje się coś strasznego – piesek Pani Cozzolino znika bez śladu! Banda Spaghetti rozpoczyna śledztwo. Przyjaciele za wszelką cenę chcą odnaleźć zaginionego psa, a wstrętne bliźniaki Palumbo jak zwykle utrudniają im życie. Na szczęście prawdziwa przyjaźń przetrwa nawet w obliczu największych trudności! ","
La Banda delle Polpette. Il fatto dell cane scomparso. ","
2014-01-01 ","
2014-01-01 ","
157 ","
polski ","
Natalia Mętrak-Ruda ","

Kocham tą serię! Mam nadzieję że będzie 5 część ponieważ ta (czwarta) dorównywała poprzednim. Autorki zawsze mają pomysł na akcję i świetnie przelewają to na kartki. Zakochałam się dzięki niej w Neapolu i we Włoszech. Ta seria ma swój nie powtarzalny nastrój. Polecam ;) 

Kocham tą serię! Mam nadzieję że będzie 5 część ponieważ ta (czwarta) dorównywała poprzednim. Autorki zawsze mają pomysł na akcję i świetnie przelewają to na kartki. Zakochałam się dzięki niej w Neapolu i we Włoszech. Ta seria ma swój nie powtarzalny nastrój. Polecam ;) 



Pokaż mimo to


",
"
W podróży ",Jane Mysen,"
literatura obyczajowa, romans ",Ringier Axel Springer Polska,"
9788378135586 ","
Życie w podróży pełne jest niespodzianek i emocji. Któregoś dnia Anna prosi młodsze dziewczynki, by przyniosły wodę ze strumienia. Silny nurt porywa jedną z nich.

- Nie odważysz się! - Nora zwinęła dłonie w trąbkę i zawołał głośno, by przekrzyczeć huk strumienia. 
- A właśnie, że tak! Zobaczysz! - Oda próbowała utrzymać równowagę stojąc na kamieniu pośrodku strumienia. 
- No to skacz. ","
Pa reise ","
2014-01-01 ","
2014-01-01 ","
155 ","
polski ","
Magdalena Stankiewicz ",,
"
Charles Maurras – twórca nacjonalizmu integralnego ",Anna Budzanowska,"
 nauki społeczne (psychologia, socjologia, itd.) ",Księgarnia Akademicka,"
9788376383804 ","
Charles Maurras i jego twórczość, zarówno polityczna, jak i literacka, jest w Polsce mało znany. Żadne z jego najważniejszych dzieł nie doczekało się przekładu na język polski. Tłumaczone były jedynie fragmenty jego prac politycznych i niewielkie utwory literackie. Nikt też w Polsce nie podjął się przeprowadzenia pogłębionych badań jego myśli obejmujących kompletną doktrynę państwa i analizy jego spuścizny politycznej. 

Książka Anny Budzanowskiej prezentuje doktrynę polityczną jednego z najbardziej wpływowych i oryginalnych francuskich myślicieli przełomu XIX i XX wieku. Działalność i idee Charles’a Maurrasa były w pierwszej połowie XX wieku czytane i dyskutowane w prawie że całej Europie. Maurras znajdował zwolenników i zagorzałych przeciwników niemal w każdym europejskim kraju. Współcześnie nieco zapomniany, wciąż stanowi istotny element francuskiej, a co za tym idzie także europejskiej tradycji. ",,"
2014-01-01 ","
2014-01-01 ","
270 ","
polski ",,,
"
Pomówienia ",Jane Mysen,"
literatura obyczajowa, romans ",Ringier Axel Springer Polska,"
9788378135609 ","
Kiedy Ivar i Elias z ciężkim tobołkiem potajemnie udają się do Gampas, kobieta rusza za nimi. Z zaskoczeniem patrzy, jak chłopcy go zakopują. Postanawia sprawdzić, co takiego w nim jest. Niestety, w tej właśnie chwili tuż obok pojawia się Mogens. 

- Zabrałaś złoto? 
- Złoto? Ja żadnego złota nie widziałam. 
- Ha! - Mogens podniósł jeden z kamieni. - Nie mów mi, że nie widzisz, że to złoto!
Anna skrzyżowała ramiona na piersi i potrząsnęła głową. 
- Moim zdaniem to najzwyczajniejszy kamień. 
Mężczyzna dokładnie przyjrzał się zawartości tobołka, a wtedy jego twarz wykrzywił grymas potwornej wściekłości. ","
Uskyldig domt ","
2014-01-01 ","
2014-01-01 ","
160 ","
polski ","
Karolina Drozdowska ",,
"
Niezwyciężeni ",Artur Żamojda,"
literatura piękna ",Novae Res,"
9788379422852 ","
Czy można zachować cząstkę swojej tożsamości wobec wrogiego świata? Czy przyjaźń i miłość jest silniejsza od chłodnego uścisku syberyjskiego mrozu? Czy kazachski step może wypalić w człowieku wszystkie uczucia?

Kapitan Artur Kaczorowski jest świadkiem wywózki swojej rodziny w głąb Rosji. Postanawia jednak do końca walczyć o ojczyznę – z nadzieją, że kiedyś zobaczy bliskich. Tymczasem nowe, komunistyczne władze zamierzają rozprawić się z partyzantami, ich rodzinami i wszystkimi innymi wrogami ludu…

„Niezwyciężeni” to opowieść o ludziach walczących o zachowanie swojej tożsamości, wracających z końca świata do straconego, zaginionego domu. Historia ludzi odartych ze wszystkiego, co mieli, a jednak bogatych i silnych. Ludzi, którzy z palącego się domu wynieśli wszystko,co najcenniejsze – nietkniętą duszę. ",,"
 2014-01-01 ","
2014-01-01 ","
328 ","
polski ",,"

Artur Żamojda w interesujący sposób kształtuje bohaterów. Pomimo tego, że ich kreacja nie jest nowinką to odwoływanie się do pewnych charakterystycznych cech jest świetnym sposobem na wzbudzenie sympatii bądź antypatii odbiorcy. Czytelnikowi na pewno spodoba się relacja pomiędzy poszczególnymi postaciami, silne więzy oraz ciągła troska. Sam kapitan jest osobą wyjątkową, która może wzbudzić mieszane uczucia, ale mimo to, bohater jest atrakcyjny.
http://historia.org.pl/2015/04/07/niezwyciezeni-artur-zamojda-recenzje/ 

Artur Żamojda w interesujący sposób kształtuje bohaterów. Pomimo tego, że ich kreacja nie jest nowinką to odwoływanie się do pewnych charakterystycznych cech jest świetnym sposobem na wzbudzenie sympatii bądź antypatii odbiorcy. Czytelnikowi na pewno spodoba się relacja pomiędzy poszczególnymi postaciami, silne więzy oraz ciągła troska. Sam kapitan jest osobą wyjątkową,... 

więcej



mniej





Pokaż mimo to


;

Niedawno obejrzałam film ,,Syberiada Polska"" i naszła mnie ochota na poszerzenie wiedzy na temat Syberii i losów zasłanych tam Polaków. Pełna nadziei zabrałam się więc za ,,Niezwyciężonych"".

Akcja dzieje się na dwóch płaszczyznach czasowych - podczas II wojny światowej i po jej zakończeniu. W czasie wojny główne role pełnią członkowie rodziny Kaczorowskich. Artur, młody lekarz, jest członkiem AK i walczy w partyzantce, gdy jego ciężarna żona i ojciec zostają wywiezieni na wschód. Natomiast po wojnie poznajemy komunistę Roszkowskiego, który przybywa do Anglii, by jako szpieg rozpracować i zniszczyć emigracyjny rząd Polski. Dowiadujemy się też o dalszych losach rodziny Kaczorowskich.

Muszę przyznać, że liczyłam na świetną, poruszającą, wzruszająca powieść, która wzbogaci moją wiedzę. I trochę się rozczarowałam. Początkowo ciężko było mi się przyzwyczaić do stylu autora. Jest dosyć ,,oficjalny"" jak na powieść fabularną, ale jednocześnie zbyt artystyczny dla książki dokumentalnej. Bohaterowie byli słabo nakreśleni. Owszem, ciekawie jest, gdy historia rozgrywa się w kilku miejscach i z kilku punktów widzenia, ale tutaj negatywnie wpłynęło to na mój odbiór. Rozdziały są krótkie i opisują zazwyczaj jedno wydarzenia, potem jest szybkie przejście gdzie indziej. Przez to nie mogłam zbyt dobrze poznać bohaterów i wczuć się w ich sytuację. Żadnego nie polubiłam, nikt mnie nie irytował, wszyscy byli mi obojętni. Książka miała pokazać koszmar wojny i okupacji sowieckiej oraz okrutne traktowanie polskich patriotów po wojnie, ale Żamojdzie nie udało się oddać ducha tych wydarzeń. Samej Syberii też jest bardzo mało, większość zesłańców przebywa w Kazachstanie, który też mógłby stanowić podstawę interesującej opowieści, ale autor nie skupił się na przedstawieniu losów ludzi. Wydaje mi się, że książka miała być wyrażeniem jakiejś idei, to szlachetne, ale w tym wszystkim zabrakło czegoś, co mogłoby intrygować, wstrząsać, czegoś, co nie pozwoliłoby odłożyć książki. Szkoda, bo temat jest ciekawy i ważny.

O minusach już było, teraz powiem o plusach. Przede wszystkim jest nim temat. Powieść nie wywołała we mnie większych uczuć, ale jednak zmusiła do zastanowienia się, jaką tragedię przeżywali Polacy, najpierw oddaleni od kraju i rodziny, a później uznani za zdrajców i pozbawieni praw we własnym kraju. Oczywiste jest, że należy o nich mówić i pamiętać ich. Książkę czyta się dobrze, a pod koniec zaczęła mnie wciągać, choć nie ze względu na to, że polubiłam bohaterów, ale dlatego, że po wojnie akcja potoczyła się naprawdę ciekawie. Trzeba też przyznać, że autor dobrze oddał tęsknotę małżonków Kaczorowskich, spodobała mi się scena odczytywania wiersza Baczyńskiego ,,Wybór""(jednego z moich ulubionych tego poety). W książce pojawiają się postacie autentyczne, takie jak Witold Pilecki czy Krzysztof Kamil Baczyński, jednak nie pełnią dużej roli w opowiadanej historii.

Czy polecam tę książkę? Trudno mi stwierdzić. Sama zaczęłam ją czytać, ponieważ chciałam wyrobić sobie opinię na temat dzieła, które budziło wiele sprzecznych emocji. Na pewno jest to powieść poruszająca ważne tematy, o których trzeba mówić, ale uważam, że jest wiele lepszych książek na temat okupacji sowieckiej, np. ,,I Bóg o nas zapomniał..."", ,,Za mało żeby żyć, za dużo żeby umrzeć"", a z powieści fabularnych słynna Saga Barbary Rybałtowskiej. Jednak jeśli kogoś interesuje tematyka wojenna, wydaje mi się, że nie zaszkodzi zapoznać się z ,,Niezwyciężonymi"".

,,Prawdy nie da się zagrzebać, ona zawsze zmartwychwstanie."" 

Niedawno obejrzałam film ,,Syberiada Polska"" i naszła mnie ochota na poszerzenie wiedzy na temat Syberii i losów zasłanych tam Polaków. Pełna nadziei zabrałam się więc za ,,Niezwyciężonych"".

Akcja dzieje się na dwóch płaszczyznach czasowych - podczas II wojny światowej i po jej zakończeniu. W czasie wojny główne role pełnią członkowie rodziny Kaczorowskich. Artur, młody... 

więcej



mniej





Pokaż mimo to


;

„Czy można zachować cząstkę swojej tożsamości wobec wrogiego świata? Czy przyjaźń i miłość jest silniejsza od chłodnego uścisku syberyjskiego mrozu? Czy kazachski step może wypalić w człowieku wszystkie uczucia?”

Mimo niewielkich rozmiarów to jedna z tych rodzimych, literackich pozycji która nie pozostawia nas obojętnych wobec zawartych w niej przesłań i treści. Być może jest to spowodowane tym, iż stały się one odbiciem naszej burzliwej, traumatycznej historii i przejawem narodowej martyrologii w jej rożnych odsłonach, która wciąż tkwi w nas niczym gorejący cierń.

To dramatyczne losy kilkunastu osób (skupionych, w różnych konfiguracjach, wokół kapitana Artura Kaczorowskiego i jego rodziny) wplecione w tragizm wojennych i powojennych lat Rzeczypospolitej, stających się wyrazem dziejowej niesprawiedliwości i okrutnych totalitarnych mechanizmów, które w imię chorych idei (odnoszących się tu zarówno do faszyzmu jak i komunizmu) w sposób bezwzględny niszczą na swojej drodze wszystko i wszystkich. Zbrodniczych, nieludzkich systemów nie cofających się przed żadnym okrucieństwem, niegodziwością i wynaturzeniem.

To rozgrywające się na przestrzeni wielu lat (ciekawa retrospekcja), na kilku różnych czasowych i geograficznych płaszczyznach, historia o ludziach wpisanych w swój czas, płacących straszliwą cenę za podjęte ponad ich głowami decyzje i zobowiązania, na które nie mieli żadnego wpływu a które w sposób bezpośredni przekładają się na ich całe życie.

To opowieść o rodzinnych więzach, patriotyzmie, przywiązaniu do tradycji i narodowych wartości, wierze w słuszność swoich wyborów, miłości, przyjaźni, przełamywaniu barier, trudnych decyzjach które zmieniają w życiu wszystko, bohaterstwie, różnych obliczach człowieczeństwa, bezsilności, wiatrach historii i nadziei… która umiera ostatnia.
„Niezwyciężeni” Artura Żamojdy jest lekturą zapadającą w pamięć i poruszającą w nas głęboko skrywane pokłady emocji, a jednocześnie cenną lekcją historii najnowszej od której demonów nadal ciężko jest nam się uwolnić. 

„Czy można zachować cząstkę swojej tożsamości wobec wrogiego świata? Czy przyjaźń i miłość jest silniejsza od chłodnego uścisku syberyjskiego mrozu? Czy kazachski step może wypalić w człowieku wszystkie uczucia?”

Mimo niewielkich rozmiarów to jedna z tych rodzimych, literackich pozycji która nie pozostawia nas obojętnych wobec zawartych w niej przesłań i treści. Być może... 

więcej



mniej





Pokaż mimo to


;

Książka ""Niezwyciężeni"" przedstawia obraz ludzi walczących o życie podczas najazdów Stalina na Polskę. Pokazuje życie ludzi na Syberii, czy też kazachskich stepach, gdzie zostali uprowadzeni Polacy i tam muszą walczyć o każdy kawałek chleba i kolejny dzień. Często tracą swoje rodziny, sami popadają w choroby, a ich życie to jedna wielka niewiadoma, która zależy od okrutnych rosyjskich oprawców.

Więcej o tej książce możecie przeczytać na blogu: http://www.blaskksiazek.pl/2014/11/artur-zamojda-niezwyciezeni.html#more 

Książka ""Niezwyciężeni"" przedstawia obraz ludzi walczących o życie podczas najazdów Stalina na Polskę. Pokazuje życie ludzi na Syberii, czy też kazachskich stepach, gdzie zostali uprowadzeni Polacy i tam muszą walczyć o każdy kawałek chleba i kolejny dzień. Często tracą swoje rodziny, sami popadają w choroby, a ich życie to jedna wielka niewiadoma, która zależy od okrutnych... 

więcej



mniej





Pokaż mimo to


;

To książka, co do której miałam bardzo duże oczekiwania. Czasy wojny w literaturze, zesłania na Sybir, to tematy niezwykle ciekawe, ale też trudne i nie każdemu udaje się stworzyć ten specyficzny klimat i w interesujący sposób przekazać wydarzenia. Czy Artur Żamojda spełnił wszystkie moje literackie oczekiwania?

Niezwyciężeni, to książka składająca się z wielu przeplatających się ze sobą wątków. Poznajemy, między innymi, polskiego żołnierza armii partyzanckiej – kapitana Artura Kaczorowskiego, który po wojnie musi, jak przestępca, ukrywać się w lasach. Jego żona, brat i ojciec zostali zesłani na wschód, do Kazachstanu. Roman Kaczorowski zostaje oskarżony o kradzież mleka i skazany na wiele lat w syberyjskich łagrach. Nie ma jednak zamiaru tam zginąć i postanawia podjąć walkę o własne życie. Losy bohaterów są niezwykle barwne, ale przepełnione też bólem i cierpieniem. Wydarzenia są niezwykle emocjonalne i głęboko zapadają w pamięć. 

Książka Artura Żamojdy, oprócz zsyłek na Syberię porusza też niezwykle ważny temat losu polskich żołnierzy po zakończeniu II wojny światowej. To oburzające, jak Urząd Bezpieczeństwa, komuniści i tak zwana władz ludowa, potrafili w jednej chwili z bohatera zrobić przestępcę. Pozbawiali szacunku, zdrowia i życia tych, którzy walczyli o ojczyznę, często narażając siebie i swoje rodziny. 

Czymś co mnie urzekło w tej książce i, powiem szczerze zadziwiło, są przepiękne, wręcz malownicze opisy przyrody. Czuć jakąś rzewną nutę, poetycką magię w opisach syberyjskich lasów, ale też naszych polskich, podlaskich wsi. 

Mimo tych wszystkich atutów, czegoś mi w tej książce zabrakło. Na początku akcja tak przeskakuje w różne ramy czasowe, że aż trudno się połapać. Postać Anny Komorowskiej – mimo, że jedna z głównych, jest mało wyrazista, zbyt papierowa. Zabrakło mi również mocniejszego akcentu na wątek romansowy. Miłość Anny i Artura zasługuje według mnie na więcej uwagi… Nie podobało mi się również, że przytoczone w książce wiersze nie mają przypisów. 

Trochę narzekam na tę książkę, ale to tylko dlatego, że liczyłam na coś z efektem „wow”. W gruncie rzeczy zasługuje ona jednak na uwagę i mimo wszystko mogę ją polecić wszystkich miłośnikom historii rozgrywających się w czasach II wojny światowej. 

To książka, co do której miałam bardzo duże oczekiwania. Czasy wojny w literaturze, zesłania na Sybir, to tematy niezwykle ciekawe, ale też trudne i nie każdemu udaje się stworzyć ten specyficzny klimat i w interesujący sposób przekazać wydarzenia. Czy Artur Żamojda spełnił wszystkie moje literackie oczekiwania?

Niezwyciężeni, to książka składająca się z wielu... 

więcej



mniej





Pokaż mimo to


",
"
Opętanie w Loudun ",Michel de Certeau,"
historia ",Wydawnictwa Uniwersytetu Warszawskiego,"
9788323513544 ","
Wydarzenia, jakie rozegrały się w latach 1632-1634 w tym spokojnym miasteczku Francji zachodniej, które znienacka stało się theatrum najgłośniejszego w Europie procesu o czary, złożyły się na jedno z najbardziej spektakularnych i bogatych w reperkusje zjawisk współtworzących wielkie fale czarnoksięstwa i opętań, jakie, przetoczywszy się przez Europę północną na przełomie XVI/XVII wieku, ujawniły poważne pęknięcia w judeo-chrześcijańskiej cywilizacji. Seria erotycznych zwidzeń sennych paru mniszek z miejscowego klasztoru urszulanek ─ z matką Joanną od Aniołów ─ wskazujących niby na działania diabłów, które jako swego sprzymierzeńca zdradzić im miały rzekomo nazwisko proboszcza Grandier, zbiegła się idealnie w czasie z pojawieniem się we Francji Kartezjańskiego Traktatu o metodzie. To, co dziać się będzie wokół tych zakonnic przez najbliższych dziesięć lat - nie tylko w samym klasztorze, ale i na ulicach miasta i w kościołach, i to w biały dzień, z udziałem coraz szerszych kręgów aktorów i widzów oraz niezbędnego kozła ofiarnego - interpretuje autor w kategoriach komedii dell'arte (z elementami cyrku), próbując rozszyfrować reguły gry. Ukazuje zarazem, jak polowanie na czarownice, uruchamiające świeże jeszcze animozje z czasu wojen między katolikami a protestantami, staje się wielką publiczną debatą między nauką a religią; między racjonalnym i nadprzyrodzonym. A także walką o władzę. ","
Le possession de Loudun ","
2014-01-01 ","
2014-01-01 ","
336 ","
polski ","
Katarzyna Przyłuska-Urbanowicz ",,
"
Pożegnanie ",Jane Mysen,"
literatura obyczajowa, romans ",Ringier Axel Springer Polska,"
9788378135340 ","
W drodze do Lillehammer Jorgen ponownie się Annie oświadcza, ale czy nam może powiedzieć ""tak""? Co z tego wyniknie? Ona jest Cyganką, on człowiekiem osiadłym. Ona wciąż tęskni za taborem,za życiem w drodze. I za Nikolaiem...

- Kocham cię, Anno. Jeśli mnie poślubisz, jestem gotów przekazać gospodarstwo w inne ręce, a my będziemy wspólnie przemierzać kraj. 
Poczuła jak przenika ją jakieś nowe ciepło. Uświadomiła sobie, że mogłaby pokochać Jorgena. Być może już go kocha na swój sposób. Teraz, gdy zrozumiała, że musi porzucić marzenia o Nikolaiu, jest jej nawet łatwiej. ","
Avskjed ","
2014-01-01 ","
2014-01-01 ","
192 ","
polski ","
Lucyna Chomicz-Dąbrowska ",,
