title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Mój pies Lala ",Roman Kent,"
opowieści dla młodszych dzieci ",Muzeum Historii Żydów Polskich POLIN,"
9788394204839 ","
„Relacje pomiędzy dziećmi i ich zwierzętami, a zwłaszcza relacje między dziećmi i ich psami, są szczególne, pełne czułości i bardzo często stają się inspiracją dla cudownych, podnoszących na duchu opowieści. Przeżyłem Zagładę, mam wiele historii do opowiedzenia, lecz jedna spośród nich jest wyjątkowa. Pragnę Wam opowiedzieć historię o moim małym psie, Lali. […] Dzisiaj lekcje o życiu, które dała nam Lala, gdy byliśmy dziećmi, wydają się ważniejsze niż kiedykolwiek”.

Ze wstępu autora.

Jak opowiedzieć dziecku o tym, czym była Zagłada?

Rozgrywająca się w łódzkim getcie historia miłości małego Romka i jego psa Lali może pomóc w zrozumieniu, czym jest wojna, czym jest przemoc, czym poniżanie ludzi. ",,"
2017-01-01 ","
2017-01-01 ","
56 ","
polski ","
Katarzyna Łaziuk ",,
"
Zwierz Alpuhary ",Jan Hartman,"
publicystyka literacka, eseje ",Polityka,"
9788364076749 ",,,"
2017-01-01 ","
2017-01-01 ",,"
polski ",,,
"
Ogrodowy warsztat ",Thomas Hess,"
rękodzieło ",Bellona,"
9788311103191 ","
Ze starego coś innego – ze starego nowe: kierując się tą dewizą da się w ogrodzie zaoszczędzić trochę grosza. Thomas Hess przedstawia 35 oryginalnych projektów, według których ogrodnicy amatorzy sami mogą sporządzić sobie narzędzia ogrodnicze, naczynia, meble i elementy ozdobne z materiałów, jakie mają pod ręką. Wszystkie pomysły zostały wypróbowane w praktyce i dzięki obrazowym instrukcjom „krok po kroku” dają się zrealizować.


Opis z okładki:

PRZERABIAJ ZAMIAST WYRZUCAĆ!

To oszczędza pieniądze, chroni środowisko i sprawia przyjemność. A w końcu i rośliny na tym zyskują, gdy stare palety, butelki czy garnki otrzymują w ogrodzie drugą szansę. Thomas Hess pokazuje proste pomysły, jak ze starych materiałów kreatywnie zrobić coś pożytecznego. 

- DUZI I MALI POMOCNICY
Od podlewaczek po skrzynki do wysiewu, od trejaży z wieszaków po tuning taczki i oryginalne pojemniki na rośliny.

- DLA MAJSTERKOWICZÓW I MIŁOŚNIKÓW OGRODU
Krok po kroku: z instrukcjami i zdjęciami dla łatwego naśladowania.

- DLA PTAKÓW WE WŁASNYM OGRODZIE
Budki lęgowe z doniczek i karmniki z orzecha kokosowego lub starych latarń ogrodowych to doceniana pomoc. ","
Die Garten-Werkstatt ","
2017-01-01 ","
2017-01-01 ","
122 ","
polski ","
Ewa Ziegler-Brodnicka ","

Ciekawe pomysły na architekturę ogrodową, którą można zrobić samemu. 

Ciekawe pomysły na architekturę ogrodową, którą można zrobić samemu. 



Pokaż mimo to


",
"
Aldebaran 1 - Die Katastrophe ",Luis Eduardo de Oliveira,"
fantasy, science fiction ",Splitter Verlag,"
9783958395725 ","
Pod koniec 21-go wieku ludzkość opanowała technologię lotów nadświetlnych. 64 lata świetlne od Ziemi powstała pierwsza ludzka kolonia poza Układem Słonecznym: Aldebaran-4. Gdy jednak kontakt z macierzystą planetą zostaje nieoczekiwanie przerwany, osadnicy zdani są na samych siebie. ","
Aldebaran 1 - La Catastrophe ","
2017-01-01 ",,"
52 ","
niemiecki ","
Resel Rebiersch ","

Hmm, ten komiks to jakieś dziwne połączenie całkiem ciekawych elementów science fiction z wątkami obyczajowymi rodem z brazylijskiej telenoweli. Brazylia jest tutaj, jako ojczyzna autora, skojarzeniem bardzo oczywistym. Przypuszczam, że różnice kulturowe między Europą a Ameryką Łacińską powodują, że „Katastrofa” drażni. I to od razu podwójnie: Protagoniści są z jednej strony nieco przerysowani (zwłaszcza dziadek Pad) a ich zachowanie nie koresponduje w moim odczuciu z dramatycznymi wydarzeniami (tutaj należy wymienić przede wszystkim całą grupę nastolatków, którzy w obliczu totalnej zagłady ich rodzin rozpoczynają kłótnię na tle zazdrości o dziewczynę lub chłopaka).

Z drugiej strony autor opisuje naprawdę ciekawe rzeczy i tworzy dla nich bardzo udaną graficzną otoczkę. Zwłaszcza elementy obcego ekosystemu, narysowane nienachalnie, ale wszechobecne, warte są uwagi. Ale i sama zagadka, tutaj zaledwie ogólnie zarysowana, ma coś z serialu „Lost”, który tak lubię.

Powstaje więc dziwny w smaku melanż, który może (ale bynajmniej nie musi) się spodobać. Czy „Światy Aldebarana” okażą się dobrym produktem – to mogą pokazać tylko następne tomy. Póki co, jestem ostrożnie optymistyczny. 

Hmm, ten komiks to jakieś dziwne połączenie całkiem ciekawych elementów science fiction z wątkami obyczajowymi rodem z brazylijskiej telenoweli. Brazylia jest tutaj, jako ojczyzna autora, skojarzeniem bardzo oczywistym. Przypuszczam, że różnice kulturowe między Europą a Ameryką Łacińską powodują, że „Katastrofa” drażni. I to od razu podwójnie: Protagoniści są z jednej... 

więcej



mniej





Pokaż mimo to


;

Uwielbiam komiksy LEO. Niezwykłe historie, niezwykła wyobraźnia. Lubię też jego kreskę, lubię ten styl kreski. 

Uwielbiam komiksy LEO. Niezwykłe historie, niezwykła wyobraźnia. Lubię też jego kreskę, lubię ten styl kreski. 



Pokaż mimo to


",
"
Mam zespół Downa ",Helena Kraljič,"
literatura dziecięca ",Wydawnictwo Piętka,"
5907800421798 ",,"
Imam downov sindrom ","
2017-01-01 ","
2017-01-01 ","
26 ","
polski ","
Aleksandra Brożek ","

Pięknie ilustrowana, wzruszająca i ciepła historia o chłopcu z nadprogramowym chromosomem i jego kochającej rodzinie. W prosty sposób przybliży dziecku zagadnienia związane z zespołem Downa. 

Pięknie ilustrowana, wzruszająca i ciepła historia o chłopcu z nadprogramowym chromosomem i jego kochającej rodzinie. W prosty sposób przybliży dziecku zagadnienia związane z zespołem Downa. 



Pokaż mimo to


;

Narratorką tej krótkiej, ale jakże emocjonującej opowieści jest Amelia, mama Dawida - chłopca z Zespołem Downa. Kobieta w prosty sposób opowiada o swoim synu, o tym, że jest inny, ale wyjątkowo. Polecam. 

Narratorką tej krótkiej, ale jakże emocjonującej opowieści jest Amelia, mama Dawida - chłopca z Zespołem Downa. Kobieta w prosty sposób opowiada o swoim synu, o tym, że jest inny, ale wyjątkowo. Polecam. 



Pokaż mimo to


",
"
Spacerkiem po Busku, Solcu i Pacanowie ",Stanisław Rogala,"
turystyka, mapy, atlasy ",Wydawnictwo Świętokrzyskie Elipsa,"
9788360145401 ","
Przewodnik fotograficzny ",,"
2017-01-01 ","
2017-01-01 ","
48 ","
polski ",,,
"
Czyste serce czysty dom .Jako oczyścić energię ludzi i miejsc. ",Jean Haner,"
poradniki ",Stu­dio Astrop­sy­cho­lo­gii,"
9788373778610 ","
Poznaj najskuteczniejsze techniki oczyszczania energii samego siebie, swoich bliskich oraz otoczenia. Jean Haner jest specjalistką od w tej dziedzinie i w całą swoją wiedzę zebrała w tym poradniku. Dowiesz się dlaczego niektórzy ludzie i miejsca mają na Ciebie pozytywny wpływ, a inni wręcz przeciwnie. Nauczysz się przywracać własną równowagę oraz pomagać w tym innym. Poznasz sposoby na pokonanie stresu i doświadczeń z przeszłości, które dalej Ci ciążą, chociaż możesz nie być tego świadom. Raz na zawsze pożegnasz się z bałaganem. Otworzysz się na nowe doświadczenia, możliwości kariery lub związek. Rozprawisz się z negatywną energią, która otacza Ciebie i Twoje mieszkanie, dzięki czemu będziesz mógł się cieszyć przestrzenią i spokojem. Twoja wewnętrzna równowaga – gdziekolwiek jesteś. ",,"
2017-01-01 ","
2017-01-01 ","
260 ","
polski ",,"

Jest książka dla osób lubiących czuć się dobrze we własnym domu, otoczeniu. Zawiera porady jak za pomocą wahadełka poprawić energetykę różnych pomieszczeń itd. Opisane są rezultaty po oczyszczaniu. Wytłumaczone jest pojęcie stresu Geopatycznego i sposób jego usunięcia. 

Jest książka dla osób lubiących czuć się dobrze we własnym domu, otoczeniu. Zawiera porady jak za pomocą wahadełka poprawić energetykę różnych pomieszczeń itd. Opisane są rezultaty po oczyszczaniu. Wytłumaczone jest pojęcie stresu Geopatycznego i sposób jego usunięcia. 



Pokaż mimo to


",
"
Atlas zwierząt chronionych ",Kamila Twardowska,"
flora i fauna ",Wydawnictwo SBM,"
9788380593176 ","
Lista zwierzńÖt chronionych w Polsce jest zaaprobowanym prawnie wykazem. Celem takich dziaŇāaŇĄ jest zapewnienie przetrwania i wŇāaŇõciwego stanu ochrony dziko ŇľyjńÖcych zwierzńÖt i ich siedlisk. Atlas zawiera zwińôzŇāe opisy poszczeg√≥lnych gatunk√≥w fauny polskiej, kt√≥re zostaŇāy ubogacone fotografiami. ",,"
2017-01-01 ","
2017-01-01 ","
192 ",,,,
"
Moralność i hipertrofia moralności. Etyka pluralistyczna ",Arnold Gehlen,"
nauki społeczne (psychologia, socjologia, itd.) ",Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika,"
9788323139140 ","
Prezentowane polskiemu czytelnikowi ostatnie dzieło filozofa Moralność i hipertrofia moralności zawiera koncepcję pluralizmu etycznego oraz antropologiczną teorię genezy norm moralnych. Gehlen opiera swoje wywody na rozbudowanych socjologiczno-historycznych analizach, które uwzględniają kulturową zmienność wyróżnionych przez niego etosów, a jednocześnie wskazuje na inwariantny charakter popędowych źródeł moralności. W swojej rozprawie antropolog przeprowadza również krytyczną diagnozę stanu współczesnej kultury i życia politycznego. W zglobalizowanej, przemysłowej kulturze opanowanej przez „superstruktury” (zintegrowane systemy techniki, gospodarki i nauki) dominuje według niego zuniwersalizowany etos eudajmonistycznego humanitaryzmu, marginalizujący pozostałe imperatywy, a zwłaszcza nakaz ochrony państwa. W rezultacie tego rodzaju hipertrofii moralności zanika biologicznie ugruntowana metaetyczna równowaga równorzędnych systemów wartości, narażając na szwank, o czym świadczą skutki uboczne nadmiernej subiektywizacji, antropologiczne zdrowie ludzkiego gatunku. Po opublikowaniu Moralności i hipertrofii moralności Gehlen zaczął uchodzić za nieprzejednanego krytyka lewicowych intelektualistów i wywarł znaczący wpływ na niemiecki neokonserwatyzm ",,"
2017-01-01 ","
2017-01-01 ","
242 ","
polski ",,,
"
Z końca świata. Moja droga pośród najuboższych ",Pepe Di Paola,"
biografia, autobiografia, pamiętnik ",Bernardinum,"
9788381270854 ","
Ojciec Pepe, uważany za „księdza Bosko XXI wieku”, jest ostatnim przedstawicielem obecnej w Kościele argentyńskim tradycji księży pracujących z ludźmi odsuniętymi na margines, tak zwanych curas villeros, czyli kapłanów, którzy w latach sześćdziesiątych ubiegłego wieku zdecydowali się zamieszkać razem z biedakami żyjącymi w villas na peryferiach Buenos Aires. W niniejszej książce ojciec Pepe opowiada o swoim życiu: o latach w seminarium za czasów dyktatury, o swojej pracy kapłańskiej i spotkaniu z villas miseria, czyli dzielnicami nędzy w Buenos Aires, o przyjaźni z Bergogliem, o życiu pośród najuboższych, o walce z narkomanią, o pogróżkach śmierci ze strony handlarzy narkotyków, o wygnaniu do Santiago del Estero, wreszcie o powrocie do Buenos Aires, do dzielnicy nędzy Villa La Cárcova. Na ostatnią część książki składają się jego wybrane wystąpienia, ważne dokumenty koordynowanej przez niego grupy Księży dla Villas w Potrzebie w Buenos Aires oraz słynny wywiad z papieżem Franciszkiem, przeprowadzony we współpracy z młodymi ludźmi z Villa La Cárcova. Książka ukazała się jednocześnie we Włoszech i w Argentynie ","
Dalla fine del mondo. Il mio cammino tra i piu poveri ","
2017-01-01 ","
2017-01-01 ","
 256 ","
polski ","
Krzysztof Stopa ",,"
Kiedy naprawdę kibicujesz jakiemuś klubowi, nie zostawisz go już nigdy, nie możesz go porzucić. Kto zmienia drużynę, jest pozbawiony osobowości. To kwestia sentymentalna. "
