title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Nowa era nuklearna. Analiza indyjsko-pakistańskiego kryzysu ",Renata Włoch,"
powieść historyczna ",Wydawnictwo Adam Marszałek,"
8373229019 ","
Gdy zakończyła się zimna wojna, mogło się wydawać, że widmo atomowego Armageddonu przestało krążyć nad światem. Kilkanaście majowych dni w 1998 r. rozwiało to złudzenie. Dwa azjatyckie państwa, Indie i Pakistan, mogły być wówczas bliżej rozpętania wojny nuklearnej niż USA i ZSRR w ciągu słynnych Trzynastu Dni kryzysu kubańskiego. Książka zawiera analizę przebiegu kryzysu wywołanego przez indyjskie i pakistańskie próby nuklearne. Autorka stara się wykazać, iż kryzys ten miał gwałtowniejszy i o wiele bardziej niekontrolowany przebieg niż zimnowojenne kryzysy nuklearne. Przyczyn tego stanu rzeczy szuka w charakterze pozimnowojennej struktury układu międzynarodowego oraz w specyfice trwającego od ponad pięćdziesięciu lat konfliktu indyjsko-pakistańskiego. Łączy go również z niestabilnością polityczną i ekonomiczną obydwu państw. W książce znalazła się ponadto analiza wpływu kryzysu na dalszy rozwój stosunków dwustronnych między Indiami i Pakistanem oraz na zmiany w układzie stosunków międzynarodowych, przede wszystkim zaś na międzynarodowy reżim nierozprzestrzeniania broni nuklearnej. ",,"
2004-01-01 ","
2004-01-01 ","
134 ","
polski ",,,
"
Kantaty Jana Sebastiana Bacha ",Alfred Dürr,"
muzyka ",Wydawnictwo Muzyczne Polihymnia,"
8372701857 ",,"
Die Kantaten von Johann Sebastian Bach ","
2004-01-01 ","
2004-01-01 ",,"
polski ","
Andrzej Armin Teske ","

Trudno opisać moją radość, kiedy stałem się jednym z tysiąca nabywców pierwszego wydania tego dzieła. To właściwie dwie książki i każda posiada własny numer wydawniczy, ale sprzedawane to było tylko w komplecie, więc traktuję to jako jedną całość.
Tom 1 - Kantaty Jana Sebastiana Bacha - 784 strony
Tom 2 - Teksty kantat Jana Sebastiana Bacha w polskim przekładzie - 151 stron

Pozycja wręcz obowiązkowa dla każdego miłośnika muzyki lipskiego kantora. W tomie pierwszym mamy szczegółowy opis wszystkich kantat, daty, okoliczności powstania i pierwszego wykonania, oraz oczywiście oryginalne niemieckie teksty. Mnóstwo szczegółów i smaczków o których rzadko można było znaleźć informacje i krótka analiza każdej kompozycji.
Jak każda wartościowa i niekomercyjna pozycja na rynku księgarskim, tak i ta ukazała się w wyjątkowo ograniczonym nakładzie (1000 egz.) i przemknęła przez rynek niezauważona. Wielu moich znajomych jest wręcz zdumionych widząc to na mojej półce. Nie wiem czy były wznowienia, ale warto szukać, albo pisać do wydawnictwa, bombardować telefonami lub mailami lub pytać o subskrypcje. Jeśli jesteś miłośnikiem Bacha, jest to pozycja ABSOLUTNIE obowiązkowa.

Przy okazji polecam zajrzeć tutaj http://kbpp.org.pl/ 

Trudno opisać moją radość, kiedy stałem się jednym z tysiąca nabywców pierwszego wydania tego dzieła. To właściwie dwie książki i każda posiada własny numer wydawniczy, ale sprzedawane to było tylko w komplecie, więc traktuję to jako jedną całość.
Tom 1 - Kantaty Jana Sebastiana Bacha - 784 strony
Tom 2 - Teksty kantat Jana Sebastiana Bacha w polskim przekładzie - 151... 

więcej



mniej





Pokaż mimo to


",
"
Chcę usłyszeć szum lasu... ",brak danych,"
poezja ",Starostwo Powiatowe w Raciborzu,,"
Wybór wierszy - Ogólnopolski Festiwal Ekologiczny Piosenki i Wierszy dla Dzieci i Młodzieży Szkolnej. Racibórz 2004 ",,"
2004-01-01 ","
2004-01-01 ","
30 ","
polski  ",,,
"
Victim: The Secret Tapes of Marilyn Monroe ",Matthew Smith,"
reportaż ",Arrow Books,,,"
Victim: The Secret Tapes of Marilyn Monroe ","
2004-01-01 ",,,"
angielski ",,,
"
Odpowiedzi na 101 pytań o ekumenizm ",Zdzisław Józef Kijas OFM Conv,"
filozofia, etyka ",WAM,"
8373181342 ","
Proponowana książka to bez wątpienia kompendium wiedzy na temat ekumenizmu, Kościołów i wspólnot chrześcijańskich, instytucji ekumenicznych oraz dokumentów podejmujących tę tematykę. Autor, z właściwym sobie zaangażowaniem i obiektywizmem, w sposób przystępny prezentuje przed czytelnikiem szeroką panoramę zagadnień, ukazując początki ruchu ekumenicznego, jego rozwój na przestrzeni lat, aktualny stan dialogów pomiędzy Kościołami, a także trudności i nadzieje związane z dialogiem ekumenicznym. ",,"
2004-01-01 ","
2004-01-01 ","
367 ","
polski ",,"

Garść podstawowych informacji na temat ekumenizmu. Prezentowanych - tu ważna uwaga - z punktu widzenia Kościoła katolickiego. Dla niezorientowanych w temacie publikacja jak znalazł. 

Garść podstawowych informacji na temat ekumenizmu. Prezentowanych - tu ważna uwaga - z punktu widzenia Kościoła katolickiego. Dla niezorientowanych w temacie publikacja jak znalazł. 



Pokaż mimo to


",
"
Play to the End ",Robert Goddard,"
kryminał, sensacja, thriller ",Bantam Press,,"
For actor Toby Flood, Brighton is the final week of a long tour. One night he is visited at the theatre by his estranged wife, Jenny, who, visibly scared, thinks she is being stalked. She asks Toby, for old times' sake, to find out what is going on.

Alarmingly he discovers a sinister connection with Jenny's new partner. Spurred on by a desire to win Jenny back, Toby begins to ask some difficult questions. Before he fully understands the risks he is running, he finds himself caught up in a mysterious - and dangerous - tangle of family rivalries and murderous intent. Suddenly the prospects for his survival start to look very far from good... ","
Play to the End ","
2004-01-01 ",,"
369 ","
angielski ",,"

Kolejna świetna powieść Roberta Goddarda, niestety nigdy nie wydana w Polsce.
Aktor Toby Flood przybywa wraz z trupą na tygodniowe występy do Brighton, gdzie nota bene mieszka jego żona Jenny, która złożyła jakiś czas temu pozew rozwodowy i znalazła szczęście u boku nowego mężczyzny.
Toby ciężko to znosi, bo wciąż darzy ją uczuciem, dodatkowo sztuka okazuje się być klapą i aktorzy cieszą się, że deszczowe Brighton jest ostatnim przystankiem do odegrania tej chałtury.
Sprawy się komplikują, gdy z pozoru niewinna prośba Jenny zmienia całkowicie życie kilku osób, wychodzą na jaw mroczne tajemnice sprzed lat, morderstwa, kłamstwa.
Jak zawsze u Goddarda niesamowita jest atmosfera, opisy, postaci, zagadka i gawędziarki styl.
Nie jest to może jedna z jego najlepszych powieści (top 5), ale na pewno zasługuje na ocenę 7, bo mnie oprócz tajemnicy szczególnie urzekł klimat Brighton, wybrzeża, retrospekcje i bohaterowie (nie tylko Toby, ale też drugo- i trzecioplanowi)

Polecam i dobrze, że książka oprócz oryginalnego wydania ma też np. niemieckie.

Można jedynie ze smutkiem pokręcić głową, dlaczego polscy wydawcy zaniechali wydawać powieści Roberta Goddarda kilkanaście lat temu i te można przeczytać jedynie w oryginale lub w obcojęzycznych tłumaczeniach. 

Kolejna świetna powieść Roberta Goddarda, niestety nigdy nie wydana w Polsce.
Aktor Toby Flood przybywa wraz z trupą na tygodniowe występy do Brighton, gdzie nota bene mieszka jego żona Jenny, która złożyła jakiś czas temu pozew rozwodowy i znalazła szczęście u boku nowego mężczyzny.
Toby ciężko to znosi, bo wciąż darzy ją uczuciem, dodatkowo sztuka okazuje się być klapą i... 

więcej



mniej





Pokaż mimo to


",
"
Życzenia okolicznościowe ",Katarzyna Kowalik,"
rozrywka ",Wilga,"
8373751734 ","
Składanie życzeń najbliższym osobom to prawdziwa przyjemność. Często mamy jednak z tym problemy - trudno dobrać słowa, które oddadzą nasze uczucia, a wzruszenie nie pozwala nam zebrać myśli.
Ta książeczka zawiera kilkadziesiąt wzorów życzeń na różne okazje. ",,"
2004-01-01 ","
2004-01-01 ","
39 ","
polski ",,,
"
Vi racconto l'astronomia ",Margherita Hack,"
astronomia, astrofizyka ",G. Laterza,"
9788842074328 ","
Come spiegare l'astronomia in termini chiari ed esaurienti? Questo libro, insieme rigoroso e divulgativo, è con disegni, foto e brevi testi di approfondimento un ""abbicì"" dell'astronomia che aiuta a familiarizzare con stelle, pianeti, eclissi, galassie e il mondo extragalattico. ","
Vi racconto l'astronomia ","
2004-01-01 ",,"
165 ","
włoski ",,"

Książka nie jest za bardzo aktualna, ponieważ np. mówi się jeszcze o Plutonie jako planecie, ale ciekawie opisuje pracę astrofizyków i wyjaśnia wszystko to, co ma do czynienia z astronomią, choć czasami język nie był zbyt prosty i niepotrzebnie zostały podawane różne liczby jak np. wielkość planety, które bardziej wypełniały kartki.

Polecam osobom, które już trochę uczyły się astronomię i zechcą sobie powtórzyć i zgłębić wiedzę. 

Książka nie jest za bardzo aktualna, ponieważ np. mówi się jeszcze o Plutonie jako planecie, ale ciekawie opisuje pracę astrofizyków i wyjaśnia wszystko to, co ma do czynienia z astronomią, choć czasami język nie był zbyt prosty i niepotrzebnie zostały podawane różne liczby jak np. wielkość planety, które bardziej wypełniały kartki.

Polecam osobom, które już trochę uczyły... 

więcej



mniej





Pokaż mimo to


",
"
Inclusion Pocketbook ",Elaine Doxey,"
poradniki ",Pocket Books,"
1-903776-58-9 ","
Moving from clear definitions of inclusion to ways of supporting, developing and monitoring policies and practices in schools and classrooms, this extensively illustrated pocketbook offers a concise overview of the issues which face headteachers, senior managers and classroom teachers. The authors cover ways to create an inclusive ethos, how to set up supportive management structures, manage performance information, monitor systems and map provision. A section on inclusion in the classroom looks at planning, pupil groupings, peer support strategies, assessment and classroom support. A final self-evaluation chapter leads to 'planning for change'. ",,"
2004-01-01 ",,"
112 ","
angielski ",,,
"
Z Jezusem w życie - modlitwy na każdą godzinę ",Andrzej Buryła,"
religia ",Wydawnictwo Wrocławskiej Księgarni Archidiecezjalnej TUM,,,,"
2004-01-01 ","
2004-01-01 ","
320 ","
polski ",,,
