title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Odkrywanie Europy: Idea, tożsamość, rzeczywistość ",Gerard Delanty,"
popularnonaukowa ",Wydawnictwo Naukowe PWN,"
9788301130114 ",,,"
1999-01-01 ","
1999-01-01 ","
235 ","
polski ",,,
"
Przekonać Pana Boga: Z ks. Józefem Tischnerem rozmawiają Dorota Zańko i Jarosław Gowin ",Jarosław Gowin,"
biografia, autobiografia, pamiętnik ",Znak,"
8370069134 ","
Wybitny filozof, kapłan i duszpasterz mówi, jak wychowywać dzieci i jak kształtować własne sumienie. Szuka odpowiedzi na pytania: Jak ocalić miłość w małżeństwie? Czy filozof może być księdzem? Czy dokonywać wyborów najtrudniejszych czy najprostszych? Czy spowiedź jest przekreśleniem wolności? Zastanawia się także, czego chrześcijanin może nauczyć się od agnostyka, jak odróżnić naśladowanie Chrystusa od udawania Go i czy można miłością przekonać Pana Boga.
Ksiądz Tischner mówi też o podziwie, jakim darzy tych, którzy przekraczają siebie. ",,"
1999-01-01 ","
1999-01-01 ","
200 ","
polski ",,"

Wiele czasu w swoim życiu spędziłem w Starym Sączu. Zakon klarysek był dla nas zawsze takim dziwnym miejscem. Po latach dowiedziałem się, że ksiądz Tischner pochodzi ze Starego Sącza.

Książka o której chce kilka słów powiedzieć, to wywiad rzeka. Słusznie ktoś tu napisał, że pytania są od Sasa do Lasa, ale być może co dla konesera nie dobre amatora zaspokoi i pociągnie dalej. Warto bo ksiądz Tischner, to taki kolorowy ptak. Czasami na fb, czy w mediach widzę wielu, którzy chcieliby osiągnąć coś podobnego, ale tego się do końca wypracować nie da. 

Dla mnie oryginalność kapelana podhalan zawiera się w tym jak wszedł w słowo, w głębię człowieka, filozofii w umiejętności mówienia i podejmowania istotnych tematów.
Czasem powtarza się kilka zdań, o zwątpieniu przez proboszcza w Boga bardziej niż przez Feuerbacha, albo inne, ale ta nasza specyfik, że nie potrafimy wybierać pereł, tylko świnie.

Chciałbym, aby ktoś klasy i miary księdza Tischnera coś do nas mówił. Może jeszcze ktoś podobny się przytrafi, ale szczerze wątpię dlatego zgłębiam co zostało. 

Wiele czasu w swoim życiu spędziłem w Starym Sączu. Zakon klarysek był dla nas zawsze takim dziwnym miejscem. Po latach dowiedziałem się, że ksiądz Tischner pochodzi ze Starego Sącza.

Książka o której chce kilka słów powiedzieć, to wywiad rzeka. Słusznie ktoś tu napisał, że pytania są od Sasa do Lasa, ale być może co dla konesera nie dobre amatora zaspokoi i pociągnie... 

więcej



mniej





Pokaż mimo to


;

Ja, uczeń i wielbiciel Tischnera oświadczam, że jest to najsłabsza pozycja wydawnicza związana z jego imieniem. Jest to wzorcowe exemplum zasady, w myśl której nie ma głupich odpowiedzi, są tylko głupie pytania. Szukając w swoich szpargałach znalazłem moja notkę z 26.06.2000 roku, zrobioną bezpośrednio po przeczytaniu tego wywiadu:
""B. źle napisane. Wadliwa konstrukcja, głupie pytania, przez co niejasne odpowiedzi. Skakanie po tematach, wybiórcze zagadnienia, w efekcie kto nie ""siedzi"" w temacie ten nic nie rozumie, a kto ""siedzi"" (jak ja - ha, ha!) to się nudzi, bo to są wyrywkowe cytaty z wcześniejszych wypowiedzi Tischnera. Kto zrozumie rzucanie Levinasem czy Rosenzweigem, to nie ma tu czego szukać, bo nic nowego nie ma. A kto ich nie zna, to z tego wywiadu ich nie pozna. Reasumując, potwierdziło się moje wcześniejsze przekonanie, że Gowin to menda i palant"".
Ostatnie prorocze stwierdzenie, po 16 latach od tej notki, ma specjalny smaczek. 
Reasumując NIE CZYTAĆ tego, bo wartościowych książek Tischnera jest bez liku (p. moje recenzje) i po nie lepiej sięgnąć 

Ja, uczeń i wielbiciel Tischnera oświadczam, że jest to najsłabsza pozycja wydawnicza związana z jego imieniem. Jest to wzorcowe exemplum zasady, w myśl której nie ma głupich odpowiedzi, są tylko głupie pytania. Szukając w swoich szpargałach znalazłem moja notkę z 26.06.2000 roku, zrobioną bezpośrednio po przeczytaniu tego ... 

więcej



mniej





Pokaż mimo to


;

„Przekonać Pana Boga”…Miłością można przekonać cały świat! A tą pozycja można przekonać się do postaci Księdza-Filozofa Józefa Tischnera. Książka jest niezwykle ciekawa, aż zazdroszczę Pani Dorocie Zańko i Panu Jarosławowi Gowinowi że mieli okazję porozmawiać z ks. Tischnerem i spytać go o tak wiele zagadnień. Kapłan „nie owija w bawełnę” na zadane pytania odpowiada szczerze, kiedy trzeba krytykuje, innym razem wskazuję na co warto jeszcze zwrócić uwagę, co poprawić. 
W książce są poruszane takie kwestie jak : łaska, wiara, działalność Kościoła a w nim ludzi świeckich i duchownych, kwestie spowiedzi i sumienia, wychowanie, ciekawych katechez, miłość, modlitwa oraz wiele innych interesujących. 

„Przekonać Pana Boga”…Miłością można przekonać cały świat! A tą pozycja można przekonać się do postaci Księdza-Filozofa Józefa Tischnera. Książka jest niezwykle ciekawa, aż zazdroszczę Pani Dorocie Zańko i Panu Jarosławowi Gowinowi że mieli okazję porozmawiać z ks. Tischnerem i spytać go o tak wiele zagadnień. Kapłan „nie owija w bawełnę” na zadane pytania odpowiada... 

więcej



mniej





Pokaż mimo to


","
Chrystus jak gdyby objawia człowieka człowiekowi, każe inaczej patrzeć na jego los. Ten inny człowiek jest wybrany i powołany. Nasze spotkania z nim są zaplanowane przez Opatrzność. Chrystus każe nam troszczyć się - w innych i w sobie - o wartości, które nie przemijają. Taką wiedzę o człowieczeństwie wnosi chrześcijaństwo. ;
Agresja jest wynikiem lęku. Lęk jest następstwem jakiegoś poniżenia. Agresja kieruje się wtedy przeciwko tym, którzy poniżają samym swoim istnieniem. ;
Miłość męża i żony to rzeczywistość, która ciągle się staje. Ona nie pojawia się cała na raz, małżonkowie poznają się lepiej poprzez dzieci, wnuki... To jest wpisane w naturę tego związku. "
"
Kamienica Baryczków. Salon kulturalny Warszawy 1912-1936 ",Bożena Wierzbicka,"
historia ",Towarzystwo Opieki nad Zabytkami,"
8388372009 ","
Publikacja prezentuje jeden z domów warszawskiego Starego Miasta - kamienicę Baryczków, jej historię, stylistykę i przeznaczenie wnętrz w poszczególnych okresach dziejów obiektu. Książka otrzymała wyjątkową szatę graficzną i oprawę. Praca bogato ilustrowana rysunkami i fotografiami. W 1999 r. otrzymała nominację do nagrody głównej w konkursie PTWK na Najpiękniejszą Książkę Roku. ",,"
1999-01-01 ","
1999-01-01 ",,"
polski ",,,
"
Rasputin święty grzesznik ",Brian Moynahan,"
biografia, autobiografia, pamiДҷtnik ",Amber,"
83-7245-015-3 ","
Nikomu nieznany Grigorij Jefimowicz Rasputin przybyЕӮ do Sankt Petersburga w 1903 roku; trzynaЕӣcie lat pГіЕәniej podejmowaЕӮ najwaЕјniejsze decyzje paЕ„stwowe, a jego imiДҷ staЕӮo siДҷ synonimem zЕӮa. Kim naprawdДҷ byЕӮ czЕӮowiek, ktГіry fascynowaЕӮ i w osiemdziesiД…t lat po swej dramatycznej Еӣmierci fascynuje nadal? PrzebyЕӮ niewiarygodnД… drogДҷ z syberyjskiej chaty na dwГіr wЕӮadcy potДҷЕјnego imperium. TworzyЕӮ i rujnowaЕӮ ministerialne kariery, a jednoczeЕӣnie pomagaЕӮ setkom potrzebujД…cych. NiepiЕӣmienny muzyk folgujД…cy najgorszym popДҷdom wЕӮasnej natury czy charyzmatyczny ""ЕӣwiДҷty starzec""? Niezwykle dokЕӮadna i wnikliwa biografia z powieЕӣciowo - epickim rozmachem przedstawia nieznane fakty z Ејycia Rasputina - postaci niejednoznacznej, peЕӮnej wewnДҷtrznych sprzecznoЕӣci, ktГіre odzwierciedla tytuЕӮ ksiД…Ејki. Brian Moynahan wykorzystaЕӮ wszystkie dostДҷpne ЕәrГіdЕӮa - m.in. dokumenty z otwartych w ostatnich latach archiwГіw radzieckich - listy, pamiДҷtniki, wspomnienia, sprawozdania z posiedzeЕ„ rzД…du i tajne raporty ochrony, ktГіra w czasie wojny kontrolowaЕӮa Ејycie Rasputina przez dwadzieЕӣcia cztery godziny na dobДҷ. KsiД…Ејka nie udowadnia Ејadnych z gГіry przyjДҷtych tez; samД… siЕӮД… dokumentacji i ЕјywoЕӣciД… obrazowania tworzy zdumiewajД…co prawdziwy wizerunek ostatnich lat caratu i wyrazisty portret czЕӮowieka, ktГіrego Ејycie byЕӮo bardziej fascynujД…ce niЕј legenda, jakД… po sobie pozostawiЕӮ. ",,"
1999-01-01 ","
1999-01-01 ","
335 ",,,,
"
Odpowiedzialność za szkodę majątkową ",Adam Szpunar,"
nauki społeczne (psychologia, socjologia, itd.) ",Branta,"
8386605413 ",,"
Odpowiedzialność za szkodę majątkową. Szkoda na mieniu i osobie. ","
1999-01-01 ","
1999-01-01 ",,"
polski ",,,
"
100 najlepszych zdjęć. National Geographic ",praca zbiorowa,"
sztuka ",G+J RBA,"
15075966 ","
Wybór najlepszych fotografii magazynu National Geographic. ",,"
1999-01-01 ","
1999-01-01 ","
152 ","
polski ",,"

Piękne zdjęcia, można się na chwilę zatrzymać. 

Piękne zdjęcia, można się na chwilę zatrzymać. 



Pokaż mimo to


",
"
Karuzela ",Carolyn McSparren,"
literatura piękna ",Harlequin,"
8371495196 ","
Ktoś z kręgu najbliższych przyjaciół zawiódł jego zaufanie, lecz z pewnych względów Nick nie mógł zwrócić się o pomoc do policji. Potrzebował doświadczonego prywatnego detektywa. 

Taylor uważała, że jest do tego zadania przygotowana. Przez dwa lata odbierała w agencji telefony, prowadziła archiwum i przyłapywała wyłudzających odszkodowania ""inwalidów"" na tym, jak kosili trawniki lub tłukli w bilard. Na sprawie Nicka bardzo jej zależało, nawet gdyby miała przypłacić to życiem. A ponieważ istotnie otarła się o śmierć, Nick postanowił zwolnić swojego pięknego detektywa z pracy... ","
Ride a Painted Pony ","
1999-01-01 ","
 1999-01-01 ","
160 ","
polski ","
Ewa Merel ",,
"
Być szczęśliwym. Osiem błogosławieństw we współczesnym życiu Polaków ",praca zbiorowa,"
religia ",Wydawnictwo Święty Wojciech,"
83-7015-489-1 ","
Błogosławieństwa z Kazania na Górze są dla mnie jednym z najpiękniejszych fragmentów całego Pisma Świętego. Są one odpowiedzią Jezusa na ludzkie pytanie o drogę do szczęścia. zawiera się w nich absolutna nowość nauczania Chrystusa, która rozszerza znane dotychczas zasad życia.
Jerzy Buzek

Sprawiedliwość... Prawda... czystość serca powinny być z nami na co dzień, a nie tylko wtedy, kiedy chcemy pokazać, jacy jesteśmy dobrzy, jacy sprawiedliwi i... nie widzimy tylko, jacy przez to próżni. Nie można chwalić się wszem i wobec, ci i ile daliśmy. Powinno się dawać z miłości, nie z chęci zaistnienia, przecież... prawdziwa miłość nie szuka poklasku...
Justyna Steczkowska

Cisi w dzisiejszym świecie zgiełku wyglądają jak wybryk natury. Człowiek stara się dziś robić jak najwięcej rozgłosu wokół swego istnienia, jakby samo istnienie było niepełne, jeśli nie towarzyszy mu wrzawa. Hałas mediów, zgiełk prasy, bezmyślna uwaga tłumu kierowana jest często w stronę głupstwa. A cisi istnieją pełniej, są prawdziwsi, bo tylko w ciszy można się zbliżyć do Stwórcy.
Krzysztof Zanussi

Czy smutek jest człowiekowi potrzebny? Myślę, że należy się cieszyć, że w ogóle istnieją powody do smutku. Bowiem ludzie, którzy potrafią się smucić, czują więcej. Gdy sam się smucę, mam więcej okazji do zastanowienia się nad przyczynami niewłaściwego obrotu spraw oraz nad tym, jak mógłbym temu osobiście zaradzić.
Krzysztof Hołowczyc ",,"
1999-01-01 ","
1999-01-01 ","
173 ","
polski ",,"

Zbiór przemyśleń ludzi sławnych odnoszący się do Ośmiu Błogosławieństw. Cienki bo nawet nie 200 stron tekstu, ale ze swej strony doradzam czytanie powoli. Książka wtedy lepiej trafia, można przemyśleć zastanowić się. Co ważne i bardzo przypadło mi do gustu tak książka nie próbuje pokazywać że jakaś jedna perspektywa jest słuszna. Motywuje raczej do tego byśmy na ten temat spojrzeli własnymi oczami, a przy okazji przestali myśleć o osobach sławnych jako o tych, które są wyjęte z naszego szarego życia Myślę, że warto. 

Zbiór przemyśleń ludzi sławnych odnoszący się do Ośmiu Błogosławieństw. Cienki bo nawet nie 200 stron tekstu, ale ze swej strony doradzam czytanie powoli. Książka wtedy lepiej trafia, można przemyśleć zastanowić się. Co ważne i bardzo przypadło mi do gustu tak książka nie próbuje pokazywać że jakaś jedna perspektywa jest słuszna. Motywuje raczej do tego byśmy na ten temat... 

więcej



mniej





Pokaż mimo to


",
"
Dar ",Patrick O'Leary,"
fantasy, science fiction ",Zysk i S-ka,"
9788371505416 ","
Dwaj bohaterowie - chłopiec imieniem Tim oraz młody król Simon - są ofiarami Woźnego Nocy, niegdyś zwykłego chłopca, którego niszczy własna ambicja i knowania pewnego złośliwego potwora. Simon wraz z Timem muszą złamać potężne, stare jak świat zaklęcie ciążące nad całym krajem. Nad owym zaklęciem pieczę sprawuje potwór Tomen i Woźny Nocy. ","
The Gift ","
1999-01-01 ","
1999-01-01 ","
262 ","
polski ","
Maria Grabska-Ryńska ","

w ogóle nie pamiętam, o co chodziło w tej książce, więc chyba nie było warto 

w ogóle nie pamiętam, o co chodziło w tej książce, więc chyba nie było warto 



Pokaż mimo to


;

Lektura wysoce irytująca, choć godna uwagi. Jest to opowieść z pogranicza fantasy i SF, skonstruowana misternie i z rozmachem, przedstawiona z różnych perspektyw, z pogmatwanymi, na przemian plączącymi się i rozplątującymi wątkami, zmuszająca do wysiłku, dopuszczająca mnogość interpretacji. Nie konieczność intelektualnego wysiłku mnie jednak tak irytuje, tylko drobne braki warsztatowe autora, skutkujące niekiedy skrótami fabularnymi oraz okazjonalnie drętwymi dialogami. Byłby cud, miód i malina, a tak jest tylko miód i malina. Ale miód wielokwiatowy, a malina karminowa i świeżo zerwana. 

Lektura wysoce irytująca, choć godna uwagi. Jest to opowieść z pogranicza fantasy i SF, skonstruowana misternie i z rozmachem, przedstawiona z różnych perspektyw, z pogmatwanymi, na przemian plączącymi się i rozplątującymi wątkami, zmuszająca do wysiłku, dopuszczająca mnogość interpretacji. Nie konieczność intelektualnego wysiłku mnie jednak tak irytuje, tylko drobne braki... 

więcej



mniej





Pokaż mimo to


","
Był kiedyś człowiek, który miał do wyboru dwie rzeczy. Nie umiał się zdecydować na jedną, odrzucając drugą. Czuł, że nie ma wolnego wyboru. Był pierwszym nieszczęśliwym człowiekiem. ;
Ciało odczuwa głód lub pożądanie, lecz jego żądze można zaspokoić. Jednak pragnienia umysłu nic nie jest w stanie uśmierzyć, jego głód jest nieskończony: mając trochę, chce więcej, mając więcej, chce wszystko, mając wiedzę, wie jak mało wie; kiedy coś pochwyci, sięga dalej. To dar i przekleństwo zarazem: choć będzie wchłaniał, nigdy się nie zapełni. ;
Wszystko musi zawierać w sobie dar i cenę... każdy ogień oświetla lub spala, każda woda gasi lub topi. "
"
Niepewność i zakłopotanie. O pokonywaniu niechcianych uczuć ",rowland Miller,"
nauki społeczne (psychologia, socjologia, itd.) ",Gdańskie Wydawnictwo Psychologiczne,"
9788387957025 ","
Niepewność i zakłopotanie to złożone i spotykane tylko u ludzi emocje, które odgrywają ogromną rolę w interakcjach społecznych. Autor wyjaśnia ich przyczyny i skutki. Przedstawia osobowe, sytuacyjne i międzyludzkie czynniki zakłopotania, opierając się na literaturze z zakresu psychologii społecznej i klinicznej, socjologii, biologii oraz innych dziedzin. Książka pełna jest interesujących przykładów i anegdot oraz wzbogacona o najnowsze odkrycia, łącznie z danymi pochodzącymi z ostatnich badań autora.

Publikacja omawia następujące zagadnienia:
- teorie psychologiczne wyjaśniające przyczyny zakłopotania
- rozwój zakłopotania u dzieci
- międzypłciowe i kulturowe uwarunkowania przeżywania tej przykrej emocji
- niewerbalne oznaki zakłopotania
- wpływ zakłopotania na zachowanie innych osób i sytuację społeczną

Autorem książki jest Rowland S. Miller, doktor filozofii, wykładowca psychologii na Uniwersytecie Stanowym Sam Houston w Teksasie. R.S. Miller zajmuje się badaniem procesów decydujących o tworzeniu się udanych relacji międzyludzkich ( koncentrując się na umiejętności pokojowego współżycia z innymi). Jest lauretem Nagrody Newmana, przyznawanej za wybitne osiągnięcia w badaniach przez American Psychological Association i Psi Chi. ",,"
1999-01-01 ","
1999-01-01 ","
237 ","
polski ",,,
