title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Kraków - trasy podmiejskie : przewodnik ",Jerzy Małecki,"
turystyka, mapy, atlasy ",Wydawnictwo Artystyczno-Graficzne,,,,"
1966-01-01 ","
1966-01-01 ","
231 ","
polski ",,,
"
Ognie boga Ormuzda ",Andrzej Walik,"
historia ",Wydawnictwo Ministerstwa Obrony Narodowej,,,,"
1966-01-01 ","
1966-01-01 ","
192 ","
polski ",,"

Książka napisana jeszcze przed rewolucją islamską w Iranie, więc historyczny już punkt widzenia. 
Opisuje historię Iranu w XX wieku, od odkrycia ropy w tym kraju do obalenia premiera Mossadegha przez CIA (choć oczywiście wtedy jeszcze nie wiedziano, że to Amerykanie za tym stali). Mamy więc tutaj brytyjską politykę wobec Iranu, Iran w czasie I wojny światowej, rządy Rezy szacha, szpiegowskie wojny i akcje w czasie II wojny światowej oraz reformy i upadek premiera Mossadegha. 
Jest tu dużo ciekawych historii, czyta się bardzo przyjemnie, a mały format pozwala mieć książkę zawsze pod ręką by w wolnej chwili sięgnąć po nią zamiast po telefon. 

Książka napisana jeszcze przed rewolucją islamską w Iranie, więc historyczny już punkt widzenia. 
Opisuje historię Iranu w XX wieku, od odkrycia ropy w tym kraju do obalenia premiera Mossadegha przez CIA (choć oczywiście wtedy jeszcze nie wiedziano, że to Amerykanie za tym stali). Mamy więc tutaj brytyjską politykę wobec Iranu, Iran w czasie I wojny światowej, rządy Rezy... 

więcej



mniej





Pokaż mimo to


",
"
Norwid ",Cyprian Kamil Norwid,"
poezja ",Czytelnik,,,,"
1966-01-01 ","
1966-01-01 ","
142 ","
polski ",,,
"
List Otwarty do Partii ",Jacek Kuroń,"
publicystyka literacka, eseje ",Instytut Literacki,,,,"
1966-01-01 ","
1966-01-01 ","
95 ","
polski ",,,
"
Dwa wieki przemysłu w Polsce ",Andrzej Jezierski,"
technika ",Wiedza Powszechna,,"
Historia przemysłu w Polsce: od manufaktur w I Rzeczypospolitej do lat 60 XX w. ",,"
1966-01-01 ","
1966-01-01 ","
404 ","
polski ",,,
"
Woskowa persona ",Jurij Nikołajewicz Tynianow,"
literatura piękna ",Czytelnik,,"
""Woskowa persona"" to swoista kronika ostatnich dni życia Piotra Wielkiego i pierwszych dni po jego śmierci. ","
Восковая персона ","
1966-01-01 ","
1966-01-01 ","
306 ","
polski ","
Ziemowit Fedecki, Adam Galis, Tadeusz Mongird ",,
"
Biskupin - osiedle obronne sprzed 2500 lat ",Zdzisław Rajewski,"
popularnonaukowa ",,,,,"
1966-01-01 ","
1966-01-01 ",,"
polski ",,,
"
Stosunki w kierownictwie podziemia londyńskiego 1939–1943 ",Eugeniusz Duraczyński,"
historia ",Wydawnictwo Naukowe PWN,,,,"
1966-01-01 ","
1966-01-01 ","
304 ","
polski ",,,
"
Bogusław i Anna ",Teresa Bojarska,"
powieść historyczna ",Instytut Wydawniczy PAX,,"
Powieść historyczna o księciu Bogusławie, władcy Pomorza i Annie Jagiellonce, córce króla polskiego Kazimierza Jagiellończyka będąca kontynuacją wydanych w 1965 r. ""Czerwonych Gryfów"".

Akcja powieści rozgrywa się w latach 1497- 1503 i skupia się wokół pielgrzymki Bogusława do Grobu Świętego i regencji Anny na Pomorzu. ",,"
1966-01-01 ","
1966-01-01 ","
292 ","
polski ",,,
"
Amazing Spider-Man - #041 - The Horns of the Rhino! ",Mickey Demeo,"
komiksy ",Marvel Comics,,,,"
1966-01-01 ",,"
21 ","
angielski ",,,
"
Polska i Ruś 1194-1340 ",Bronisław Włodarski,"
historia ",Wydawnictwo Naukowe PWN,,,,"
1966-01-01 ","
1966-01-01 ","
325 ","
polski ",,,
"
Śluby panieńskie Aleksandra Fredry ",Wanda Achremowiczowa,"
językoznawstwo, nauka o literaturze ",Państwowe Zakłady Wydawnictw Szkolnych,,,,"
1966-01-01 ","
1966-01-01 ","
127 ","
polski ",,,
"
Nowoczesne żywienie rodziny ",Feliksa Starzyńska,"
zdrowie, medycyna ",Państwowy Zakład Wydawnictw Lekarskich,,"
Książka autorstwa inż. Feliksy Starzyńskiej i Zofii Zawistowskiej na temat wyrabiania prawidłowych nawyków żywieniowych.  ",,"
1966-01-01 ","
1966-01-01 ","
412 ","
polski ",,,
