title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
10 złotych reguł sprzedaży ",Ivan Bures,"
biznes, finanse ",Onepress,"
8324600078 ","
Większość działań podejmowanych przez nowoczesne przedsiębiorstwo ma na celu doprowadzenie do transakcji kupna-sprzedaży, a także skłonienie zadowolonego klienta do ponownego zakupu. Skuteczni sprzedawcy tworzą prawdziwy kapitał każdej firmy... ",,"
2006-01-01 ","
2006-01-01 ","
208 ","
polski ",,,
"
Przekręt - Brooks Larry ",Larry Brooks,"
kryminał, sensacja, thriller ",Vizja Press&IT,"
8360283141 ","
Zwierzyna
Wolfgang Schmitt: od niedawna znowu wolny były model i niepoprawny mądrala. Takie zestawienie mogło budzić cieplejsze uczucia wyłącznie u jego niedomagającej matki, ale predestynowało go także do pewnej roli...

Przynęta
Miliarder Nelson Scott chce, aby Schmitt uwiódł jego żonę i w ten sposób, dzięki pewnemu zapisowi w intercyzie, uratował jego majątek przed podziałem. Wynagrodzenie wyniesie milion dolarów za samo podjęcie się zadania. I kolejne cztery, jeśli Schmitt doprowadzi cała sprawę do końca. Wystarczy, że powie tak...

Pułapka
Zanim zdąży się zorientować, będzie musiał stawić czoła znacznie poważniejszym sprawom, niż oczekiwał. Na przykład olśniewającej, zabójczo przebiegłej prawniczce Scotta, dwójce podejrzanych agentów, którzy niekoniecznie pracują dla rządu i paru trupom więcej niż zwykł spotykać w normalnym życiu. Ale w świecie bogatych i wpływowych ludzi wszystko jest możliwe... ",,"
2006-01-01 ","
2006-01-01 ","
374 ","
polski ",,,
"
Barbar Rosa. Opowieść detektywistyczna ",Georg Klein,"
kryminał, sensacja, thriller ",Sic!,"
9788360457122 ","
Pewnego dnia detektyw Mühler odbiera telefon od przyjaciela z młodości, Hannsiego, pracownika tajemniczej firmy. Zaginął transport pieniędzy, Mühler ma to wyjaśnić. Mühler jest dziwnym detektywem nie ma prawa jazdy, cierpi na alergię, jest wyniszczony nałogiem i długotrwałą kuracją odwykową, najczęściej bez grosza. ",,"
2006-01-01 ","
2006-01-01 ","
159 ","
polski ",,"

Początek książki nudny, dopiero pod koniec zaczyna być interesująca! 

Początek książki nudny, dopiero pod koniec zaczyna być interesująca! 



Pokaż mimo to


",
"
Lobbing. Sztuka skutecznego wywierania wpływu ",Krzysztof Jasiecki,"
biznes, finanse ",Oficyna Ekonomiczna,"
8389355914 ","
W książce zaprezentowano kierunki rozwoju lobbingu w Polsce oraz profesjonalne standardy w zakresie rzecznictwa interesów w krajach Unii Europejskiej i Stanach zjednoczonych... ",,"
2006-01-01 ","
2000-01-01 ","
344 ","
polski ",,,
"
Invincible #34 ",Bill Crabtree,"
komiksy ",Skybound Entertainment,,,,"
2006-01-01 ",,,"
angielski ",,,
"
Młyn na Stawkach - Nad Czarną Tom I ",Krystyna Wieczorek,"
biografia, autobiografia, pamiętnik ",,"
8389727056 ","
Powieść Krystyny Wieczorek pt. „Młyn na Stawkach"" i tom l „Nad Czarną"" jest kroniką dziejów przodków Autorki na przełomie XIX i XX wieku. Utwór posiada wiele cech epopei. Ukazuje bowiem przekrój społeczeństwa w tle przełomowych wydarzeń dziejowych. Na przykładzie jednej rodziny dużo dowiadujemy się o trudnym życiu na wsi pod zaborem rosyjskim, o ciemnocie i biedzie oraz bohaterstwie narodu polskiego w walce o niepodległość.
Powieść oparta jest na faktach i jest swoistym dokumentem historycznym. Wiele bowiem faktów znajduje potwierdzenie w dokumentacji źródłowej, zachowanej w archiwum i okolicznych parafiach. Krystyna Wieczorek w swej powieści misternie wykorzystała autentyczne informacje przekazywane pokoleniowo, które przetrwały w pamięci nie tylko samej Autorki, ale i innych, żyjących jeszcze potomków. Kompozycja powieści ubrana w beletrystyczna formę przekazu stawia powieść w rzędzie tych, które czyta się jednym tchem. W ślad za Autorką śledzimy losy bohaterów, odnosząc wrażenie jakbyśmy obserwowali ich z boku. Główna bohaterka Maria jest uosobieniem kobiety silnej i mądrej, jest też symbolem wielkiej patriotki, która z narażeniem życia włącza się czynnie w nurt walki narodowowyzwoleńczej. Maria swą osobowością już od pierwszych stron urzeka czytelników i zdobywa ich sympatię. Martwimy się wraz z nią, cieszymy i akceptujemy jej miłość, która czyni powieść nie tylko romantyczną, ale i refleksyjną, bowiem za sprawą Marii uświadamiamy sobie, że pragnienie miłości, wolności i godnego życia jest uczuciem ponadczasowym, na stałe wpisanym w psychikę ludzką. 
Realistyczne, wiernie odtworzone sceny z życia różnych warstw społecznych ówczesnej wsi, obrzędy, pieśni, przepisy kulinarne i zielarskie, stanowią cenny materiał przekaźnikowy, który dzięki Autorce przetrwa.
Na szczególną uwagę zasługują niezwykle piękne opisy przyrody, które dodają powieści swoistego uroku i obnażają wrażliwość Autorki na piękno natury, czego przykładem niechaj będzie niezwykle poetyckie porównanie świata „do pokoiku. Nad którym rozpościera się sufit, usłany gwiazdami""...
Krystyna Wieczorek dzięki znakomitej znajomości warsztatu pisarskiego, stworzyła powieść nastrojową, pełną optymizmu, a za sprawą doskonałej narracji wprowadza Czytelników w świat, który choć już dawno nie istnieje, w szczegółach ożywa w naszej wyobraźni. W powieści nie brakuje też wątków dobrego humoru, co powoduje, że niejednokrotnie śmiejemy się do łez.
Lektura zatem obydwu tomów była dla mnie intelektualną ucztą. Gratuluję Autorce i wraz z innymi oczekuję dalszych, równie udanych tomów. Popieram powielającą się ocenę, że „Młyn na Stawkach” i tom l „Nad Czarną"" jest kuszącym materiałem na scenariusz filmowy. Życzę więc Autorce, aby doczekała się ekranizacji, swego niewątpliwie wartościowego dzieła i wprowadzenia go do lektury szkolnej, bowiem powtarzające się w mediach porównania Autorki do „Reymonta w spódnicy”, uważam za niezwykle trafne. 
Jolanta Horodecka- Wieczorek
autorka literatury fantastycznej
i bajek dla dzieci ","
Młyn na Stawkach - Nad Czarną Tom I ","
2006-01-01 ","
2006-01-01 ","
588 ","
polski ",,"

Bohaterka powieści Maria zmaga się z trudami codziennego życia. Wychowanie synów, dbanie o męża, praca w gospodarstwie, pomoc ludziom we wsi, to codzienne życie bohaterki.
Maria to kobieta samotna. Mąż pod przykrywką konspiratora politycznego dopuszcza się ciągłych zdrad małżeńskich.
Mimo, iż jest on młynarzem, czyli wśród ówczesnego chłopstwa dość zamożnym człowiekiem, jest słaby. To Maria jest głową rodziny, jej opoką, to ona podejmuje ważne decyzje w życiu bliskich.
Do niej przychodzą chłopi prosić o radę, to ona dźwiga ciężar prowadzenia domu i tajemnicę związaną z działalnością polityczną męża.
Jej troska i starania pozwalają rodzinie przeżyć w dostatku niejedną zimę. Nie tylko jej, ale także głodującym mieszkańcom wsi którym pomaga, w chorobach i kłopotach osobistych.
Książka napisana pięknym językiem z dużą ilością rad dotyczących prowadzenia domu i starodawnych sposobów pomocnych w gospodarstwie.
Niestrudzona walka z codziennym życiem nie zostawiły...

Pełna recenzja na: https://pelnyregal.blogspot.com/ 

Bohaterka powieści Maria zmaga się z trudami codziennego życia. Wychowanie synów, dbanie o męża, praca w gospodarstwie, pomoc ludziom we wsi, to codzienne życie bohaterki.
Maria to kobieta samotna. Mąż pod przykrywką konspiratora politycznego dopuszcza się ciągłych zdrad małżeńskich.
Mimo, iż jest on młynarzem, czyli wśród ówczesnego chłopstwa dość zamożnym człowiekiem,... 

więcej



mniej





Pokaż mimo to


",
"
Narodowa Demokracja wobec nazizmu i Trzeciej Rzeszy ",Albert Kotowski,"
powieść historyczna ",Wydawnictwo Adam Marszałek,"
9788374414142 ",,,"
2006-01-01 ","
2006-01-01 ","
250 ","
polski ","
Magdalena Murawska ",,
"
Wielki kawalarz żydowski ",Marcin Rychlewski,"
rozrywka ",InRock,"
8360159149 ","
Każdy dobry dowcip, niezależnie od tego, jakie ma pochodzenie, powinien zawierać element niespodzianki, czyli zaskakującą pointę. Humor żydowski posiada dodatkowo własną specyfikę. Jego najłatwiej rozpoznawalne cechy to tematyka dowcipów, często oscylująca wokół pieniędzy, ",,"
2006-01-01 ","
2006-01-01 ","
270 ","
polski ",,"

Trochę dowcipów pochodzących z społeczności i wiary żydowskiej oraz żydowskie przysłowia, morały i mądrości. Kilka anegdot jest naprawdę dobrych jak na przykład jedna o lustrze, oknie i srebrze. Większość niestety jest dosyć średnia. 

Trochę dowcipów pochodzących z społeczności i wiary żydowskiej oraz żydowskie przysłowia, morały i mądrości. Kilka anegdot jest naprawdę dobrych jak na przykład jedna o lustrze, oknie i srebrze. Większość niestety jest dosyć średnia. 



Pokaż mimo to


",
"
Time for the Stars ",Robert A. Heinlein,"
fantasy, science fiction ",Tor Books,"
9780765314932 ","
Time For the Stars was first published in 1956. It was one of Heinlein’s Juveniles — a series of books he wrote in the fifties with young heroes in the near future. The book is slightly dated — less so than some of the others that have more noticeable computers in them — but not really all that much. The story is an exploration of the Twin Paradox — a thought experiment that explains how relativity works. If you had identical twins, and one of them accelerated away from Earth and the other stayed home, so much more time would pass on Earth than in the spaceship that the Earth twin would be a hundred years old when the space twin came home, only a few years later. Heinlein took this concept and made it a real story with characters — and he made the twin thing relevant by using twin telepathy (which works faster than light…) as a means of communicating between Earth and ship. ","
Time for the Stars ","
2006-01-01 ",,"
256 ","
angielski ",,,
"
Świadectwa stanu wojennego ",Antoni Dudek,"
powieść historyczna ",Instytut Pamięci Narodowej,"
8360464162 ","
Książka składa się z 28 relacji zebranych przez pracowników BEP IPN na terenie całego kraju. Relacje te przedstawiają z jednej strony indywidualne refleksje i emocje ludzi związanych z szeroko pojętą opozycją, przefiltrowane przez 20 letni dystans jaki upłynął od tamtych wydarzeń. Z drugiej przynoszą szereg nowych informacji o działalności opozycyjnej i oporze społecznym podczas stanu wojennego. Jest tym cenniejsze, iż badania nad tym aspektem stanu wojennego nie są zbyt rozwinięte.


""Świadectwa stanu wojennego"" zawierają 28 najciekawszych relacji wybranych z większej ich liczby zgromadzonej przez pracowników Biura Edukacji Publicznej IPN. Redaktorom zbioru zależało przede wszystkim, by wybrane relacje dotyczyły wszystkich regionów Polski i pokazywały różne formy działalności opozycyjnej.
Prezentowane relacje zawierają wiele cennych i dotychczas mało znanych informacji na temat działalności opozycyjnej i oporu społecznego po wprowadzeniu stanu wojennego. Relacje te pozwalają również poznać postawy i motywacje osób zaangażowanych po wprowadzeniu stanu wojennego w działalność opozycyjną. ""Świadectwa stanu wojennego"" mogą być więc ciekawą lektura dla nie tylko historyków, lecz także dla socjologów i psychologów społecznych Przede wszystkim jednak pozwalają skonfrontować własne doświadczenia z przeżyciami innych, z tej nieodległej przecież historii. ",,"
2006-01-01 ","
2006-01-01 ","
288 ","
polski ",,,
"
Zabytki architektury obronnej ",Henri Stierlin,"
albumy ",G+J RBA,"
8360006164 ","
Przez stulecia imponujące konstrukcje wzniesione przez człowieka podziwiano wyłącznie z ziemi. Dopiero współcześnie, dzięki osiągnięciom fotografii lotniczej, mamy wyjątkową okazję, aby obejrzeć świat z lotu ptaka i docenić z tej niecodziennej perspektywy kunszt dawnych budowniczych.
Publikacja National Geographic z serii ZABYTKI Z LOTU PTAKA zabiera czytelnika w fascynującą podróż szlakiem najsłynniejszych budowli obronnych, jakie powstały na przestrzeni wieków. Są wśród nich fortece, cytadele, twierdze i mury obronne - od celtyckiej Irlandii, przez starożytny Bliski Wschód, średniowieczną i nowożytną Europę, po Afrykę, Indie, Daleki Wschód i obie Ameryki. Na wspaniałych, wykonanych z lotu ptaka zdjęciach, które ukazują ewolucję architektury obronnej od czasów najdawniejszych po XX wiek, możemy podziwiać Wielki Mur Chiński, symbolizujący do dzisiaj potęgę ""Państwa Środka”, Masadę, wzorową warownię Carcassone, czy krzyżacką twierdzę w Malborku. Album zawiera 30 rozkładówek o wymiarach 530 x 380 mm. ","
Citadelles et forteresses ","
2006-01-01 ","
2006-01-01 ","
 32 ","
polski ","
Alicja Mitka ",,
"
Zachowania konsumentów ",Grażyna Światowy,"
biznes, finanse ",Polskie Wydawnictwo Ekonomiczne,"
8320816408 ","
„Zachowania konsumentów” to interdyscyplinarne kompendium wiedzy o poznaniu i zrozumieniu zachowań konsumentów oraz możliwościach wywierania wpływu na ich zmiany. Obejmuje zagadnienia z zakresu różnych dyscyplin naukowych, m.in. psychologii, socjologii i ekonomii, a także ekonomiki konsumpcji. Struktura książki została podporządkowana elementom poznawczym i praktycznym (wskazanie różnych metod badania zagadnień). ",,"
2006-01-01 ","
2006-01-01 ","
212 ","
polski ",,,
"
Ryby akwariowe ",Dick Mills,"
flora i fauna ",Medium,"
8371845774 ","
Książki z serii KOLEKCJONER są jednymi z najlepszych przewodników po świecie natury. Dają Czytelnikowi możliwość poznania poszczególnych gatunków zwierząt, roślin lub rodzajów minerałów. Każdy tom jest bogato ilustrowany i zawiera wyczerpujące informacje na dany temat. Publikacje z tej serii zostały napisane w bardzo przystępny sposób, dzięki czemu pozwolą łatwo znaleźć satysfakcjonujące odpowiedzi na pytania miłośników przyrody w każdym wieku.. ",,"
2006-01-01 ","
2006-01-01 ","
304 ","
polski ",,,
"
Powietrze ",Steve Parker,"
literatura piękna ",Przedsiębiorstwo Wydawniczo-Handlowe Arti,,,"
Tabletop Scientist - Air ","
2006-01-01 ","
2006-01-01 ","
32 ","
polski ","
Anna Pawłowska ",,
"
Wiersze 1946-1996 ",Artur Międzyrzecki,"
poezja ",a5,"
978-83-85568-83-4 ","
""Artur. Czytałam Go zawsze, widywałam rzadko. Przy jakiejś okazji powiedziałam Mu, że gdybym miała brata, chciałabym, żeby był taki jak On. Roześmiał się i spytał, dlaczego. Po pierwsze, dlatego - odpowiedziałam - że byłby to brat, na którym można polegać. A po drugie - mogłabym chodzić dumna jak paw, że jestem siostrą tak świetnego poety."" 

[Wisława Szymborska] ",,"
2006-01-01 ","
2006-01-01 ","
159 ","
polski ",,,
"
Pinczer miniaturowy ",Joanna Zarzyńska,"
flora i fauna ",Agencja Wydawnicza Egros,"
8389986132 ","
Poradnik jak pielęgnować, tresować, odżywiać i poprostu kochać psy rasy pinczer miniaturowy. ",,"
2006-01-01 ","
2006-01-01 ","
38 ","
polski ",,,
"
Marzenia do spełnienia ",Mariola Jarocka,"
literatura dziecięca ",Telbit,"
83-88109-89-8 ","
To ja, kot Klemens. Mieszkam z Asią i Kolesiem, który chociaż jest psem, jest też moim kolegą. Jestem jedynym kotem w domu i zupełnie mi się to znudziło. Czasami czuję się samotny, brakuje mi prawdziwego przyjaciela ? drugiego kota. Tuż przed świętami Bożego Narodzenia poznałem Melchiora ? wielkiego rudego kocura z białymi jak mleko wąsami. Jeśli się czegoś bardzo pragnie, marzenie może się spełnić... Seria ""Jak pies z kotem"" Marioli Jarockiej to sześć wyjątkowo sympatycznych książeczek dla przedszkolaków. Bohaterem opowiadań jest kot Melchior, którego pani pewnego dnia przyprowadza do domu kolejnego lokatora: psa. ""Jak pies z kotem"" to opowiadania o szacunku, przyjaźni, o tym, że nie wolno krzywdzić. Każde z nich kończy się morałem, podanym w formie ciekawej historii. Napisane są ładną i dostosowaną do młodego odbiorcy polszczyzną i zilustrowane pełnymi ciepła rysunkami Anny Tomaszek-Walczak. ",,"
2006-01-01 ","
2006-01-01 ","
16 ","
polski ",,"

Wydawca zachwala piękną polszczyznę pani Marioli Jarockiej, a mnie ona bardzo razi, swoim niedzisiejszym stylem, staroświeckim słownictwem, odstręczajacymi 'dofcipami'-sucharami...
Mega żałośnie wypada ta literaturka. 🙄
W dodatku Pani Jarocka manierycznie zaczyna co 5 zdanie od spójnika ""A"" lub 'I"".
Mega żałosne. 🙄
Nadużywa także słówka ""ale"", notorycznie. 
Znów żałośnie 🙄
A najsmutniejsze jest moralizatorstwo, wyzierające z tej niby krzepiącej, króciutkiej opowieści. 
Przeczytałam, wy już nie musicie.
Szkoda oczu 🙄 

Wydawca zachwala piękną polszczyznę pani Marioli Jarockiej, a mnie ona bardzo razi, swoim niedzisiejszym stylem, staroświeckim słownictwem, odstręczajacymi 'dofcipami'-sucharami...
Mega żałośnie wypada ta literaturka. 🙄
W dodatku Pani Jarocka manierycznie zaczyna co 5 zdanie od spójnika ""A"" lub 'I"".
Mega żałosne. 🙄
Nadużywa także słówka ""ale"", notorycznie. 
Znów żałośnie... 

więcej



mniej





Pokaż mimo to


",
"
Invincible #34 ",Bill Crabtree,"
komiksy ",Skybound Entertainment,,,,"
2006-01-01 ",,,"
angielski ",,,
"
Wielki kawalarz żydowski ",Marcin Rychlewski,"
rozrywka ",InRock,"
8360159149 ","
Każdy dobry dowcip, niezależnie od tego, jakie ma pochodzenie, powinien zawierać element niespodzianki, czyli zaskakującą pointę. Humor żydowski posiada dodatkowo własną specyfikę. Jego najłatwiej rozpoznawalne cechy to tematyka dowcipów, często oscylująca wokół pieniędzy, ",,"
2006-01-01 ","
2006-01-01 ","
270 ","
polski ",,"

Trochę dowcipów pochodzących z społeczności i wiary żydowskiej oraz żydowskie przysłowia, morały i mądrości. Kilka anegdot jest naprawdę dobrych jak na przykład jedna o lustrze, oknie i srebrze. Większość niestety jest dosyć średnia. 

Trochę dowcipów pochodzących z społeczności i wiary żydowskiej oraz żydowskie przysłowia, morały i mądrości. Kilka anegdot jest naprawdę dobrych jak na przykład jedna o lustrze, oknie i srebrze. Większość niestety jest dosyć średnia. 



Pokaż mimo to


",
"
Time for the Stars ",Robert A. Heinlein,"
fantasy, science fiction ",Tor Books,"
9780765314932 ","
Time For the Stars was first published in 1956. It was one of Heinlein’s Juveniles — a series of books he wrote in the fifties with young heroes in the near future. The book is slightly dated — less so than some of the others that have more noticeable computers in them — but not really all that much. The story is an exploration of the Twin Paradox — a thought experiment that explains how relativity works. If you had identical twins, and one of them accelerated away from Earth and the other stayed home, so much more time would pass on Earth than in the spaceship that the Earth twin would be a hundred years old when the space twin came home, only a few years later. Heinlein took this concept and made it a real story with characters — and he made the twin thing relevant by using twin telepathy (which works faster than light…) as a means of communicating between Earth and ship. ","
Time for the Stars ","
2006-01-01 ",,"
256 ","
angielski ",,,
"
Zachowania konsumentów ",Grażyna Światowy,"
biznes, finanse ",Polskie Wydawnictwo Ekonomiczne,"
8320816408 ","
„Zachowania konsumentów” to interdyscyplinarne kompendium wiedzy o poznaniu i zrozumieniu zachowań konsumentów oraz możliwościach wywierania wpływu na ich zmiany. Obejmuje zagadnienia z zakresu różnych dyscyplin naukowych, m.in. psychologii, socjologii i ekonomii, a także ekonomiki konsumpcji. Struktura książki została podporządkowana elementom poznawczym i praktycznym (wskazanie różnych metod badania zagadnień). ",,"
2006-01-01 ","
2006-01-01 ","
212 ","
polski ",,,
