title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Keepers of the Maser - 5 - The Edge of the World ",Massimiliano Frezzato,"
komiksy ",Heavy Metal Magazine,,,"
Keepers of the Maser - 5 - The Edge of the World ","
2003-01-01 ",,"
65 ","
angielski ",,,
"
Yojouhan Sweet Home ",Shinano Oumi,"
komiksy ",Biblos,,"
Series of short stories revolving around a poor builder and a wealthy proprietor, including:

1) Sweet Home
Mizuho is living on the edge of poverty in a 4.5 tatami mat room (7.5 square meters) due to his family's debt. One day he collapsed from hunger and is carried home by his unruly coworker Yae-san. Is the willful Yae truly what he appears to be?

2) Sweet Prisoner
A misunderstanding leads to S&M.

3) Sweet Worker
A coworker takes an interest in Mizuho.

4) Sweet Memories
Mizuho's old apartment is being torn down.

5) Northmen
Takes place in the time of the Vikings. ","
4畳半Sweet Home ","
2003-01-01 ",,,"
japoński ",,,
"
Zwierzęta w ZOO ",Ireneusz Woliński,"
literatura dziecięca ",Oficyna Wydawnicza GMP,"
8387368407 ","
Ilustrowana książeczka dla dzieci.
Na kolejnych stronach:
*słoń z królikiem
*żubr
*hipopotam
*wielbłąd
*żyrafa
*małpa
*lew
*żółw
*flaming
*tygrys
*niedźwiedź
*pingwin
*nosorożec
*krokodyl
*papuga ",,"
2003-01-01 ","
2003-01-01 ","
16 ","
polski  ",,,
"
Narodnickie ambiwalencje - między apoteozą ludu a terrorem ",Marian Broda,"
historia ",Ibidem,"
8388679252 ",,"
Narodnickie ambiwalencje - między apoteozą ludu a terrorem ","
2003-01-01 ","
2003-01-01 ","
302 ","
polski ",,"

Ciężka, ale myślę, że warto. Podoba mi się w szczególności częste cytowanie Michajłowskiego, którego niestety często się pomija. Polecam przeczytać wiersze na końcu książki, można się uśmiechnąć :) 

Ciężka, ale myślę, że warto. Podoba mi się w szczególności częste cytowanie Michajłowskiego, którego niestety często się pomija. Polecam przeczytać wiersze na końcu książki, można się uśmiechnąć :) 



Pokaż mimo to


",
"
Szczecin we wczesnym średniowieczu. Wschodnia część Suburbium ",praca zbiorowa,"
historia ",Instytut Archeologii i Etnologii PAN,"
8389499088 ",,,"
2003-01-01 ","
2003-01-01 ","
450 ","
polski ",,,
"
Słownik nauki o języku ",Iwona Płóciennik,"
encyklopedie, słowniki ",Park Edukacja,"
8372662320 ",,,"
2003-01-01 ","
2003-01-01 ","
498 ","
polski ",,,
"
The Last Breath ",Reed Perry,"
filozofia, etyka ",Abhayagiri Buddhist Monastery,"
9742182825 ","
The Buddha encouraged us to develop mindfulness of death with the consideration, “Oh, were I to live just for the time of breathing in after the out-breath or breathing out after the in-breath, I would direct my mind of the Blessed One’s teaching. Much, indeed, could then be done by me!” The Buddha commended those who contemplate in this way, saying that they “live diligently, and that they develop mindfulness of death ardently for the destruction of the underlying defilements.” (A.8.73) [..]

The following story is of a person who was able to utilise the adverse circumstances of incarceration Death Row in San Quentin Prison and develop the inner resources to face his death with courage, grace and compassion. I had the good fortune to be invited to act as spiritual advisor fo his final days. ","
The Last Breath ","
2003-01-01 ",,"
95 ","
angielski ",,,
"
Prywatne pieniądze Andrzeja Ksawerego Chojeckiego właściciela dóbr Gródek nad Bugiem ",Tadeusz Bohatyrewicz,"
hobby ",brak wydawnictwa,,,,"
2003-01-01 ","
2003-01-01 ","
24 ","
polski ",,,
"
 Markting Usług ",Aniela Styś,"
nauki społeczne (psychologia, socjologia, itd.) ",Polskie Wydawnictwo Ekonomiczne,,"
W książce przedstawiono następujące zagadnienia : współczesne koncepcje zarządzania marketingowego w sferze usług, charakterystykę usług, instrumenty marketingu - mix w działalności usługowej, badania jakości usług, metody i instrumenty, problemy strategiczne przedsiębiorstw usługowych, planowania marketingowe, marketing organizacji niedochodowych, badania marketingowe w sferze usług, wyniki badań empirycznych na temat rzeczywistych zachowań podmiotów rynkowych w sferze usług w Polsce ",,"
2003-01-01 ","
2003-01-01 ","
278 ","
polski ",,,
"
Fire Warrior ",Simon Spurrier,"
fantasy, science fiction ",Black Library,"
1844160106 ","
Kais, młody Fire Warrior rasy Tau walczy z Imperial Guards i Space Marine by odbić dygnitarza Tau. W miarę jak misja posuwa się na przód tym więcej przybywa wrogów. I nie tylko ludzi. Książka bazowana na grze pod tym samym tytułem. ",,"
2003-01-01 ",,"
408 ","
angielski ",,"

Przeczytałem książkę zanim zagrałem w grę, i była to moja pierwsza książka z BL. Całe szczęście. Książka super napisana i trzymała mnie w napięciu do samego końca. To dzięki niej zacząłem kolekcjonować Tau. 

Przeczytałem książkę zanim zagrałem w grę, i była to moja pierwsza książka z BL. Całe szczęście. Książka super napisana i trzymała mnie w napięciu do samego końca. To dzięki niej zacząłem kolekcjonować Tau. 



Pokaż mimo to


",
