title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Zombie Loan vol. 5 ",Shibuko Ebara,"
komiksy ",Yen Press,"
978-0-7595-2839-0 ","
When Shito is kidnapped, Chika, Michiru, and the group’s newest addition — the axeman Sotetsu — don’t hesitate to rescue their tall, dark, and grumpy friend. But the battle leaves them beat afterward, and Koyomi decides some all-night karaoke is the best cure. Little do they know that the very people behind all the illegal zombie activity are getting their groove on in the very next room! ","
ZOMBIE-LOAN Volume 5 ","
2009-01-01 ",,"
176 ","
angielski ",,,
"
Barbarians at the Gate: The Fall of RJR Nabisco ",Bryan Burrough,"
reportaż ",Harper Business,,,"
Barbarians at the Gate: The Fall of RJR Nabisco ","
2009-01-01 ","
2009-01-01 ",,"
polski ",,,
"
Statystyka dla przyrodników ",Radosław Kala,"
informatyka, matematyka ",Uniwersytet Przyrodniczy w Poznaniu,"
9788371605512 ","
Podręcznik przedstawia metody statystyczne stosowane w analizie wyników doświadczeń przyrodniczych. Część pierwsza wprowadza w świat pojęć rachunku prawdopodobieństwa i wyjaśnia zasady wnio¬skowania statystycznego. Część druga traktuje o analizie regresji jednej zmiennej i wielu zmiennych, łącznie z testowaniem hipotez i selekcją zmiennych. Część trzecia obejmuje analizę wariancji w zastosowaniu do doświadczeń planowanych. Poza podstawowymi układami doświadczalnymi omówiono tu układy o jednostkach roz¬szczepionych, a także analizę kowariancji.
W wykładzie położono nacisk na wyjaśnienie istoty prezentowanych metod, na sposoby ich praktycznej realizacji oraz na poprawne formułowanie wniosków. Każda z metod ilustrowana jest konkretnym przykładem oraz uzupełniona wskazówkami umożliwiającymi wykonanie obliczeń za pomocą programu STATISTICA. ",,"
2009-01-01 ","
2009-01-01 ","
234 ","
polski ",,,
"
Człowiek z Noyon. O Janie Kalwinie na łamach ""Jednoty"" ",Ewa Jóźwiak,"
religia ",Konsystorz Kościoła Ewangelicko-Reformowanego,"
9788392926986 ","
Książka poświęcona jest Janowi Kalwinowi. Jest to zbiór artykułów publikowanych w piśmie religijno-społecznym „Jednota”, które prezentują skomplikowaną osobowość tego wielkiego człowieka, pokazują jego zalety i wady a także klasę jego umysłu teologicznego ale też i pewną oschłość myśli. Książka z pewnością pozwala lepiej zrozumieć jednego z największych i najbardziej kontrowersyjnych teologów chrześcijaństwa. ",,"
2009-01-01 ","
2009-01-01 ","
192 ","
polski ",,,
"
Polskie siły zbrojne na zachodzie ",praca zbiorowa,"
historia ",Media Regionalne,"
978-83-62000-21-0 ","
Historia II wojny światowej to wyjątkowa kolekcja przygotowana z myślą o Czytelnikach Mediów Regionalnych w związku z 70 rocznicą wybuchu II wojny. Na serię składa się 26 książek opracowywanych przez Oficynę Wydawniczą „Mówią wieki”. Kolekcję wyróżnia sposób przedstawienia tematu. Postawiliśmy głównie na prezentację wydarzeń, które działy się na terenie Polski - obok czynów zbrojnych chcemy pokazać życie codzienne w czasach okupacji, losy zwykłych ludzi mieszkających na wsi i w mniejszych ośrodkach miejskich. Kolekcja zawiera również prezentację losów Karola Wojtyły w okresie II wojny światowej oraz wątki lokalne. ",,"
2009-01-01 ","
2009-01-01 ","
48 ","
polski ",,,
"
Beskidy na weekend ",praca zbiorowa,"
turystyka, mapy, atlasy ",Pascal,"
8373042814 ","
12 tras po najpiękiejszych zakątkach Beskidów, Pienin, Orawy, Podhala i Spiszu. Puzzle historyczne opowiadające ciekawe dzieje tego obszaru, informacje z zakresu topografii, geografii, kultury, słownik terminów architektonicznych, indeks, plany i mapy. Naprawdę warto - zobaczyć babie lato na Babiej Górze i poszukać biesów na Diablaku - przedreptać deptakiem w Krynicy - ulec urokowi uroczyska Białej Wisełki - pokłonić się alabastrowej Amalii w Dukli - obejrzeć polichromię w Dębnie oraz łemkowskie cerkwie i chyże... ",,"
2009-01-01 ","
2009-01-01 ","
184 ","
polski ",,,
"
W życiu liczy się życie ",Jan Lechoń,"
biografia, autobiografia, pamiętnik ",Fundacja Pomocy Osobom Niepełnosprawnym,"
9788392694113 ","
„Nie bałam się swojej śmierci. Miałam tylko jedno pragnienie: umrzeć przed dzieckiem, nie widzieć jego odejścia. Tak powinno być, najpierw rodzice, potem dzieci. Dlaczego Bóg pozwala, aby było inaczej?” – to pytanie stawia sobie autorka książki Eunika Lech. „W życiu liczy się życie” to historia matki walczącej o życie syna ciężko chorego na serce. Uczucie szczęścia wyparła rozpacz. Zawiedli najbliżsi. A jednak matka stanęła do walki z chorobą syna. Po dramatycznych latach zmagań Eunika Lech na nowo może cieszyć się życiem swojego dziecka. Na swojej drodze spotyka wiele przyjaznych dusz. Także wśród osób niesłyszących, dla których, dzięki doskonałej znajomości języka migowego, staje się łącznikiem ze słyszącym światem, pomocnikiem w załatwianiu ich wszelkich życiowych spraw i organizatorem ich wspólnego życia w Towarzystwie Osób Niesłyszących „Ton”. To oni przede wszystkim pospieszyli Eunice z pomocą w najtrudniejszych chwilach. ","
W życiu liczy się życie ","
2009-01-01 ","
2009-01-01 ","
192 ","
polski ",,,
"
Odnaleźć przebaczenie. Perspektywy duchowe ",Jim McManus,"
religia ",Homo Dei,"
9788360998519 ","
Wielu ludzi, którzy doznali zranienia lub których zaufanie i pewność siebie zostały zniszczone, uważa trwanie w urazie za jedyną postawę umożliwiającą im dalsze życie. Wielu też uważa, że przebaczając krzywdę, w jakiś sposób zaakceptowaliby ją lub pomniejszyli jej znaczenie, lub zwolnili winowajcę z wszelkiej odpowiedzialności. Nawet osoby, po których nigdy byśmy się tego nie spodziewali, przejawiają nieraz zadziwiającą niezdolność lub niechęć do przebaczenia.

Jim McManus i Stephanie Thornton przyglądają się najróżniejszym aspektom tej postawy nieprzebaczania: jej przyczynom, symptomom i skutkom. Następnie, opierając się na świadectwach osób zmagających się z przebaczeniem oraz na słowach i przykładzie Jezusa, ukazują prawdziwie uzdrawiającą moc przebaczenia i podpowiadają czytelnikom, jak ją odnaleźć.

Książka ta jest użyteczna dla wszystkich, którzy musza się zmierzyć z przebaczeniem we własnym życiu, a także dla tych, którzy starają się pomóc innym uwierzyć, że przebaczenie jest możliwe. ","
Finding Forgiveness. Personal and Spiritual Perspectives ","
2009-01-01 ","
2009-01-01 ","
139 ","
polski ","
Anna Skucińska ",,
"
Wspomnienia wilnianina (1925-1946) ",Kazimierz Czyrkowski,"
biografia, autobiografia, pamiętnik ",Marpress,"
9788375280319 ","
Książka opisująca życie rodziny wileńskiej w okresie międzywojennym i okupacyjnym, nawiązująca do ówczesnych wydarzeń historycznych. Autor odnosi
się także do wielu faktów z dziejów miasta sprzed pierwszej wojny światowej,
ze szczególnym uwzględnieniem Antokola i sąsiadujących z nim dzielnic,
miejsc dobrze mu znanych z lat młodzieńczych.
Autor opisuje również swą służbę wojskową w Wojsku Polskim, między innymi
w Bieszczadach, w jednostkach działających w rejonie Sanoka i Leska,
gdzie był świadkiem tragedii mieszkańców tej ziemi.
Książka jest cennym przyczynkiem do pokazania losów Kresowiaków. ",,"
2009-01-01 ","
2009-01-01 ","
226 ","
polski ",,"

Książka przeniosła mnie w miejsca które znam z lat młodości. W Bieszczadach byłem w wojsku w tatach 50-tych. Bardzo dobrze przedstawione miejsca i życie na wschodnich terenach Polski. Polecam z całego serca. 

Książka przeniosła mnie w miejsca które znam z lat młodości. W Bieszczadach byłem w wojsku w tatach 50-tych. Bardzo dobrze przedstawione miejsca i życie na wschodnich terenach Polski. Polecam z całego serca. 



Pokaż mimo to


",
"
Baśnie na dobranoc ",praca zbiorowa,"
literatura dziecięca ",Jedność,"
978-83-7442-893-4 ","
Ksiażka zawiera najpopularniejsze baśnie: śpiąca Różyczka, Księga dżungli, śnieżka, Czerwony Kapturek, Bambi, Alicja w Krainie Czarów. ","
Piccole Fiabe da Sogno ","
2009-01-01 ","
2009-01-01 ","
192 ","
polski ","
Dariusz Torz ",,
