title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Sztuka przebaczania ",Raffaele Cavaliere,"
poradniki ",WAM,"
9788373188129 ","
zwycięstwo nad własnym lękiem, droga, aby pojednać się z przeszłością i aby stać się gotowym i otwartym na teraźniejszość, droga do wolności: przebaczyć innym, ale również samemu sobie, oznacza ",,"
2007-01-01 ","
 2007-01-01 ","
132 ","
polski ",,"

Książkę kupiłam już jakiś czas temu, ale sama nie wiem - czy bałam się ją przeczytać, czy też musiałam do niej dojrzeć. ""Sztuka przebaczania"" ma charakter pracy naukowej, ale czyta się ją jak poradnik napisany dla każdego. Jeśli chodzi o mnie, ta książka była dla mnie swoistą terapią, bodźcem do refleksji i zastanowienia się nad własnym życiem. Autor nie pouczając, że trzeba wybaczać, pokazał - dlaczego wybaczanie jest tak ważne, jak wpływa na nasze życie i co zyskujemy przebaczając sobie i innym. Wypisałam sobie mnóstwo cytatów do przemyślenia i - mam nadzieję - wprowadzenia w życie. Polecam każdemu. 

Książkę kupiłam już jakiś czas temu, ale sama nie wiem - czy bałam się ją przeczytać, czy też musiałam do niej dojrzeć. ""Sztuka przebaczania"" ma charakter pracy naukowej, ale czyta się ją jak poradnik napisany dla każdego. Jeśli chodzi o mnie, ta książka była dla mnie swoistą terapią, bodźcem do refleksji i zastanowienia się nad własnym życiem. Autor nie pouczając, że... 

więcej



mniej





Pokaż mimo to


",
"
W krzyżowym ogniu pytań. Sztuka odpowiedzi na trudne pytania ",Jerry Weissman,"
biznes, finanse ",Helion,"
9788324607938 ","
Walcz albo zapadnij się pod ziemię! Jak wypracować sobie cięty język i dowcip? Jak prowadzić dyskusję ""jeden przeciwko wszystkim""? Analiza debat prezydenckich - od Billa Clintona do George´a W. Busha,
Stoisz przed publicznością… i nagle z tłumu pada prowokacyjne: ""To nieprawda. Wszyscy wiemy. że jest inaczej. Dlaczego nas oszukujesz?"". To pytanie kompletnie Cię zaskakuje. Czujesz na sobie nieprzychylne spojrzenia ludzi. Występujesz samotnie przeciwko wszystkim. Próbujesz zebrać myśli. W końcu nieudolnie zaczynasz się bronić. Łamie Ci się głos. Tracisz wiarygodność. Stajesz się nikłą postacią przypartą do muru, zwierzyną łowną pod obstrzałem coraz bardziej wrogich pytań. Już po Tobie. Taki czarny scenariusz może zrealizować się w przypadku każdego z nas podczas jakiegokolwiek wystąpienia publicznego: konferencji, prezentacji biznesowej, rozmowy w sprawie pracy, szkolenia czy wywiadu. Co zrobisz. gdy na forum ktoś zada Ci miażdżące pytanie? Czas, by się nad tym zastanowić i przygotować na tę okoliczność, masz właśnie TERAZ, a nie potem, gdy będzie za późno - kiedy górę wezmą emocje i zorientujesz się, że już ubrano Cię w skórę ofiary. Z tej książki dowiesz się. jak: używać zręczności i refleksu w celu odparcia wrogich pytań, odpowiadać pytaniem na pytanie, nawiązać dobry kontakt z publicznością i kontrolować jej reakcje, radzić sobie z oszczerstwami i oskarżeniami, odpowiadać ze stuprocentową pewnością siebie, zwracać słowa atakujących przeciwko nim. ",,"
2007-01-01 ","
2007-01-01 ","
248 ","
polski ",,,
"
1000 koni ",praca zbiorowa,"
albumy ",Firma Księgarska Olesiejuk,"
9788375122992 ","
Od tysięcy lat koń towarzyszy człowiekowi w jego życiu: jako zwierzę do jazdy wierzchem, pociągowe oraz przede wszystkim jako wierny towarzysz i przyjaciel. Niniejsza książka jest zbiorem informacji, dających cenną wiedzę o tych wspaniałych czworonogach. Dowiemy się z niej wielu ciekawych rzeczy o życiu zarówno oswojonych koni, jak i tych żyjących na wpół dziko, w swoim środowisku naturalnym. ","
1000 Pferde ","
2007-01-01 ","
2007-01-01 ","
336 ","
polski ","
Katarzyna Mozol ","

Bardzo ciekawa książka. Znajdziecie w niej wszystko na temat koni. Książka pełna jest przepięknych zdjęć tych wyjątkowych zwierząt. Zdjęcia z narodzin młodego konika, nauka chodzenia i siadania (maluch musi sobie jakoś poradzić ze swoimi długimi nóżkami :) ) W książce znajdziecie też zdjęcia i informacje o rasach koni. Jest ich naprawdę dużo. Mi osobiście najbardziej podobały się fotografie i opis dzikich koni... zdjęcia wykonane podczas walk oraz zdjęcia odpoczywającego stada. Zapoznając się z tą książką uświadamiamy sobie, że te zwierzęta to nie tylko ""żywe narzędzia"" do pracy w gospodarstwach, ale przede wszystkim wyjątkowi przyjaciele i towarzysze człowieka. 

Bardzo ciekawa książka. Znajdziecie w niej wszystko na temat koni. Książka pełna jest przepięknych zdjęć tych wyjątkowych zwierząt. Zdjęcia z narodzin młodego konika, nauka chodzenia i siadania (maluch musi sobie jakoś poradzić ze swoimi długimi nóżkami :) ) W książce znajdziecie też zdjęcia i informacje o rasach koni. Jest ich naprawdę dużo. Mi osobiście najbardziej... 

więcej



mniej





Pokaż mimo to


",
"
Johny Deep. Sekretne życie. ",Nigel Goodall,"
biografia, autobiografia, pamiętnik ",Pascal,"
9788376420615 ",,,"
2007-01-01 ","
2007-01-01 ",,"
polski ",,,
"
Szczęściosan. Witaminy dla duszy ",Bettina Burghof,"
poradniki ",Semen,,,,"
2007-01-01 ","
2007-01-01 ","
40 ","
polski ",,"

""Szczęście to dobre zdrowie i zła pamięć""
/A. Schwitezer/

Pomysłowo wydane dobre rady pomocne w dostrzeganiu szczęścia na co dzień. 

""Szczęście to dobre zdrowie i zła pamięć""
/A. Schwitezer/

Pomysłowo wydane dobre rady pomocne w dostrzeganiu szczęścia na co dzień. 



Pokaż mimo to


",
"
Samuraje, kobiety i aktorzy. Drzeworyty japońskie UKIYO-E ",Katarzyna Paczuska,"
albumy ",Muzeum Okręgowe w Toruniu,"
9788360324103 ","
Drzeworyty japońskie w zbiorach Muzeum Okręgowego w Toruniu. ",,"
2007-01-01 ","
2007-01-01 ","
76 ","
polski ",,"

Ja wiem, że w zasadzie każda japońska drzeworytnicza odbitka sprzed stu lat niejako automatycznie zyskuje status dzieła sztuki, a tym samym staje się przedmiotem zainteresowania kolekcjonerów. Ja wiem, że od instytucji kultury i nauki, do jakich niewątpliwie należy zaliczyć muzea i uniwersytety, należy propagowanie tychże i udostępnianie szerszej publiczności. Ale patrząc na tę książeczkę - żeby nie powiedzieć broszurkę - nasuwa mi się jedno pytanie: ""po co?"". 

Książeczka jest wydana w sposób urągający przyzwoitości - ja wiem, że musi być tanio, ale po co wydawać ""album"" z klejonym grzbietem? Książkę dosłownie wystarczy przekartkować, aby natychmiast zamieniła się w zestaw ulotek, a przecież rolą albumów z reprodukcjami jest umożliwianie częstego obcowania ze sztuką. 
Drzeworyty umieszczone w tym zbiorku są na ogół słabej jakości - o zatartych konturach czy nierówno nałożonej farbie. Ja wiem, że każdy japoński drzeworyt wielką sztuką jest i należy z tegoż tworzyć duże kolekcje, ale znowu - po co? 
I na koniec: ja wiem, że trzeba coś w książce napisać, bo głupio wydawać same obrazki bez słowa komentarza, ale znowu - po co pisać, co znajduje się na ilustracji obok? To, że grupa przedstawia gejszę grającą na shamisenie i klienta widzę bez niczyjej pomocy, ale za to chętnie przeczytałabym, jaki krzew widać w głębi otwartej werandy, z jaką łączy się porą roku i jak się ma do tego umieszczona obok kaligrafia? Na to niestety nie ma co liczyć, więc i wartość poznawcza niewielka - a szkoda. 

Ja wiem, że w zasadzie każda japońska drzeworytnicza odbitka sprzed stu lat niejako automatycznie zyskuje status dzieła sztuki, a tym samym staje się przedmiotem zainteresowania kolekcjonerów. Ja wiem, że od instytucji kultury i nauki, do jakich niewątpliwie należy zaliczyć muzea i uniwersytety, należy propagowanie tychże i udostępnianie szerszej publiczności. Ale patrząc... 

więcej



mniej





Pokaż mimo to


;

Krótkie wprowadzenie - historia, okoliczności tworzenia ukiyo-e i japońskie realia, opis poszczególnych drzeworytów, krótkie biogramy autorów oraz słowniczek. Album-ciekawostka dla wszystkich zainteresowanych japońską kulturą. 

Krótkie wprowadzenie - historia, okoliczności tworzenia ukiyo-e i japońskie realia, opis poszczególnych drzeworytów, krótkie biogramy autorów oraz słowniczek. Album-ciekawostka dla wszystkich zainteresowanych japońską kulturą. 



Pokaż mimo to


",
"
Międzyczas  ",Marek Turek,"
komiksy ",timof i cisi wspólnicy,"
9788392527794 ","
Zbiór krótkich form komiksowych z lat 1996-2006, doskonale narysowanych przez Marka Turka. Część z nich opublikowana została w zinach (""KGB"", ""Zinio"", ""Katastrofa"") i magazynach (""Znakomiks"", ""Zeszyty komiksowe""). Znajdą się tu również historie całkowicie premierowe. Komiksy pogrupowane są w zagadnienia tematyczne, które porządkują zebraną przez autora mozaikę opowieści w spójną całość. ",,"
2007-01-01 ","
2007-01-01 ","
100 ","
polski ",,,
"
Jak ocalić związek ",Michael S. Broder,"
poradniki ",Zielona Sowa,"
9788374356190 ","
Ta książka jest dla Ciebie, jeżeli: żyjesz w związku z problemami i próbujesz podjąć decyzję zostać czy odejść, zastanawiasz się nad tym, co poszło nie tak w zakończonym związku, próbujesz zrozumieć, dlaczego rozpadł się pozornie dobrze funkcjonujący... ",,"
2007-01-01 ","
2007-01-01 ","
148 ","
polski ",,,
"
Przetwory domowe ",Elżbieta Adamska,"
kulinaria, przepisy kulinarne ",Firma Księgarska Olesiejuk,"
9788375122640 ","
Chutneye, octy, oliwy, kwaszonki, marynaty, konfitury, dżemy, galaretki, czyli przeszło 150 przepisów na zamykanie smaków i aromatów w słoikach, według starych, sprawdzonych receptur.... ",,"
2007-01-01 ","
2007-01-01 ","
128 ","
polski ",,"

Proste sposoby na przetworzenie owoców i warzyw, dla mnie bardzo przydatna książka. Przepisy są łatwe do wykonania, składniki dostępne dla każdego. 

Proste sposoby na przetworzenie owoców i warzyw, dla mnie bardzo przydatna książka. Przepisy są łatwe do wykonania, składniki dostępne dla każdego. 



Pokaż mimo to


",
"
W świecie prawa Murphy'ego ",Marek Skierkowski,"
rozrywka ",,"
8392379966 ",,,"
2007-01-01 ","
2007-01-01 ",,"
polski ",,"

niektóre trochę na siłę, ale nie można czytać tej książki i przynajmniej kilka razy nie przytaknąć z uśmiechem. 

niektóre trochę na siłę, ale nie można czytać tej książki i przynajmniej kilka razy nie przytaknąć z uśmiechem. 



Pokaż mimo to


",
"
Sieci i instalacje gazowe ",Konrad Bąkowski,"
poradniki ",Wydawnictwo WNT,"
978-83-204-3240-4 ",,,"
2007-01-01 ","
2007-01-01 ","
700 ","
polski ",,"

6 

6 



Pokaż mimo to


",
"
12 snów ",Igor Żakowski,"
literatura piękna ",ViMedia,"
8391652920 ","
Książka Igora Żakowskiego jest jedną z najpiękniejszych, a przede wszystkim taką, do której zawsze chętnie się powraca. Autor jest twórcą zarówno tekstów, jak i wspaniałych, finezyjnych i niesamowicie oryginalnych ilustracji. Proste w przekazie opowiadania, napisane są przyjemnym, ładnym językiem. Mogą je czytać zarówno dzieci, jak i dorośli, gdyż prawdy w nich zawarte są uniwersalne i czytelne dla każdego wrażliwego, obdarzonego wyobraźnią czytelnika. Co ciekawe, opowiadania są komentarzem do ilustracji, które powstały najpierw i zainspirowały artystę do stworzenia opowieści. Wspaniała pozycja na prezent! ",,"
2007-01-01 ","
2007-01-01 ","
58 ","
polski ",,"

Książka Igora Żakowskiego jest jedną z najpiękniejszych, a przede wszystkich taką, do której zawsze chętnie się powraca. Autor jest twórcą zarówno tekstów, jak i wspaniałych, finezyjnych i niesamowicie oryginalnych ilustracji. Proste w przekazie opowiadania, napisane są przyjemnym, ładnym językiem. Mogą je czytać zarówno dzieci, jak i dorośli, gdyż prawdy w nich zawarte są uniwersalne i czytelne dla każdego wrażliwego, obdarzonego wyobraźnią czytelnika. Co ciekawe, opowiadania są komentarzem do ilustracji, które powstały najpierw i zainspirowały artystę do stworzenia opowieści. Wspaniała pozycja na prezent! 

Książka Igora Żakowskiego jest jedną z najpiękniejszych, a przede wszystkich taką, do której zawsze chętnie się powraca. Autor jest twórcą zarówno tekstów, jak i wspaniałych, finezyjnych i niesamowicie oryginalnych ilustracji. Proste w przekazie opowiadania, napisane są przyjemnym, ładnym językiem. Mogą je czytać zarówno dzieci, jak i dorośli, gdyż prawdy w nich zawarte są... 

więcej



mniej





Pokaż mimo to


",
"
Zasłużyć na fiołki ",Wioletta Piasecka,"
literatura dziecięca ",Drozd,"
978-83-924071-0-2 ","
Dawno temu w czasach dla mnie najszczęśliwszych, gdy byłam małą dziewczynką, znałam czarodzieja. Nie miał kapelusza, z którego wyskakiwałby biały królik, nie miał peleryny ani nawet różdżki. Mimo to wiedziałam, że był prawdziwym czarodziejem. Posiadał coś niezwykłego: dobre, przepełnione miłością serce i szlachetną, czystą duszę. Ze wszystkich ludzi na świecie, jego kochałam najbardziej. Wszystko, co robił sprawiało mu radość. Nie pamiętam, aby kiedykolwiek był na kogoś zły, nie pamiętam, aby na kogoś krzyknął. Tym czarodziejem był mój tata.
Tata cały dzień ciężko pracował, ale wieczorem, przy blasku lampy naftowej, a niekiedy też w cieplejsze wieczory na ławce przed domem opowiadał mi baśń o przepięknym kraju. O kraju, w którym słowiki, skowronki i drozdy urządzają koncerty w słowiczej dolinie. Mówił, że ludzie tam żyjący mają wielkie i gorące serca, a odwaga ich i męstwo słyną na cały świat. "" ",,"
2007-01-01 ","
2007-01-01 ","
40 ","
polski ",,,
"
Iskierka duszy. Aforyzmy sufickie. ",Hazrat Inayat Khan,"
poezja ",,"
9788370810576 ","
Zbiór aforyzmów, pochodzącego z rodziny poetów i muzyków, mistyka Hazrat Inayat Khana. ",,"
2007-01-01 ","
2007-01-01 ","
143 ","
polski ","
Katarzyna Tarnowska ",,
"
Filozofia religii ",Friedo Ricken,"
filozofia, etyka ",Wydawnictwo Marek Derewiecki,"
9788389637383 ","
Autor prezentuje zagadnienia filozofii należące do różnych tradycji chrześcijaństwa. Poszczególne rozdziały tej książki to szkice; powinien z nich powstać pełny obraz o zabarwieniu, które wyznacza dobór tworzących ten obraz filozofów - przeciwników racjonalistycznego pojmowania religii. Autor rozpoczyna od współczesności, żeby tym wyraźniej ukazać tradycję; idzie drogą Wittgensteina, poprzez (między innymi) Schleiermachera, Kanta i Pascala, aż do Augustyna i Plotyna. ","
Religionsphilosophie ","
2007-01-01 ","
2007-01-01 ","
377 ","
polski ","
Piotr Domański ",,
"
Księga królów i książąt polskich ",Stanisław Rosik,"
powieść historyczna ",Wydawnictwo Dolnośląskie,"
9788373846043 ","
Księga królów i książąt polskich od Mieszka I do Stanisława Augusta Poniatowskiego Epilog monarchii ",,"
2007-01-01 ","
2007-01-01 ","
1168 ","
polski ",,,
"
Anglia ",Pam Barret,"
pozostałe ",Mediaprofit,"
9788360174623 ","
Seria: Podróże marzeń, przewodnik. ","
England ","
2007-01-01 ","
2007-01-01 ","
395 ","
polski ","
Arkadiusz Belczyk ",,
"
Łamisłówka ",Łukasz Dębski,"
literatura dziecięca ",Świat Książki,"
978-83-247-0702-7 ","
Zabawa w słowa. Zbiór tyleż pomysłowych, co niezwykle śmiesznych bajek, utrzymanych w poetyce absurdu, w których opowiadane historyjki wiążą się z zadziwiającymi możliwościami naszego języka. Kapitalna zabawa dla dziecka, a zarazem fascynująca lekcja polszczyzny – jej znaczeń, sensów i subtelności. Do czytania najpierw z rodzicami, a potem już samemu, i do ćwiczenia pamięci, bo te wierszyki same wchodzą do głowy, ucząc przy okazji precyzji wymowy... Kolorowe, oryginalne i pełne wdzięku ilustracje. ",,"
2007-01-01 ","
2007-01-01 ","
48 ","
polski  ",,"

http://wspolneczytanie.blogspot.com/2012/09/amisowka.html 

http://wspolneczytanie.blogspot.com/2012/09/amisowka.html 



Pokaż mimo to


",
"
Militaria ",Giovanni Santi-Mazzini,"
militaria, wojskowość ",Muza,"
9788374952149 ","
Publikacja przedstawia rolę, historię, funkcje oraz strukturę różnych jednostek bojowych, od historycznych Lancknechtów po bliższych naszym czasom Karabinierów Królewskich, od dragonów po highlandersów i janczarów. Obok szczegółowych opisów i rycin formacji są również przytoczone bitwy, w jakich wzięły one udział.
""Militaria"" to burzliwa historia państw, które zdeterminowały geografię polityczną Europy, od wyświęcenia Karola Wielkiego na Świętego Cesarza Rzymu do spięć, prowadzących do wybuchu pierwszej wojny światowej.
Liczne mapy ułatwiają zrozumienie terytorialnych konsekwencji wojen, a ryciny obrazujące sprzęt wojenny ukazują rozwój technologii i taktyk militarnych. ",,"
2007-01-01 ","
2007-01-01 ","
440 ","
polski ",,,
"
Biblia Tysiąclecia - Księga Daniela T.31 ",praca zbiorowa,"
religia ",Hachette Polska,,,,"
2007-01-01 ","
2007-01-01 ",,"
polski ",,,
"
Aleksander Orłowski [1777-1832] ",SŇāawomir Gowin,"
sztuka ",Edipresse,"
9788374772181 ",,,"
2007-01-01 ","
2007-01-01 ","
96 ",,,,
"
Druga Wojna światowa ",Paul Dowswell,"
powieść historyczna ",Firma Księgarska Olesiejuk,"
9788374235938 ","
w latach 1939-1945 zginęło około 50 milionów ludzi. Autor tej pozycji postawił sobie za cel wyjaśnienie, jak mogło dojść do takiej hekatomby. Czytelnik dowie się również, w jaki sposób przebiegały największe opoeracje wojenne II wojny światowej. Niezwykle kompetentny tekst Paula Dowswella w połączeniu z unikalną kolekcją barwnych fotografii złożyły się na książkę, obok której nie można przejść ",,"
2007-01-01 ","
2007-01-01 ","
128 ","
polski ",,,
"
Wizje zwycięstwa ",Gerhard L. Weinberg,"
powieść historyczna ",Książka i Wiedza,"
9788305134750 ","
W Wizjach zwycięstwa Gerhard L. Weinberg, wybitny amerykański badacz drugiej wojny światowej, przedstawia poglądy głównych przywódców tego największego konfliktu w historii świata Hitlera, Mussoliniego, Tojo, Chiang Kai-sheka, Stalina, Churchilla, de Gaulleła i Roosevelta. Prezentuje ich wizje przyszłości, zakładając kolejno zwycięstwo każdej ze stron. Weinberg ocenia, jaki wpływ na następujące po sobie wydarzenia miały ich decyzje, i bada, jak w trakcie wojny ewoluowały ich nadzieje na przyszłość. Porównanie poszczególnych portretów przywódców czasu wojny jest przykuwającym uwagę studium historii, która mogła stać się rzeczywistością.. ",,"
2007-01-01 ","
2007-01-01 ","
320 ","
polski ",,"

Bardzo ciekawa publikacja analizująca to, jak powojenny świat wyobrażali sobie przywódcy Osi oraz Aliantów. 
Książka spełniła niemal wszystkie moje oczekiwania - przeanalizowane zostały plany geograficzne, polityczne jak i ekonomiczne. Zabrakło mi jednak jednej drobnej rzeczy, a mianowicie map. Myślę, że zawarcie map (szczególnie w przypadku państw Osi, które przecież miały bardzo wygórowane zapędy jeśli chodzi o aneksję różnych terytoriów) byłoby ciekawym i użytecznym dodatkiem.

Poza tym, nie mam jednak żadnych zastrzeżeń. Pozycja jak najbardziej warta polecenia. 

Bardzo ciekawa publikacja analizująca to, jak powojenny świat wyobrażali sobie przywódcy Osi oraz Aliantów. 
Książka spełniła niemal wszystkie moje oczekiwania - przeanalizowane zostały plany geograficzne, polityczne jak i ekonomiczne. Zabrakło mi jednak jednej drobnej rzeczy, a mianowicie map. Myślę, że zawarcie map (szczególnie w przypadku państw Osi, które przecież... 

więcej



mniej





Pokaż mimo to


",
"
Samoobrona dla kobiet ",Soo-Warr Lavinia,"
poradniki ",Picador,"
8371755600 ","
Wszystkie panie powinny umieć się bronić. Samoobrona to jednak coś więcej niż tylko techniki i chwyty, pozwalające odeprzeć atak. Równie ważne to: Świadomość własnego otoczenia gdze się znajdujesz, kogo masz wokół i związanym z tym stopniem ryzyka, Świadomość mowy wtasnego ciała postawa emanująca pewnością zwykle odstrasza potencjalnego napastnika. Nie ulegaj panice, gdy wpadniesz w tarapaty, Staraj się opanować. Unikanie potencjalnie niebezpiecznych sytuacji i miejsc. Gotowość do użycia siły, jeśli zajdzie taka konieczność.. ",,"
2007-01-01 ","
2007-01-01 ","
256 ","
polski ",,"

Bardzo dobry poradnik dla kobiet. Omawia nie tylko podstawowe techniki samoobrony w sytuacjach zagrożenia, które mogą nas spotkać na co dzień, ale przede wszystkich jak ich unikać i jak się zachować w obliczu zagrożenia. Techniki samoobrony zaprezentowane są w sposób przejrzysty i zrozumiały. Książka zawiera dużo ilustracji. Polecam dla kobiet w każdym wieku 

Bardzo dobry poradnik dla kobiet. Omawia nie tylko podstawowe techniki samoobrony w sytuacjach zagrożenia, które mogą nas spotkać na co dzień, ale przede wszystkich jak ich unikać i jak się zachować w obliczu zagrożenia. Techniki samoobrony zaprezentowane są w sposób przejrzysty i zrozumiały. Książka zawiera dużo ilustracji. Polecam dla kobiet w każdym wieku 



Pokaż mimo to


",
"
Czy silniejszy zawsze zwycięża? ",Cristina Cerretti,"
literatura dziecięca ",WAM,"
9788373189058 ","
Seria Wielkie problemy naszych dzieci prezentuje historyjki psychoedukacyjne, służące zwerbalizowaniu problemu, a tym samym sprzyjające zrozumieniu lęków, obaw, niepowodzeń oraz pokazujące, jak należy sobie z nimi poradzić. Serię kierujemy nie tylko do dzieci, ale przede wszystkim do rodziców i nauczycieli. Pozwoli im ona wspierać dzieci i będzie pomocą pedagogiczną w nabywaniu umiejętności rozwiązywania różnych trudności oraz budowaniu relacji z innymi, a uczniów uwrażliwi na potrzeby innych.Książka jest adresowana do dzieci w młodszym wieku szkolnym. Historia opowiedziana przez dziecko pokazuje innym dzieciom, na czym polega przyjaźń, w jaki sposób przezwyciężać strach, dostrzec wartość w sobie i takie cechy, które mogą pomóc w walce z chuligaństwem w szkole. (opinia wydawnicza - Barbara Surma) Czasami bardzo trudno znaleźć sobie przyjaciół! Szymon, klasowy łobuz, jest codziennym koszmarem Dawida. W jaki sposób można uniknąć szturchańców, docinków i tego okropnego niepokoju przed lekcjami? Co robić? Uciec i ukryć się czy ostatecznie zmierzyć się z Szymonem? ","
Bullo da sballo ","
2007-01-01  ","
2007-01-01 ","
32 ","
polski ","
Ryszard Zajączkowski ","

Mój 7-latek słuchał z przejęciem o problemach mu nieobcych. 

Mój 7-latek słuchał z przejęciem o problemach mu nieobcych. 



Pokaż mimo to


",
"
Cud Guadalupe ",Wincenty Łaszewski,"
powieść historyczna ",POLWEN,,"
Matka Boża objawiła się Indianinowi Juanowi Diego i przekazała światu swój AUTOPORTRET. Jest to pierwsze uznane przez Kościół objawienie maryjne, zaś Cudowny Obraz z Guadalupe, na którym Maryja sama odbiła swój wizerunek, to do dziś jedyny autoportret Matki Bożej, jaki posiada ludzkość. 
Guadalupe to najliczniej odwiedzane sanktuarium maryjne świata, gdzie co roku przybywa ponad 12 milionów pielgrzymów, czyli 3 razy więcej niż na Jasną Górę. 

Guadalupe to także miejsce pierwszej zagranicznej podróży apostolskiej Jana Pawła II, który wyznał: ?Czuję się pociągany przez ten Obraz Matki Bożej z Guadalupe?Ona mnie przyzywa?. Ojciec Święty dodał: ?bije tu macierzyńskie serce Maryi?.


""Trudno znaleźć… ",,"
2007-01-01 ","
2007-01-01 ","
93 ","
polski ",,"

Książeczka dla wszystkich niewierzących w Boga. Autor w konkretny, sugestywny sposób pokazuje nadprzyrodzoność obrazu Matki Bożej z Guadalupe w Meksyku. Przytacza wielość badań empirycznych oraz wydarzenia, które są niewytłumaczalne, a ich przyczyną było działanie Matki Bożej, ratującej życie ludzkie (np. koniec epidemii, cofnięcie się 5 lat trwającej powodzi). Niedawno UE uchwaliła rezolucję o wolności kobiety i tym samym prawie do aborcji. W naszych czasach na obrazie ukazał się wizerunek nienarodzonego dziecka identyczny jak w badaniu USG, słychać było również bicie serduszka płodu. W jak wielkiej opozycji do Matki Chrystusa znajdujemy się dzisiaj w Europie. Do czego zmierzamy? 

Książeczka dla wszystkich niewierzących w Boga. Autor w konkretny, sugestywny sposób pokazuje nadprzyrodzoność obrazu Matki Bożej z Guadalupe w Meksyku. Przytacza wielość badań empirycznych oraz wydarzenia, które są niewytłumaczalne, a ich przyczyną było działanie Matki Bożej, ratującej życie ludzkie (np. koniec epidemii, cofnięcie się 5 lat trwającej powodzi). Niedawno UE... 

więcej



mniej





Pokaż mimo to


;

Przepięknie ilustrowany album o objawieniu Matki Bożej w Guadalupe. Przejmujące i niesamowite fakty potwierdzające fakt, że wizerunek Niepokalanej nie jest dziełem ludzkich rąk. SERDECZNIE POLECAM 

Przepięknie ilustrowany album o objawieniu Matki Bożej w Guadalupe. Przejmujące i niesamowite fakty potwierdzające fakt, że wizerunek Niepokalanej nie jest dziełem ludzkich rąk. SERDECZNIE POLECAM 



Pokaż mimo to


",
"
Szymon Czechowicz [1689-1775] ",Zbigniew Michalczyk,"
sztuka ",Edipresse,"
9788374772266 ","
Studiując kilkanaście lat w Rzymie, w centralnym środowisku sztuki barokowej przyswoił (...) sobie subtelną kulturę malarską, a talent pozwolił mu stanąć na poziomie wybitniejszych artystów współczesnych o znaczeniu europejskim.
Józefa Orańska, 1948 ",,"
2007-01-01 ","
2007-01-01 ","
95 ","
polski ",,,
"
Kolibry Prawdziwa historia adopcji dziecka w Brazylii ",Franco Franceschetti,"
literatura piękna ",Jedność,"
8374424265 ","
Urzekająca historia adopcji od zamieszczonego ogłoszenia, aż po podróż, od spotkania aż po czas potrzebny, aby nauczyć się kochać. Kto chce zrealizować to przedsięwzięcie, musi zrozumieć, że w jakiejś część świata jest dziecko, samotne i pozostawione, które potrzebuje rodziny. ",,"
2007-01-01 ","
2007-01-01 ","
168 ","
polski ",,,
"
Mała encyklopedia domowa. 1001 praktycznych porad przydatnych w prowadzeniu domu ",autor nieznany,"
 poradniki ",Publicat,"
8324513299 ","
Encyklopedia to zbiór ponad 1000 bezcennych rad dotyczących wszystkich aspektów prowadzenia domu. Dzięki niej minimalnym nakładem sił i pieniędzy czytelnik zorganizuje przestrzeń w domu i zapewni jego sprawne funkcjonowanie. Książka podpowie jak z ... ",,"
2007-01-01 ","
2007-01-01 ","
256 ","
polski ",,,
"
Skały i skamieniałości ",Robert R. Coenrads,"
albumy ",Carta Blanca,"
9788360887295 ","
Historia Ziemi jest zapisana w skałach, minerałach i skamieniałościach. Występują w wielu formach i postaciach, ale łączy je jedno – dostarczają informacji o wydarzeniach, które miały miejsce w odległej przeszłości. Album popularnonaukowy „Skały i skamieniałości” na pewno zaciekawi wszystkich zainteresowanych geologią i nie tylko. 
Ten wyjątkowy tytuł tłumaczy, w jaki sposób skały i skamieniałości pozwalają odczytać przeszłość. Pokazuje historię życia i jego ewoluującej natury. Można tu znaleźć obraz wnętrza Ziemi i poznać jej dawne dzieje, łącznie z momentem, w którym wielkie kataklizmy do pewnego stopnia zniszczyły życie na naszej planecie. W przyswajaniu wiedzy pomagają czytelne schematy, tabele i wykresy. Wspaniałe fotografie i ilustracje odkrywają przed Czytelnikiem wymarłe, niesamowite formy życia – dziwaczne, potworne, a czasem bardzo delikatne stworzenia. Interesujący tekst pełen ciekawostek i trafnych zestawień pozwala zrozumieć, dlaczego jedne z nich przetrwały a inne nie. Album zawiera informacje, jak - na podstawie rzeźby terenu – określić budowę geologiczną podłoża. Wyjaśnia jak tworzą się minerały oraz dlaczego niektóre z nich są dla nas tak cenne. ","
Rocks & Fossils - A Visual Guide ","
2007-01-01 ","
2007-01-01 ","
304 ","
polski ","
Mariusz Kędzierski ","

jeśli ktoś lubi kamloce, wulkany, historię Ziemi to jest rewelacyjna książka
w zasadzie ma tylko jedna wadę - jest dosyć gruba i ciężka, a kupowałam ją w podróży - jak widać, to mnie nie powstrzymało
ilustracje REWELACYJNE! 
piękne wydanie 

jeśli ktoś lubi kamloce, wulkany, historię Ziemi to jest rewelacyjna książka
w zasadzie ma tylko jedna wadę - jest dosyć gruba i ciężka, a kupowałam ją w podróży - jak widać, to mnie nie powstrzymało
ilustracje REWELACYJNE! 
piękne wydanie 



Pokaż mimo to


",
