title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Wiersze 2 ",Julian Tuwim,"
poezja ",Czytelnik,,"
opracowała Alina Kowalczykowa
wstęp Ryszard Matuszewski ",,"
1986-01-01 ","
1986-01-01 ","
639 ","
polski ",,,
"
Między Luzonem a Mindanao ",Janusz Wolniewicz,"
turystyka, mapy, atlasy ",Glob,"
8370070337 ","
Kolejna książka Janusza Wolniewicza, znanego pisarza i podróżnika, znacznie przybliża Czytelnikowi odległy zakątek świata - Filipiny.
Burzliwe dzieje Archipelagu Filipińskiego - odkrycie przez Magellana, hiszpańska i amerykańska kolonizacja, walki w czasie II wojny światowej - jak zwykle u tego pisarza, przedstawione są w sposób barwny i interesujący. Wolniewicz nie ogranicza się jedynie do historii. ""Między Luzonem a Mindanao"" to także osobiste refleksje i spostrzeżenia, jakie autor poczynił w czasie dwóch podróży na Filipiny.
Twórczość Janusza Wolniewicza zaliczona do tzw. literatury podróżniczo-przygodowej, cieszy się ogromną popularnością. Jesteśmy przekonani, że i tym razem Czytelnik będzie usatysfakcjonowany.
Na okładce zdjęcie autora przedstawiające wulkan Mayon. ",,"
1986-01-01 ","
1986-01-01 ","
200 ","
polski ",,"

Jedna z niewielu książek w polskiej literaturze poświęconych Filipinom. Autor przybliża dzieje, geografię, kulturę i mieszkańców archipelagu Siedmiu Tysięcy Wysp. Jednak Czytelnika spragnionego bliższych opisów filipińskich krajobrazów czy obyczajowości zapewne bardziej ukontentują nieco starsze ""Wyspy na szlaku tajfunów"" autorstwa Magdaleny Klarner-Śniadowskiej. 

Jedna z niewielu książek w polskiej literaturze poświęconych Filipinom. Autor przybliża dzieje, geografię, kulturę i mieszkańców archipelagu Siedmiu Tysięcy Wysp. Jednak Czytelnika spragnionego bliższych opisów filipińskich krajobrazów czy obyczajowości zapewne bardziej ukontentują nieco starsze ""Wyspy na szlaku tajfunów"" autorstwa Magdaleny Klarner-Śniadowskiej. 



Pokaż mimo to


",
"
Potop / Pierwszy kontakt ",Ben Bova,"
fantasy, science fiction ",Klubówka,,"
Książka dwustronna. Wydana w serii klubówek Podwójna Gwiazda. ","
Floodtide / First Contact ","
1986-01-01 ","
1986-01-01 ","
132 ","
polski ","
M.K. ",,
"
A Heritage of Stars ",Clifford D. Simak,"
fantasy, science fiction ",Methuen Publishing Ltd.,"
0413588009 ","
Thousands of years in the future, when the nearly indestructible skulls of destroyed robots litter the forest floors of the American continent, which barely remembers the greatness of the old technological civilization, Tom Cushing sets out on a quest to recover lost knowledge and to regain humanity's lost heritage. He treks across the mid-west to find the fabled Place of Going to the Stars, from which ancient technological man left earth to travel among the alien civilizations of the galaxy. There reside the strange artefacts that humanity brought back from other worlds, and, it is rumoured, some of the strange aliens themselves. With Cushing on his travels, gathered about him as he goes, are a weird and wonderful collection of beings. The cast of characters includes a friendly robot, intelligent rocks and trees, a shivering ghostlike snake, the Followers, a group of stalking shadows, and Meg, the hilltop witch. Along with Rollo, the last surviving robot, Cushing and his companions embark on an exciting and wonder-filled adventure of the far future. ",,"
1986-01-01 ",,"
218 ","
angielski ",,,
"
Dzień dłuższy niż stulecie ",Czingiz Ajtmatow,"
fantasy, science fiction ",Książka i Wiedza,"
83-05-11579-8 ","
W swojej powieści do bogatego zestawu dotychczas używanych środków pisarskich włączył Ajtmatow elementy gatunku sience-fiction.
Powieść ta jest opisem jednego długiego dnia wyprawy grona żałobników przez step na odległe cmentarzysko. Lecz w opisie tym - stapiając w jednej narracji rzeczywistość, mity i legendy swego kraju z fantastyką kosmiczną - poruszył pisarz wiele spraw o znaczeniu uniwersalnym, wyraził niepokój o losy świata, fizycznie poszerzającego się o kosmos, duchowo jednak pustoszejącego. ","
И дольше века длится день ","
1986-01-01 ","
1986-01-01 ","
406 ","
polski ","
Aleksander Bogdański ",,
"
Męka Jezusa Chrystusa ",praca zbiorowa,"
religia ",Wydawnictwo Katolickiego Uniwersytetu Lubelskiego,"
8300004300 ",,,"
1986-01-01 ","
1986-01-01 ","
271 ","
 polski ",,,
"
The era of high-speed growth ",Kosai Yutaka,"
nauki społeczne (psychologia, socjologia, itd.) ",University of Tokyo Press,,,,"
1986-01-01 ",,"
212 ","
angielski ",,,
"
Timur i jego drużyna ",Arkady Gajdar,"
literatura dziecięca ",Nasza Księgarnia,"
9788310078971 ","
Powieść dla dzieci napisana przez Arkadego Gajdara. W pierwszej wersji bohater miał na imię Dunkan, ale autora zmuszono do zmiany, wybrał wtedy imię swojego syna - Timura. Powieść ukazała się w 1940 w Pionierskiej Prawdzie. Grupa młodzieży pomaga anonimowo rodzinom żołnierzy Armii Czerwonej walczących z wrogiem. 
Powieść przetłumaczono na wiele języków, w tym polski.
Powieść sfilmowano w ZSRR w latach 1940 (na podstawie jeszcze nieukończonego rękopisu) oraz w 1976. ","
Тимур и его команда ","
1986-01-01 ","
1952-01-01 ","
112 ","
polski ","
Danuta Wawiłow ","

„Proch i pył” Anatolija Rybakowa, kończący cykl „Dzieci Arbatu”, przypomniał mi o lekturze z podstawówki (chyba piąta klasa), rozgrywającej się w tych samych czasach i w tym samym kraju. Tyle, że napisaną w innej epoce i w zupełnie innym, a nawet przeciwstawnym celu. Czytana w czasach, gdy wszystko co radzieckie (mówiliśmy wtedy ruskie) było oceniane negatywnie i szyderczo.
W zamierzeniu przygodówka dla młodzieży, z gloryfikacją pewnych oczywistych „wartości” – jak pomoc starszym, uczciwość, solidarność. Tyle że te dość powszechne zalety wiązała oczywiście z przodującym ustrojem i ojczyzną światowego proletariatu, jak wówczas nazywano wieęienie narodów oraz ich znakiem – czerwoną gwiazdą.
Był przy tym wątek romantyczny – jedna z sióstr uwikłała się w niemal związek (platoniczny, patriotyczny i pionierski oczywiście) z tytułowym Timurem.
Zapamiętałem z powodu pewnej ciekawostki – nauczycielka kazała nam odegrać kilka wybranych przez nią scen z powieści – i w jednej z nich grałem drugoplanową rolę jednego z chuliganów z bandy Kwakina, żeby nie być pionierem ;). 

„Proch i pył” Anatolija Rybakowa, kończący cykl „Dzieci Arbatu”, przypomniał mi o lekturze z podstawówki (chyba piąta klasa), rozgrywającej się w tych samych czasach i w tym samym kraju. Tyle, że napisaną w innej epoce i w zupełnie innym, a nawet przeciwstawnym celu. Czytana w czasach, gdy wszystko co radzieckie (mówiliśmy wtedy ruskie) było oceniane negatywnie i... 

więcej



mniej





Pokaż mimo to


;

Taka sobie opowieść, która miała być młodzieżowa, miała być propagandowa i radziecka, a okazała się ni psem, ni wydrą. Niby Timur, Kwakin, Figura, Simakow, Guriew czy Kołokolczykow są pionierami, ale jakoś nie ma tam wzniosłych idei walki klasowej, budowy Kraju Rad czy innych propagandowych haseł. Niby Żenia i Olga są komsomołkami, ale raczej wdają się w flirt z chłopcami i mieszczańskie, codzienne przygody, niż radzieckie ideały. Niby rzecz dzieje się w 1940 roku, a pułkownik Aleksandrow pojechał na front, ale o samej walce ani słowa. Cała akcja momentami się jakoś rozmywa; pionierzy walczą między sobą, a pretekstem jest kradzież jabłek z sadu. 
Końcówka jest interesująca - zmiana postawy Timura, spotkanie Żeni z ojcem, i piękne słowa tytułowego bohatera kończące książeczkę. 

Taka sobie opowieść, która miała być młodzieżowa, miała być propagandowa i radziecka, a okazała się ni psem, ni wydrą. Niby Timur, Kwakin, Figura, Simakow, Guriew czy Kołokolczykow są pionierami, ale jakoś nie ma tam wzniosłych idei walki klasowej, budowy Kraju Rad czy innych propagandowych haseł. Niby Żenia i Olga są komsomołkami, ale raczej wdają się w flirt z chłopcami... 

więcej



mniej





Pokaż mimo to


;

Podstawowa lektura w czasach gdy coś radzieckiego trzeba było przeczytać. Pomoc bliźnim zawsze na czasie. 

Podstawowa lektura w czasach gdy coś radzieckiego trzeba było przeczytać. Pomoc bliźnim zawsze na czasie. 



Pokaż mimo to


;

Książkę przeczytałem w VI klasie szkoły podstawowej w ramach obowiązkowego czytania dowolnych lektur ""na ilość"". Podsunęła mi ją mama, która również miała ją w lekturach. 

Książkę przeczytałem w VI klasie szkoły podstawowej w ramach obowiązkowego czytania dowolnych lektur ""na ilość"". Podsunęła mi ją mama, która również miała ją w lekturach. 



Pokaż mimo to


;

Niby lektura szkolna z 1982 roku (tak głosi okładka) ale patrząc na kartę wypożyczeń bibliotecznych nie podejrzewam, by kiedykolwiek lekturą obowiązkową była (przynajmniej w mojej mieścinie). 
Zasmucająca w tej historii jest świadomość sieroctwa mnóstwa dzieci, których ojcowie poszli wyzwalać ziemię, której mieszkańcy po latach nie chcą ich kości. (Mam na myśli wiele nieprzemyślanych akcji różnych polskich ""patriotów"" żądających usunięcia radzieckich cmentarzy z czasów II wojny światowej.) 

Niby lektura szkolna z 1982 roku (tak głosi okładka) ale patrząc na kartę wypożyczeń bibliotecznych nie podejrzewam, by kiedykolwiek lekturą obowiązkową była (przynajmniej w mojej mieścinie). 
Zasmucająca w tej historii jest świadomość sieroctwa mnóstwa dzieci, których ojcowie poszli wyzwalać ziemię, której mieszkańcy po latach nie chcą ich kości. (Mam na myśli wiele... 

więcej



mniej





Pokaż mimo to


;

Z zainteresowaniem czytałam w zamierzchłych czasach bycia dziecięciem. Teraz dostrzegam propagandę, ale.... W mniejszym czy większym stopniu jest w literaturze zawsze obecna, więc nie ma co się obrzydzać (to chyba z ""Domu""?). 

Z zainteresowaniem czytałam w zamierzchłych czasach bycia dziecięciem. Teraz dostrzegam propagandę, ale.... W mniejszym czy większym stopniu jest w literaturze zawsze obecna, więc nie ma co się obrzydzać (to chyba z ""Domu""?). 



Pokaż mimo to


;

Powiastka, co prawda z założenia dla dzieci, jednakże przyczytałem ją dopiero teraz - nie widnieje już na szczęście od dawna na liście lektur szkolnych. Abstrahując od samych realiów, w których dzieje się akcja powieści (ZSRR, czerwone gwiazdy, dzielni mołojce...) to można to opowiadanko przeczytać. Należy to jednak traktować jedynie jako historyczno-propagandową ciekawostkę, niż rzeczywiście książkę dla dzieci. Nie jest to jednak książka propagująca komunizm jako taki, czy też system rządów radzieckich. Jedynie kłuje w oczy gloryfikacja bohaterstwa Armii Czerwonej. Tego typu książka po prostu mogłaby powstać w każdym z krajów, wyrażając pochwałę dla jego wojsk.
Tylko dla ciekawskich (jak ja). 

Powiastka, co prawda z założenia dla dzieci, jednakże przyczytałem ją dopiero teraz - nie widnieje już na szczęście od dawna na liście lektur szkolnych. Abstrahując od samych realiów, w których dzieje się akcja powieści (ZSRR, czerwone gwiazdy, dzielni mołojce...) to można to opowiadanko przeczytać. Należy to jednak traktować jedynie jako historyczno-propagandową... 

więcej



mniej





Pokaż mimo to


;

Że jest to książka propagandowa nikogo nie trzeba przekonywać,taką była dla mnie,ale dzisiaj dla moich wnucząt to przygody ich równolatków.I świetny przykład na wytłumaczenie maluchom ,co znaczy słowo propaganda.Sentymentalnie przypomina mi dzieciństwo. 

Że jest to książka propagandowa nikogo nie trzeba przekonywać,taką była dla mnie,ale dzisiaj dla moich wnucząt to przygody ich równolatków.I świetny przykład na wytłumaczenie maluchom ,co znaczy słowo propaganda.Sentymentalnie przypomina mi dzieciństwo. 



Pokaż mimo to


;

Książka całkiem przyjemna, jeśli się skupimy na przygodach dzieciaków, a usuniemy całą część propagandową, choć wtedy niewiele pozostanie tekstu. 

Książka całkiem przyjemna, jeśli się skupimy na przygodach dzieciaków, a usuniemy całą część propagandową, choć wtedy niewiele pozostanie tekstu. 



Pokaż mimo to


;

Jedna z najfajniejszych. Polecam! 

Jedna z najfajniejszych. Polecam! 



Pokaż mimo to


",
"
Dzika Mrówka i Jezioro Złotego Lodu ",Andrzej Perepeczko,"
literatura dziecięca ",Wydawnictwo Morskie,"
8321566294 ","
Dzika Mrówka, Jego Brat i Ulka uczestniczą w górskim obozie wędrownym członków klubu płetwonurkowego. Zasłyszana przy ognisku opowieść o odkryciu dokumentu ""kipu"", który dotyczył ukrytego w Andach skarbu Inków spowodowało zorganizowanie ekspedycji do Ameryki Południowej. Ekspedycja dzięki szczęśliwemu przypadkowi zakończyła się sukcesem. Młodzi płetwonurkowie odkryli złote indiańskie przedmioty zatopione w bryłach lodu w słonym jeziorze. ",,"
1986-01-01 ","
1986-01-01 ","
189 ","
polski ",,"

książka dzieciństwa!!!!!!!! 

książka dzieciństwa!!!!!!!! 



Pokaż mimo to


",
"
Broń śrutowa i technika strzelania ",Tadeusz Puchalski,"
poradniki ",Państwowe Wydawnictwo Rolnicze i Leśne,"
8309011113 ","
Znajomość głównych typów współczesnej broni myśliwskiej i umiejętne posługiwanie się nią są ważne z punktu widzenia gospodarczego, humanitarnego oraz bezpieczeństwa samego myśliwego i jego otoczenia.
(...)Książka jest adresowana do naszych myśliwych, przede wszystkim młodych, którym ma przekazać niezbędne wiadomości teoretyczne, stanowiące zawsze podstawę każdego planowego szkolenia praktycznego. ",,"
1986-01-01 ","
1986-01-01 ","
114 ","
polski ",,"

Kompendium wiedzy o broni śrutowej (oczywiście wg stanu z lat 80.), doskonały podręcznik dla przyszłych i młodych stażem myśliwych, wskazany do przeczytania przed egzaminem. Zawiera m.in. podstawowe zagadnienia strzału śrutowego, metodykę strzelania czy zasady bezpiecznego obchodzenia się z bronią. 

Kompendium wiedzy o broni śrutowej (oczywiście wg stanu z lat 80.), doskonały podręcznik dla przyszłych i młodych stażem myśliwych, wskazany do przeczytania przed egzaminem. Zawiera m.in. podstawowe zagadnienia strzału śrutowego, metodykę strzelania czy zasady bezpiecznego obchodzenia się z bronią. 



Pokaż mimo to


",
