title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Dyslalia ankyloglosyjna. O krótkim wędzidełku języka, wadliwej wymowie i skuteczności terapii ",Barbara Ostapiuk,"
zdrowie, medycyna ",,"
9788372418159 ","
W literaturze naukowej informacje dotyczące wędzidełka języka są niestety bardzo ubogie i jednocześnie sprzeczne. Pani dr Barbara Ostapiuk zwróciła uwagę na związek przyczynowo-skutkowy pomiędzy wadą
wymowy a krótkim wędzidełkiem języka. Dr Ostapiuk do oceny jakości wędzidełka zastosowała 5 prób ruchów języka. Następnie omówiła wskaźniki skróconego wędzidełka języka. Wyniki badań prowadzonych przez Panią dr Ostapiuk pozwoliły oszacować, że skrócenie wędzidełka języka dotyczy co najmniej 30% populacji. Zwróciła uwagę na nieskuteczność logopedycznej terapii dyslalii ankyloglosyjnej bez chirurgicznego leczenia, które omówiła wyjątkowo szczegółowo. ",,"
2013-01-01 ","
2013-01-01 ","
158 ","
polski ",,"

Bardzo, bardzo przydatna wiedza. 

Bardzo, bardzo przydatna wiedza. 



Pokaż mimo to


",
"
Sonety ",Elizabeth Barrett Browning,"
poezja ",Fundacja Festina Lente,"
9788379043293 ","
,,Sonety"" zostały wydane po raz pierwszy jako apokryf - rzekome tłumaczenie z portugalskiego. Mają bardzo osobisty charakter, który sprawia, że należą do najwybitniejszych erotyków wszech czasów. Narodziły się pod wpływem uczucia poetki do Roberta Browninga; są swoistą kroniką miłości.

Polski przekład Sonetów (,,Sonnets from the Portuguese"") pochodzi z 1924 roku, a jego autorką jest Zofia Reutt-Witkowska. Na portalu zamieszczamy wybór najsłynniejszych utworów. Barrett Browning miała spaniela o imieniu Flush, który po latach stał się tytułowym „bohaterem” powieści Wiktorii Woolf. Poezja Barrett Browning miała wpływ m.in. na twórczość Emily Dickinson. ","
Sonnets from the Portuguese ","
2013-01-01 ","
2013-01-01 ","
14 ","
polski ","
Zofia Reutt-Witkowska ","

""By serce zdobyć, kto pokona/ Pierw smutek, wiele zwalczył, lecz o więcej stoi,/Gdyż miłością jest smutek, smutkiem miłość ona""

Sonety Elizabeth Barrett Browning to kronika miłości poetki i Roberta Browninga, także poety. Kolejne wiersze obrazują ewolucję uczucia i charakteryzują się dużym ładunkiem emocjonalnym. Są niezwykle osobiste i nie brak w nich odniesień do Boga.

Na początku poetka przyznaje, że nie jest godna miłości ukochanego; wkrótce zdaje sobie sprawę, iż uczucie ją uszlachetnia. Świadomość, iż jej wybranek również darzy ją miłością wywołuje u niej radość, ale także wątpliwości i lęk. Autorka wspomina o różnych przeciwnościach losu, z którymi - wraz z ukochanym - musi się zmierzyć. Gloryfikuje swego wybranka, który jest inny niż pozostali ludzie, bo potrafi widzieć ją taką, jaka jest, a jego uczucie jest trwałe i szczere.

Sonety Elizabeth Barrett Browning to niezwykle ciekawa lektura. W swych wierszach poetka odsłania całą siebie, otwarcie mówi o uczuciach, wahaniach, nadziejach. Warto przeczytać, aby poznać bliżej poetkę, a także ze względu na piękne i szczere opisy stanów emocjonalnych. Nie tylko dla fanów twórczości Elizabeth i Roberta:)
Polecam! 

""By serce zdobyć, kto pokona/ Pierw smutek, wiele zwalczył, lecz o więcej stoi,/Gdyż miłością jest smutek, smutkiem miłość ona""

Sonety Elizabeth Barrett Browning to kronika miłości poetki i Roberta Browninga, także poety. Kolejne wiersze obrazują ewolucję uczucia i charakteryzują się dużym ładunkiem emocjonalnym. Są niezwykle osobiste i nie brak w nich odniesień do... 

więcej



mniej





Pokaż mimo to


","
Miłość stracić, zapomnieć łez łatwo, gdy owa
Litość stworzenie nędzne przygarnęła szczera!
Dla Miłości mię jeno kochaj, wiecznie nowa,
By mogła trwać na wieki — Ta, co nie umiera. ;
By serce zdobyć, kto pokona
Pierw smutek, wiele zwalczył, lecz o więcej stoi,
Gdyż miłością jest smutek, smutkiem miłość ona. ;
Jak ja cię kocham? Pozwól, sposoby wyliczę.
Do głębi i, hen, w przestrzeń i w taką wyżynę,
Dokąd tylko dosięga duch mój, gdy rozwinę
Czucie za widnokręgi Piękna tajemnicze. "
"
Namiętna obecność ",Catherine Ingram,"
poradniki ",Biały Wiatr,"
9788393611942 ","
Catherine Ingram, autorka „Namiętnej Obecności”, jest jedną z bohaterek książki „Zwyczajne kobiety, Niezwykła Mądrość” wydanej w 2011 roku przez nasze wydawnictwo (patrz wywiad →).
Teraz, oddajemy w ręce Czytelników, jej piękną, spokojną opowieść o tym, jak w dzisiejszych czasach zmian i chaosu, który często wiąże się z odczuwaniem niepokoju oraz niepewności odnaleźć w sobie oraz praktykować jakości dające każdemu człowiekowi poczucie zakotwiczenia i głębokiej więzi z życiem oraz otaczającym go światem. Łagodność niosąca siłę, miękkość, w której nie ma miejsca na kompromisy, mądra życzliwość, pojednanie z tym co jest, przebudzenie pasji życia – to dary kryjące się w lekturze „Namiętnej Obecności”. Jak określił to Mark Matousek, znany amerykański pisarz i dziennikarz - ’Namiętna Obecność’ to wspaniały, transformujący, pozbawiony dogmatyzmu przewodnik do przebudzonego życia. Musicie przeczytać tę książkę! ",,"
2013-01-01 ","
2013-01-01 ","
216 ","
polski ",,,
"
Futbol dawnej Warszawy ",Robert Gawkowski,"
powieść historyczna ",Wydawnictwa Uniwersytetu Warszawskiego,"
9788323511410 ","
Książka jest popularnonaukowym zarysem dziejów piłki nożnej w Warszawie w okresie od początku XX wieku do roku 1950. Autor omawia m.in. takie zagadnienia, jak: futbol w czasie I wojny światowej, rozgrywki ligowe w Warszawie, polityczne i narodowościowe zróżnicowanie klubów w okresie II Rzeczypospolitej, infrastruktura sportowa, kibice, futbol podziemny w czasie II wojny światowej. Praca jest bardzo bogato ilustrowana. Zamieszczono w niej m.in. kolorowe godła i stroje piłkarzy poszczególnych drużyn, które zostały zrekonstruowane na podstawie zapisów statutowych, klubowych druków, pieczątek, plakatów, pamiątkowych znaczków i historycznych zdjęć.


***

Nie czytałem lepszej książki o warszawskim futbolu. Nie czytałem, bo lepszej nie było. Robert Gawkowski już zadziwił encyklopedią klubów przedwojennej Warszawy i swym spojrzeniem na sport II Rzeczypospolitej. Teraz rozwinął temat, dodając nie tylko nowe, nieznane fakty. Przedstawił historię stołecznego futbolu jakby to była kronika towarzyska z elementami pitavalu. Zaprosił nas na stare stadiony. Wsadził kij w mrowisko, opisując rozgrywki konspiracyjne inaczej niż to robiono dotychczas. Pokazał grozę czarnej nocy komunizmu, która ogarnęła stołeczny sport po roku 1945. Wsadził nas do rikszy, a potem czerwonego autobusu mknącego po ulicach mego miasta, zabierając na futbolową wycieczkę przez Agrykolę, Myśliwiecką, Konwiktorską, Dynasy, Okopową, Podskarbińską, Grochów... Witali nas ludzie spoczywający dziś na Powązkach i Bródnie.
Gawkowski pisze o czasach, w których nie było go na świecie. Ale jako wytrawny historyk przejrzał setki dokumentów, przeprowadził dziesiątki rozmów i ugotował z tego wszystkiego potrawę, że palce lizać. Dla młodzieży, żeby się dowiedziała i dla dziadków, żeby sobie przypomnieli. Jestem gdzieś pośrodku, a kończąc lekturę tej powieści nie zorientowałem się, że już zaczęło świtać. 

Stefan Szczepłek 
""Rzeczpospolita"" ",,"
2013-01-01 ","
2013-01-01 ","
188 ","
polski ",,"

Bardzo dobra pozycja o początkach piłki nożnej w Warszawie zawierająca bardzo dużo zdjęć z opisywanego okresu. Najlepszą recenzją jest zdanie z tyłu okładki autorstwa uznanego dziennikarza Stefana Szczepłka: ""Nie czytałem lepszej książki o warszawskim futbolu. Nie czytałem, bo lepszej nie było."" Obszerne studium przedwojennych klubów piłkarskich w stolicy, z tym, że w pewnych momentach lektura może być lekko gorzka dla kibiców Legii. Autor, znany z sympatii do Polonii, podaje za datę powstania wojskowej drużyny rok 1920, choć trzeba przyznać, że mimo krytyki takiego stanowiska nie słyszałem, aby ktoś z uznanych historyków merytorycznie z tym dyskutował. Widać, że Pan Gawkowski nie jest laikiem jeśli chodzi o historię futbolu, więc jego zdanie należy szanować. 

Bardzo dobra pozycja o początkach piłki nożnej w Warszawie zawierająca bardzo dużo zdjęć z opisywanego okresu. Najlepszą recenzją jest zdanie z tyłu okładki autorstwa uznanego dziennikarza Stefana Szczepłka: ""Nie czytałem lepszej książki o warszawskim futbolu. Nie czytałem, bo lepszej nie było."" Obszerne studium przedwojennych klubów piłkarskich w stolicy, z tym, że w... 

więcej



mniej





Pokaż mimo to


;

Rewelacyjne książka dla wielbicieli historii Warszawy, ale może przede wszystkim fanom piłki, szczególnie warszawskim dedykowana. Lektura na jeden raz. Ciężko się oderwać. 

Rewelacyjne książka dla wielbicieli historii Warszawy, ale może przede wszystkim fanom piłki, szczególnie warszawskim dedykowana. Lektura na jeden raz. Ciężko się oderwać. 



Pokaż mimo to


;

Przybliża dzieje warszawskiego futbolu dzięki historiom ważnych postaci, a przede wszystkim poprzez przedstawienie klubów piłkarskich, które działały na terenach naszej stolicy. Dołączono liczne zdjęcia i grafiki. 

Przybliża dzieje warszawskiego futbolu dzięki historiom ważnych postaci, a przede wszystkim poprzez przedstawienie klubów piłkarskich, które działały na terenach naszej stolicy. Dołączono liczne zdjęcia i grafiki. 



Pokaż mimo to


;

Książka dla pasjonatów futbolu, szczególnie okręgu Warszawy. Bardzo rzetelnie, fajnie napisana. Co rozdział wtrącone godła, mało znane drużyny przedwojennej Polski. Do tego sporo ciekawych historyjek i masa niesamowitych zdjęć. 

Książka dla pasjonatów futbolu, szczególnie okręgu Warszawy. Bardzo rzetelnie, fajnie napisana. Co rozdział wtrącone godła, mało znane drużyny przedwojennej Polski. Do tego sporo ciekawych historyjek i masa niesamowitych zdjęć. 



Pokaż mimo to


",
"
Dekonstrukcja, polityka i performatyka ",Anna Burzyńska,"
językoznawstwo, nauka o literaturze ",Universitas,"
9788324217779 ","
Terminy „etyka”, „polityka”, „performatywność” i „doświadczenie” robią w ostatnich latach oszałamiającą karierę w dyskursie nauk humanistycznych. Mało kto wie jednak, że w ujęciach bardzo zbliżonych do dzisiejszych pojawiały się one w słowniku francuskiego filozofa Jacques’a Derridy już co najmniej w połowie lat 60. XX wieku. Najnowsza książka Anny Burzyńskiej prezentuje innego Derridę, znacznie mniej znanego na gruncie polskim – nie tylko jako twórcę specyficznego stylu czytania tekstów filozoficznych i literackich, nazwanego przez niego „dekonstrukcją”, ale również jako inicjatora współczesnej myśli etycznej i politycznej, pioniera performatyki i prekursora aktualnych badań nad doświadczeniem literatury. Jednocześnie książka ta przynosi bogatą panoramę najważniejszych przemian humanistyki ostatniego trzydziestolecia, a w szczególności – zwrotu etycznego, politycznego, performatycznego i empirycznego, które w największym stopniu wpłynęły na jej obecny kształt. ",,"
2013-01-01 ","
2013-01-01 ","
680 ","
polski ",,"

Obszerna, dokładna i wyczerpująca książka o mniej znanych, a bardzo ważnych wątkach dekonstrukcji – polityczności, performatywności i doświadczeniu. Każda z tych kategorii wiąże się ze zwrotem we współczesnej humanistyce, dlatego Burzyńska osadza je w perspektywie historycznej, pokazując, jak duży wpływ miała i nadal ma myśl Derridy. Opracowanie z pewnością przyda się nie tylko literaturoznawcom, ale również filozofom, a nawet teatrologom (zwłaszcza rozdział o performansach). 

Obszerna, dokładna i wyczerpująca książka o mniej znanych, a bardzo ważnych wątkach dekonstrukcji – polityczności, performatywności i doświadczeniu. Każda z tych kategorii wiąże się ze zwrotem we współczesnej humanistyce, dlatego Burzyńska osadza je w perspektywie historycznej, pokazując, jak duży wpływ miała i nadal ma myśl Derridy. Opracowanie z pewnością przyda się nie... 

więcej



mniej





Pokaż mimo to


",
"
Fatum ",Michaela Dornberg,"
literatura obyczajowa, romans ",Edipresse,"
9788377697122 ","
Już chciał ją pocałować, kiedy rozległ się dźwięk telefonu. Nastąpiło to tak niespodziewanie, że obydwoje aż podskoczyli. 
- Nie odbierajmy - powiedziała Lena. - To na pewno pomyłka. 
Thomas spojrzał na telefon. Po chwili wahania wstał Niechętnie, bo zadzwonił w najmniej odpowiednim momencie. Odebrał. 
- Tak, to ja. Thomas Sibelius. 
Słuchał uważnie. Nagle zbladł. Nie mógł złapać powietrza. 
- To niemożliwe! - krzyknął do słuchawki. - Niech pani powie, że to jakiś żart. 
Lena wystraszyła się. Usiadła na łóżku i wpatrywała się w Toma. ""Coś się stało"", pomyślała, na pewno nic dobrego. Thomas jak zaczarowany trzymał wciąż słuchawkę telefonu w ręku, chociaż rozmówca się rozłączył. 

Lena ma niespełna trzydzieści lat i właśnie odziedziczyła po ojcu malowniczo położoną wiejską posiadłość.Mimo wahania decyduje się na porzucenie dotychczasowego życia i ucieczkę z dużego miasta. To, co zastaje po przyjeździe na Słoneczne Wzgórze, okazuje się dużo piękniejsze niż we wspomnieniach. Sielski krajobraz z bujną,pełną barwnego przepychu roślinnością, oplatająca turkusowe oczka jezior, przywołuje wspomnienia o miłości, którą przeżyła tu jako młoda dziewczyna. Musi jednak stawić czoła codzienności i zdecydować o przyszłości tego pięknego miejsca. Czeka ją wiele trudnych wyzwać, ale osłodzi je niespodziewane, gorące uczucie. ","
Noch ein Vermachtnis/Wirklich schuldig? ","
2013-01-01 ","
2013-01-01 ","
187 ","
polski ","
Anna Just, Tomasz Stożek ",,
"
Najwierniejszy sojusznik ",Kenneth K. Koskodan,"
historia ",Astra,"
9788389981602 ","
Pod koniec II wojny światowej alianci zdradzili Polskę i oddali ją Związkowi Sowieckiemu. Po ostatecznym zwycięstwie nad Niemcami miliony mężczyzn i kobiet, którzy przez sześć długich lat walczyli o wolność, zostało zdanych na łaskę i niełaskę Sowietów. Okrutnym zrządzeniem historii świat w większości pozostał obojętny na ich heroiczną walkę i ów kończący ją akt zdrady, a rolę, jaką Polacy odegrali w czasie wojny, celowo pomniejszano przez dziesiątki lat.

Polacy stanowili w latach wojny czwartą co do wielkości armię aliancką. Po bohaterskiej, ale skazanej na klęskę obronie swego kraju w 1939 roku polscy żołnierze walczyli u boku aliantów wszędzie tam, gdzie potrzebowano ich odwagi i poświęcenia. W ojczyźnie zorganizowali najbardziej aktywny i najskuteczniejszy ruch oporu podczas wojny, całe podziemne państwo ze wszystkimi strukturami, armią, a nawet szkolnictwem. Po napaści III Rzeszy na Związek Sowiecki polscy żołnierze przebywający w Gułagu utworzyli na Wschodzie armię, by pomóc w walce z Niemcami.

Oto historia Polskich Sił Zbrojnych, obfitująca w niepublikowane dotąd relacje z pierwszej ręki i unikatowe fotografie. Historia bohaterskiego oporu i wielkiej zdrady, wskutek której Polacy, mimo zwycięstwa nad Niemcami, nie odzyskali wolności. ",,"
2013-01-01 ","
2013-01-01 ","
304 ","
polski ",,"

Interesująca książka o tematyce patriotycznej. Autor opowiada nam krok po kroku sytuację Polski podczas II wojny światowej. Uważam że książka jest świetną propozycją dla ludzi którzy pragną odsłonić przed sobą jeden z najważniejszych kawałków historii. Mnie przypadła do gustu, serdecznie polecam i zachęcam do przeczytania. 

Interesująca książka o tematyce patriotycznej. Autor opowiada nam krok po kroku sytuację Polski podczas II wojny światowej. Uważam że książka jest świetną propozycją dla ludzi którzy pragną odsłonić przed sobą jeden z najważniejszych kawałków historii. Mnie przypadła do gustu, serdecznie polecam i zachęcam do przeczytania. 



Pokaż mimo to


;

Książka bardzo ogólnikowa. Całkowicie pomija działania sił morskich. Na początku sądziłem że powodem tego jest że autor pisze głównie o siłach lądowych, ale skoro znalazł się temat o polskich pilotach to dlaczego nic nie ma o polskich okrętach. Nie ma np. wzmianki o ucieczce ""Orła"" i zatopieniu przez niego okrętu desantowego przed atakiem na Norwegię, a jest wzmianka o działalności Polaków i jak do niej doszło. Brak opisów działań okrętów podwodnych na Morzu Śródziemnym, nie ma opisu walki Pioruna z Bismarckiem, brak wzmianki o jedynych polskich krążownikach w naszej historii, o niszczycielach które brały udział w konwojach. Opisy tez są bardzo nierówne. Autor Tobruk opisuje od niechcenia aby zaraz potem w miarę dokładnie opisać działanie Maczka. Jest dużo informacji o Sosabowskim i tym jak została zniszczona jego opinia po Arnhem. Z opisu książki wynika że będą jakieś unikalne informacje. Są, ale one dotyczą głównie działalności AK, walki z Sowietami i traktowaniem Polaków przez Rosjan. Jest także informacja o Katyniu i warunkach przejścia Andersa do Persji. Nie ma nic o śmierci Sikorskiego i zmianie podejścia polskich sztabowców po jego śmierci. 

Książka bardzo ogólnikowa. Całkowicie pomija działania sił morskich. Na początku sądziłem że powodem tego jest że autor pisze głównie o siłach lądowych, ale skoro znalazł się temat o polskich pilotach to dlaczego nic nie ma o polskich okrętach. Nie ma np. wzmianki o ucieczce ""Orła"" i zatopieniu przez niego okrętu desantowego przed atakiem na Norwegię, a jest wzmianka o... 

więcej



mniej



Oznaczone jako spoiler 

Pokaż mimo to


",
"
Szwecja i ja ",Małgorzata Chaładus,"
literatura piękna ",Psychoskok,"
9788379000012 ","
W obiegu ukazała się nowa powieść obyczajowa pod tytułem „Szwecja i ja”, której autorką jest Małgorzata Chaładus. Jest to powieść dosyć zwięźle ukazująca losy Polki na stałe zamieszkałej w Szwecji. Książka przedstawia porównanie szwedzkiej i polskiej kultury oraz obyczajów na poziomie międzyludzkim i rodzinnym. Chociaż z drugiej strony w powieści wbrew tytułowi jest o wiele więcej o polskości i Polakach niż o tytułowej Szwecji. Jak wiemy, wielu Polaków emigrowało i emigruje za granice aby tam żyć w lepszych warunkach i nasze doświadczenia oraz doznania emigracyjne są przedmiotem tej książki. Perspektywa emigrantki żyjącej w dwóch światach, niegdysiejszej Polski i współczesnej Szwecji jest doskonale widoczna w książce. Jednak w powieści tej jest zawarta przede wszystkim zwyczajna, życiowa historia, kobiety dorastającej w Polsce i polskiej rodzinie a obecnie żyjąca w związku ze Szwedem w szwedzkiej rzeczywistości. Ta zwyczajna historia obfituje w doświadczenia z całego niemal życia od momentu dorastania jeszcze jako dziecko aż po kobietę dojrzałą. W niej jest sporo trudnych przeżyć czasem nawet traumatycznych jak chociażby stosunki Jolki (głównej bohaterki) z surowym ojcem, pierwsze doświadczenie erotyczne ze swoim chłopakiem a później mężem, relacje z rodzeństwem i bliskimi znajomymi. Akcja powieści nie toczy się chronologicznie, bo mamy w niej retrospekcje i powrót do przeszłości Jolki, wprowadza to dodatkowe zaciekawienie u czytelnika. Podsumowując, powieść zrobiła na mnie dobre wrażenie i szczerze ją polecam innym czytelnikom. ","
Szwecja i ja ","
2013-01-01 ","
2013-01-01 ","
328 ","
polski ",,,
"
C.S.Lewis. Pielgrzym radości ",Elżbieta Wiater,"
biografia, autobiografia, pamiętnik ",eSPe,"
9788374825870 ","
C.S. Lewis jest powszechnie znany jako powieściopisarz, autor popularnego cyklu „Opowieści z Narnii”. Ale był on także słynnym konwertytą, który w niezwykle przekonujący sposób przedstawiał istotę i najważniejsze prawdy chrześcijaństwa.

Opowiedziana w tej książce historia życia C.S. Lewisa jest nie tyle chronologicznym zestawieniem faktów z jego biografii, co próbą prześledzenia jego drogi wiary. Rozpoczyna się ona w protestanckiej rodzinie w północnej Irlandii i prowadzi przez negację istnienia Boga, eksperymenty ze spirytyzmem, przyjęcie światopoglądu materialistycznego, wreszcie powrót do wiary, najpierw w bezosobowy Absolut, a potem także w osobowego Boga i Chrystusa jako Zbawiciela. 

Ważną częścią tej drogi jest, sportretowana w słynnym filmie „Cienista dolina”, historia miłości Lewisa i innej konwertytki, Helen Joy Davidman, oraz zmagania z jej chorobą i śmiercią. Opowieść o życiu swego bohatera autorka osadza na tle przemian zachodzących w cywilizacji europejskiej w okresie, w którym żył. ",,"
2013-01-01 ","
2013-01-01 ","
117 ","
polski ",,"

Dobre powtórzenie autobiografii autora ""Zaskoczony Radością"", plus wiele dodatków, oraz, co najważniejsze, uzupełnienie historii Lewisa o końcowy rozdział jego życia. Prawdziwa gratka dla miłośników Lewisa.

Ale wątpię czy warto sięgać po tą książkę, bez uprzedniego przeczytania ""Zaskoczonego Radością"". Jeśli jednak komuś się spodobała autobiografia, biografia niekoniecznie przypadnie do gustu. ""Pielgrzym Radości"" jest w głównej mierze środkiem do poznania autora a nie jego pracy, dlatego jest to kiepski pomysł na początek ""znajomości"". 

Dobre powtórzenie autobiografii autora ""Zaskoczony Radością"", plus wiele dodatków, oraz, co najważniejsze, uzupełnienie historii Lewisa o końcowy rozdział jego życia. Prawdziwa gratka dla miłośników Lewisa.

Ale wątpię czy warto sięgać po tą książkę, bez uprzedniego przeczytania ""Zaskoczonego Radością"". Jeśli jednak komuś się spodobała autobiografia, biografia niekoniecznie... 

więcej



mniej





Pokaż mimo to


","
Decyzja o poślubieniu Joy była ostatecznym złamaniem niepisanej zasady w sercu Jacka, że nie chce szczęścia, jeśli jedyną drogą do niego jest zmierzenie się z cierpieniem. Trzy <> lata w małżeństwie tylko zwiększyły ból utraty, ale z pewnością Lewis nie wyrzekłby się ich za nic. Tym samym ostatecznie runęła bariera lęku, którą Clive wzniósł w swoim sercu, odgradzając się od Boga. "
"
Kubuś i Przyjaciele. Pamiętaj, żebyś nie zapomniał! ",Thea Feldman,"
opowieści dla młodszych dzieci ",Egmont Polska,"
9788323757177 ","
""Seria o przyjaźni"" pokazuje dziecku, jak ważne w naszym życiu są przyjaźnie. Kubuś i inni mieszkańcy Stumilowego Lasu uczą się pomagać sobie wzajemnie, dzielić smutki i radości, pracować i bawić się razem. Uczą się tez akceptować i doceniać różnice charakterów wśród przyjaciół. Ich wspólnie przeżyte przygody pokazują, jak wiele radości, wsparcia i ciepła przyjaciele wnoszą w życie każdego z nas. 

Kubuś na próżno czekał na Krzysia i w końcu zwątpił, czy przyjdzie. Tymczasem pojawili się inni przyjaciele i każdy zapewniał Kubusia, że Krzyś się zjawi, bo jest przyjacielem, na którym zawsze można polegać... Okazało się, że mieli rację. Ta opowieść to lekcja wiary w niezawodność przyjaciół. ","
Forget Me Knot ","
2013-01-01 ","
2013-01-01 ","
32 ","
polski ","
Małgorzata Fabianowska ","

<3 Uwielbiam Kubusia 

<3 Uwielbiam Kubusia 



Pokaż mimo to


;

Kubuś Puchatek jak to u niego bywa nie zawsze wszystko pamięta. Pamiętał, że Krzyś miał go odwiedzić tylko zapomniał dokładnie kiedy. Gdy sądził, że to akurat to ten dzień najlepszy spotkał wszystkich przyjaciół tylko nie tego najlepszego. Jednak najlepszy przyjaciel Krzyś pojawił się dnia następnego. 

Kubuś Puchatek jak to u niego bywa nie zawsze wszystko pamięta. Pamiętał, że Krzyś miał go odwiedzić tylko zapomniał dokładnie kiedy. Gdy sądził, że to akurat to ten dzień najlepszy spotkał wszystkich przyjaciół tylko nie tego najlepszego. Jednak najlepszy przyjaciel Krzyś pojawił się dnia następnego. 



Pokaż mimo to


",
