title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
The Realist #2 ",Asaf Hanuka,"
komiksy ",Archaia,,"
The latest collection of acclaimed Israeli cartoonist Asaf Hanuka’s autobiographical weekly strips translated into English.

Asaf Hanuka’s internationally acclaimed series of autobiographical comic strips continue in The Realist Vol. 2. Artist, husband, father, and ordinary Israeli citizen, Asaf Hanuka examines everyday life in his country with humor and melancholy, wild imagination and quiet desperation while commenting on the everyday travails of human existence. ",,"
2017-01-01 ",,"
112 ","
 angielski ",,,
"
Bajka o Farfoclu i Plamce ",Iwona Czerkas,"
bajki ",Skrzat,"
9788379154395 ","
Farfocel to kłębek kurzu, Plamka zaś pojawia się tam, gdzie spadnie choć kilka kropel herbaty czy mleka. Bohaterowie mimo różnic są po prostu nierozłączni i przeżywają fascynujące przygody! W pokoju Kacpra przyjaźń nie zna granic i każdy jest mile widziany: kredki, plastelinki, papierowy Ścinek, deszczówki. Wszyscy razem poznają piękno otaczającego świata i jego tajemnice! 

Magia istnieje w każdej, nawet najmniejszej rzeczy! Sprawdź, co kryje się pod dziecięcym łóżkiem! ",,"
2017-01-01 ","
2017-01-01 ","
46 ","
polski  ",,,
"
Święty Brat Albert Chmielowski ",Anna Maria Paterek,"
biografia, autobiografia, pamiętnik ",Arystoteles,"
9788380380615 ","
Historia życia Brata Alberta Chmielowskiego: 
- patrioty,
- powstańca styczniowego z 1863 roku,
- artysty malarza,
- sługi ubogim i bezdomnym,
- założyciela zgromadzenia Albertynów,
- polskiego świętego Kościoła katolickiego. ",,"
2017-01-01 ","
2017-01-01 ","
59 ","
polski ",,"

Historia życia Brata Alberta Chmielowskiego: patrioty, powstańcy styczniowego z 1863 roku, artysty malarza, sługi ubogim i bezdomnym, założyciela zgromadzenia Albertynów, polskiego świętego Kościoła katolickiego. 

Historia życia Brata Alberta Chmielowskiego: patrioty, powstańcy styczniowego z 1863 roku, artysty malarza, sługi ubogim i bezdomnym, założyciela zgromadzenia Albertynów, polskiego świętego Kościoła katolickiego. 



Pokaż mimo to


",
"
Krzyżowa ponownie odczytana ",Krzysztof Ruchniewicz,"
reportaż ",Oficyna Wydawnicza ATUT,"
9788379772421 ","
Krzyżowa, niewielka wieś w pobliżu Świdnicy, jest nie tylko polskim miejscem pamięci. Polakom zwykle kojarzy się z mszą pojednania, która odbyła się tu w listopadzie 1989 roku. Z okazji jej kolejnych rocznic zjeżdżają się do Krzyżowej polscy i niemieccy politycy, naukowcy, dziennikarze. Dla części Niemców to siedziba rodziny von Moltke, zwłaszcza marszałka polnego, Helmutha von Moltke, jednego z najwybitniejszych wodzów cesarskich Niemiec. Innym miejscowość będzie się kojarzyć z krewnym wojskowego dowódcy, również Helmuthem, który był (współ)twórcą jednej z ważniejszych grup opozycji antyhitlerowskiej, „Kręgu z Krzyżowej”. W przeszłości Krzyżowa i jej historyczne dziedzictwo budziły zainteresowanie także przedstawicieli innych narodów, m.in. Japończyków, Chińczyków czy Francuzów. Dzisiaj forum łączącym zainteresowania różnych ludzi, którzy właśnie tu szukają modeli dialogu i dróg zbliżenia, jest Fundacja „Krzyżowa” dla Porozumienia Europejskiego, Akademia oraz Międzynarodowy Dom Spotkań Młodzieży.

Powodem przygotowania książki był zamiar pokazania na przykładzie Krzyżowej różnych warstw czasu, ich wzajemnego przenikania się, osuwania w zapomnienie i powracania na scenę społecznego zainteresowania. Publikacja podzielona jest na trzy kręgi tematyczne: pierwszy dotyczy rodziny von Moltke, drugi – dziejów opozycji antyhitlerowskiej ze szczególnym uwzględnieniem „Kręgu z Krzyżowej”, w końcu trzeci – tworzą artykuły o Fundacji „Krzyżowa”, jej powstaniu i działalności. ",,"
2017-01-01 ","
2017-01-01 ","
192 ","
polski ",,,
"
Świat nieznany i istnienie duszy ",Camille Flammarion,"
fantasy, science fiction ",Oficyna Wydawnicza RIVAIL,"
9788362402557 ","
Świat nieznany i istnienie duszy to klasyczne dzieło parapsychologiczne, zawierające opisy dobrze poświadczonych przypadków telepatii oraz fenomenów manifestowania się dusz osób umierających i zmarłych. Jest to niezbędna pozycja dla każdego, kto pragnie zdobyć pewną wiedzę o życiu pozagrobowym i określić swoje miejsce we wszechświecie.

Jako naukowiec Flammarion analizuje zgromadzony materiał bez przyjętych z góry założeń; za cel nadrzędny stawia sobie konsekwentne dążenie do poznania prawdy o świecie duchowym. Obrana przez niego metoda nie pozwala mu ulegać ani dogmatycznemu niedowiarstwu, ani naiwności ludzi, którzy na wiarę przyjmują istnienie „cudownych” zjawisk. Postawa badawcza autora i wartość zgromadzonych przezeń materiałów pozwalają pozbyć się materialistycznych uprzedzeń u wątpiących, otwierając ich oczy na otaczający nas świat niezwykłych zjawisk. ","
L’inconnu et les Problèmes psychiques ","
2017-01-01 ","
2017-01-01 ","
184 ","
polski ","
Piotr Kozielski ","

Autor podjął się racjonalnej oceny doniesień o manifestacjach zjaw w momencie śmierci lub niedługo po śmierci danej osoby. Rozważał też opisy snów o osobach zmarłych. Wiele zebranych przez niego opisów, które uzyskał dzięki ogłoszonej ankiecie, dotyczyło zgonów w odległych miejscach, kiedy obserwator zjawy (np. osoba bliska zmarłego) nie mógł jeszcze nic wiedzieć o śmierci.
Książka napisana jest przystępnym stylem i stanowi wybitny wkład w rozwój psychologii. 

Autor podjął się racjonalnej oceny doniesień o manifestacjach zjaw w momencie śmierci lub niedługo po śmierci danej osoby. Rozważał też opisy snów o osobach zmarłych. Wiele zebranych przez niego opisów, które uzyskał dzięki ogłoszonej ankiecie, dotyczyło zgonów w odległych miejscach, kiedy obserwator zjawy (np. osoba bliska zmarłego) nie mógł jeszcze nic wiedzieć o... 

więcej



mniej





Pokaż mimo to


",
"
Gliwickie witraże ",Leszek Jodliński,"
albumy ",Muzeum w Gliwicach,"
9788389856203 ","
Pierwsze prace dokumentacyjne gliwickich witraży z tego okresu, znajdujących się poza obiektami sakralnymi, podjęte zostały w latach 70. XX wieku. Efekty ówczesnych badań, a także badań prowadzonych w latach 2004-2006 stały się treścią niniejszej publikacji.
Odrodzenie sztuki witrażowniczej na Śląsku nastąpiło się w 2. połowie XIX wieku. Częścią tego zjawiska są witraże zdobiące gliwickie kamienice, wille i gmachy użyteczności publicznej. Witraże stały się, w okresie objętym zainteresowaniem publikacji, ważnym elementem dekoracyjnym wykorzystywanym w architekturze świeckiej. Stanowiły stylowe dopełnienie wystroju bogatych kamienic i willi, pojawiały się jako dekoracja nawet w budownictwie czynszowym. Pełniły szczególną rolę w gmachach użyteczności publicznej, podkreślając ich funkcje społeczne. Pozostawały w harmonii stylowej bądź kontraście z architekturą obiektu, którego były częścią. Były wyznacznikiem prestiżu, określały strefy reprezentacyjne budynku, organizując na przykład przestrzeń klatek schodowych.
Wydany przez Muzeum w Gliwicach katalog ilustruje te zjawiska, ukazując jednocześnie piękno i walory artystyczne witraży w gliwickich obiektach architektury świeckiej. ",,"
2017-01-01 ","
2017-01-01 ","
144 ","
polski ",,"

Publikacja, która pozwala czytelnikowi odkrywać miasto, zwracając jego uwagę na nieoczywisty, ale fascynujący i piękny aspekt miejskiej przestrzeni. Opisy w książce są mocno ""akademickie"" i suche, ale nie jest to duża wada, gdyż pierwsze skrzypce grają tu ilustracje, które są bardzo dobre. Całość jest bardzo ładnie wydana, a nakład 1000 egzemplarzy czyni z tej pozycji unikat w biblioteczce. 

Publikacja, która pozwala czytelnikowi odkrywać miasto, zwracając jego uwagę na nieoczywisty, ale fascynujący i piękny aspekt miejskiej przestrzeni. Opisy w książce są mocno ""akademickie"" i suche, ale nie jest to duża wada, gdyż pierwsze skrzypce grają tu ilustracje, które są bardzo dobre. Całość jest bardzo ładnie wydana, a nakład 1000 egzemplarzy czyni z tej pozycji... 

więcej



mniej





Pokaż mimo to


",
"
Africká zima - V Jižním Súdánu s Lékaři bez hranic ",Tomáš Šebek,"
literatura podróżnicza ",Paseka,"
9788074328633 ","
Toto je autentická zpověď z Jižního Súdánu, nejmladšího státu světa, jehož území už celá desetiletí sužují ozbrojené konflikty. Na začátku roku 2017, kdy zemi navíc zasáhla vlna kritického nedostatku potravin, se do míst, kde se až příliš daří infekčním a tropickým nemocem, vydal na misi Lékařů bez hranic chirurg Tomáš Šebek. Po zkušenostech s úrazovou chirurgií z kolébky vúdú na Haiti a válečnou medicínou v severním Afghánistánu se spolu s kolegy ocitl v prostředí, kde má tradiční léčitel a jeho alternativní přístup k pacientovi daleko větší respekt než lékař vzdělaný na Západě.
Proti fixaci zlomenin papírem anebo poléváním vařící vodou může reputaci chirurgického týmu v očích místních pozvednout snad jen tím, že v absolutní pustině obklopující nemocnici v Agoku provede první operaci mozku dospívajícího Jihosúdánce. Zápisky Tomáše Šebka, doprovázené strhujícími fotografiemi, představují jedinečný pohled na místa, o nichž se z médií nedozvíte. ",,"
2017-01-01 ",,"
288 ","
czeski ",,"

Audiobooka kupiłem okazyjnie kilka miesięcy temu kiedy w sklepie w którym kupuję czeskie audiobooki była wyprzedaż. Teraz postanowiłem przesłuchać.
Bardzo dobra książka. Bardzo mi się spodobała. Autorem jest czeski chirurg który od czasu do czasu wyjeżdza na misje zagraniczne w ramach organizacji ""lekarze bez granic"". Zaliczył kilka ciekawych misji w Afganistanie, Jemenie, Sudanie Południowym. Niniejsza książka to jego relacja z misji w Sudanie Południowym. Oprócz tego iż możemy z książki dowiedzieć się jaka jest aktualna sytuacja w tym kraju, to autor serwuje nam sporą dawkę wiedzy medycznej, własnych refleksji, przemyśleń oraz przygód której przeżył na tej misji.
Słuchając książkę przypomniał mi się Juergen Thorwald i jego książka ""Czas chirurgów"". Nie znam się aż tak dobrze na medycynie, ale ponieważ książkę pisał chirurg, opisał w niej sporo różnych zabiegów chirurgicznych i innych medycznych przeprowadzanych w trudnych warunkach polowych. Robi to wrażenie. Myślę, że ktos kto zna się na medycynie jeszcze lepiej zrozumiałby w jak trudnych warunkach pracują lekarze bez granic.
Bardzo książka się mi spodobała. Dawno nie czytałem tak dobrego reportażu, pamiętnika, książki przygodowej oraz medycznej książki popularno-naukowej w jednym. Tak, to wszystko zawarte jest w tej książce. 

Audiobooka kupiłem okazyjnie kilka miesięcy temu kiedy w sklepie w którym kupuję czeskie audiobooki była wyprzedaż. Teraz postanowiłem przesłuchać.
Bardzo dobra książka. Bardzo mi się spodobała. Autorem jest czeski chirurg który od czasu do czasu wyjeżdza na misje zagraniczne w ramach organizacji ""lekarze bez granic"". Zaliczył kilka ciekawych misji w Afganistanie, Jemenie,... 

więcej



mniej





Pokaż mimo to


",
"
Antybaśń. Literatura, kinematografia ",Damian Olszewski,"
językoznawstwo, nauka o literaturze ",,"
9788394786106 ","
Literatura polska i światowa stale się rozwijają. Na naszych oczach wciąż powstają nowe dzieła – zarówno te, które kiedyś zostaną niezapomnianymi bestsellerami, jak i te, które zginą między wieloma podobnymi do siebie utworami. Natłok drugiego rodzaju literatury powoduje coraz częstszą schematyzację fabuły i postaci nie tylko w dziełach pisanych, ale również w kinematografii. Sam niejednokrotnie doświadczyłem wrażenia déja vu, czytając popularne, mnożące się z roku na rok powieści i opowiadania. Po zaznajomieniu się z pewną liczbą dzieł przyjemność z dalszej lektury może zostać zahamowana lub całkowicie zniknąć. W opozycji do tej właśnie schematyczności i powtarzalności powstał coraz szybciej rozwijający się gatunek literacki zwany antybaśnią. 
W poniższym opracowaniu postaram się przybliżyć jej definicję, relacje z karykaturą oraz samą baśnią. Omówię także elementy antybaśni na podstawie wybranych przeze mnie powieści, opowiadań oraz filmów. ",,"
2017-01-01 ","
2017-01-01 ","
182 ","
polski ",,"

ANTYbaśń - literatura, kinematografia

“Antybaśń” to książka popularnonaukowa, która często kategoryzowana jest jako utwór obejmujący tematykę językoznawstwa oraz literatury młodzieżowej i fantastycznej. Autor stara się odpowiedzieć na pytanie czym jest tytułowa antybaśń oraz czy powinna być odrębnym gatunkiem literackim. Zanim jednak przejdę do samej treści książki, przybliże trochę sylwetke samego autora.
Damian Olszewski (1995) - bo o nim mowa - to absolwent oraz wykładowca Katolickiego Uniwersytetu im. Jana Pawła II w Lublinie. Jak możemy wyczytać z profilu Olszewskiego - jego kariera skupia się przede wszystkim wokół literatury oraz tłumaczeń literackich, co potwierdza jego praca w agencji tłumaczeń i szkole językowej “Skrivanek” gdzie jest lektorem i tłumaczem języka niderlandzkiego.
Jak sam twierdzi, natłok coraz to większej ilości powieści i opowiadań przyczynia się do dużej schematyzacji i powtarzalności fantastyki. Przerodziło się to w nowy, delikatnie prześmiewczy, gatunek, którego zadaniem jest rozbawienie i zaszokowanie czytelnika, mowa oczywiście o antybaśni. Za przykład Olszewski podaje “Wiedźmina”, jak twierdzi, Sapkowski za pomocą ironii czy parodii, przeinacza znane nam motywy fantastyki w nowy gatunek. Zabieg ten niejako podważa cały baśniowy świat, w którym zawsze zwyciężali pozytywni bohaterowie, a wrogów spotyka zasłużona kara.
Sama struktura książki jest dość chaotyczna, autor w swobodny sposób rozwija myśli skacząc od tematu do tematu przez akapity, co czasem ułatwia zgubić pierwotny sens wypowiedzi. Mimo wszystko stara się zachować wyznaczony przez siebie schemat rozdziałów, w których opowiada o wybranym utworze i zawsze dzieli je na opis: świata, bohaterów, fabuły, języka oraz komizmu gdzie pochyla się nad charakterystyką książki lub filmu, szczegółowo analizując i wytykając elementy klasycznej fantastyki oraz antybaśni.
Językowo Damian Olszewski stawia raczej na język potoczny, sprawia to, że sama monografia jest dostępna dla bardzo szerokiej grupy odbiorczej. Autor posługuje się raczej prostym słownictwem, nie unika on jednak trudniejszych haseł, stara się je za to pomóc przyswoić czytelnikowi używając do tego bardzo trafnych porównań i definicji. Książkę czyta się płynnie a słownictwo nie jest powtarzalne.
Na plus na pewno należy wyróżnić przygotowanie merytoryczne Olszewskiego, postanowił wspierać się innymi opracowaniami i badaniami w minimalnym stopniu i samemu poddawać temat analizie. Daje to książce świeży wydźwięk, ze względu na jej unikatowość względem zagranicznych badań oraz, jak sam autor podkreśla, “pozwoli na otwartą polemikę względem pochodzenia oraz definicji antybaśni”. Unikatowość utworu podkreśla także fakt, iż jest on jednym z pierwszych tego typu opracowań w języku polskim. Takie podejście do tematu czyni go niezwykle ciekawym ponieważ przykłady bazują na powszechnie znanych i lubianych dziełach jak wcześniej wspomniany Wiedźmin, Czerwony Kapturek - historia prawdziwa, Kopciuszek czy Shrek.
Sama forma książki jest nieco uciążliwa, o ile warstwa estetyczna nawiązuje stylistyką do powieści “baśniowych” i prezentuje się ona dość okazale tak w praktyce, czyni ona ten utwór dość ciężkim w czytaniu. Każda pojedyńcza strona zajmuje tylko połowę swojej objętości i kończy wywód w zwyczajnie przypadkowych miejscach, co potrafi wybić z rytmu. Komfortowi czytania nie pomaga również czcionka oraz jej rozmiar i kolor, autor postawił na niewielką, szarą czcionkę, która dzięki niskiemu kontrastowi już po kilku stronach sprawia dyskomfort oraz męczy oczy, w szczególności, gdy do czynienia mamy z wersją elektroniczną książki. Mimo tych wad książka zdaje się być spójna sama ze sobą, całość estetyczna a okładka adekwatna do omawianego tematu.
Podsumowując, “ANTYbaśń” Damiana Olszewskiego to ciekawa propozycja dla osób lubiących zgłębiać schematy fantastyki oraz interesujących się samym motywem antybaśni i satyry. Książka jest ciekawa i mimo wszystko przyjemnie się ją czyta. Autor zadbał o odpowiednie przykłady przez co można poznać sporo niewidocznych na pierwszy rzut oka ciekawostek ze znanych nam i lubianych powieści i filmów. Różnice między fantastyką a antybaśnią uwypuklone są w sposób jasny i subtelny, często również zabawny mimo iż cała książka stara się trzymać raczej poważny i neutralny ton. Uważam, że pozycja jest jak najbardziej godna polecenia nie tylko aby umilić czas pojedynczemu odbiorcy ale również, aby wspomóc merytorycznie nauczycieli i wykładowców w zajęciach z literaturoznawstwa. 

ANTYbaśń - literatura, kinematografia

“Antybaśń” to książka popularnonaukowa, która często kategoryzowana jest jako utwór obejmujący tematykę językoznawstwa oraz literatury młodzieżowej i fantastycznej. Autor stara się odpowiedzieć na pytanie czym jest tytułowa antybaśń oraz czy powinna być odrębnym gatunkiem literackim. Zanim jednak przejdę do samej treści książki,... 

więcej



mniej





Pokaż mimo to


",
"
An Unremarkable Body ",Elisa Lodato,"
literatura piękna ",Weidenfeld & Nicolson,"
9781474606332 ","
When Katharine is found dead at the foot of her stairs, it is the mystery of her life that consumes her daughter, Laura. The medical examiner's report, in which precious parts of Katharine's body are weighed and categorised, motivates Laura to write her own version of events; to bear witness to the unbearable blank space between each itemised entry. It forces her to confront a new version of the woman she knew only as her mother - a woman silenced by her own mother, and wronged by her husband. A woman who felt shackled by tradition and unable to love freely. With the heart of a memoir and the pace of a thriller, An Unremarkable Body reveals an overwhelming desire to make sense of an unfulfilled life - and to prove that an unremarkable body does not mean an unremarkable life. ","
An Unremarkable Body ","
2017-01-01 ",,"
271 ","
angielski ",,"

Fajnie się czyta, ciekawa. 

Fajnie się czyta, ciekawa. 



Pokaż mimo to


",
"
Predator vs. Judge Dredd vs. Aliens #4 ",John Layman,"
komiksy ",IDW Publishing,,"
Road trip! The mad, gene-splicing scientist Dr. Reinstöt is having the best summer ever as he hits the road toward Mega-City One. Hes got a sweet ride: a stolen Predator ship! Hes got his new BFF, the murderous Archbishop Emoji, riding shotgun. And hes got snacks . . . or maybe he is a snack . . . for his homegrown crew of xenomorphs. Spoilsport Judge Dredd and his killjoy Predator friends are hot on their tail, trying to ruin everyones fun, but Dr. Reinstöt has a secret weapon that will keep the party going. Until the end of time! Which might be tomorrow, if Reinstöt has his way. Either way, its going to be a killer time. ","
PREDATOR VS. JUDGE DREDD VS. ALIENS #4 ","
2017-01-01 ",,"
32 ","
angielski ",,,
