title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
W służbie pierwszych Jagiellonów. Życie i działalność kanclerza Jana Taszki Koniecpolskiego ",Wioletta Zawitkowska,"
powieść historyczna ","Wydawnictwo Towarzystwa Naukowego ""Societas Vistulana""","
8388385704 ",,,"
2005-01-01 ","
2005-01-01 ","
523 ","
polski ",,,
"
Nieujawniona tajemnica. Nie wszystko zostało powiedziane. Proroctwa fatimskie wciąż skrywają tajemnicę ",Marco Tosatti,"
religia ",Księgarnia św. Jacka,"
8370303730 ","
Fatima i jej trzy tajemnice zaprzątają umysły i serca ludzi już od dawna. Skłaniają do pytań – wierzących i niewierzących, zwłaszcza wtedy, gdy na świecie dzieje się źle, gdy pojawiają się kataklizmy, gdy dzieje się coś ważnego. To „książka pełna pytań o Fatimę” pisze o. prof. Stanisław C. Napiórkowski we wstępie do polskiego wydania książki, przypominając m.in. o jednym z takich wydarzeń, wokół których ogniskują się ludzkie pytania – zamachu na życie Jana Pawła II. Sam papież zresztą wspomina w ostatniej książce ""Tożsamość i tajemnica"" o nici łączącej to wydarzenie z fatimskimi objawieniami. ","
Segreto non svelato : non tutto è stato detto : le profezie di Fatima celano ancora un mistero. ","
2005-01-01 ","
2005-01-01 ","
133 ","
polski ","
Wojciech Bernasiewicz ",,
"
Kuchnia moja pasja ",Magda Gessler,"
kulinaria, przepisy kulinarne ",Edipresse,"
8360160694 ",,,"
2005-01-01 ","
2005-01-01 ","
231 ","
polski ",,"

Z początku nie byłam specjalnie przekonana do tej książki, ogladając fotografie poszczegolnych potraw, które wydawały się bardzo trudne do zrobienia. Z ciekawości przeczytałam kilka przepisów- okazało się, że potrawy te są proste w wykonaniu, mają tylko często dość wyszukane składniki (półprodukty). Z resztą w przedmowie Pani Magda Gessler zaznacza, ze Jej potrawy będą się składały z być może droższych i mniej pospolitych składników, za to efekt końcowy wynagrodzi te trudy. Teraz zamierzam wypróbować czegoś w praktyce- myślę, że dopiero wtedy naprawdę obiektywnie będę mogła ocenić książkę. A sama książka jest wykonana bardzo ładnie- format troszkę nietypowy, ale jakoś to nie przeszkadza, na co drugiej stronie fotografie pyszności, jakie mamy szansę upichcić, trzymając się przepisu. Kuchnia generalnie raczej polska z różnymi ""wariacjami""- mnie osobiście kilka razy pociekla slinka ;). 

Z początku nie byłam specjalnie przekonana do tej książki, ogladając fotografie poszczegolnych potraw, które wydawały się bardzo trudne do zrobienia. Z ciekawości przeczytałam kilka przepisów- okazało się, że potrawy te są proste w wykonaniu, mają tylko często dość wyszukane składniki (półprodukty). Z resztą w przedmowie Pani Magda Gessler zaznacza, ze Jej potrawy będą się... 

więcej



mniej





Pokaż mimo to


",
"
Sznaucer ",praca zbiorowa,"
flora i fauna ",Galaktyka,"
8389896257 ","
Seria PIES NA MEDAL szczegółowo omawia poszczególne rasy psów. Stara się przekazać wszystko to, co powinien wiedzieć odpowiedzialny, obecny, lub przyszły właściciel psa. Przedstawia historie rasy, wzorzec i argumenty za i przeciw posiadaniu właśnie tego psa. Czytelnik znajdzie tu niezbędne informacje o żywieniu i wychowaniu, a także codziennej pielęgnacji i zdrowiu, typowych dla rasy dolegliwościach i potrzebach. ",,"
2005-01-01 ","
2005-01-01 ","
64 ","
polski ",,,
"
Kulturowe konteksty baśni. T. 1, Rozigrana córa mitu ",praca zbiorowa,"
nauki społeczne (psychologia, socjologia, itd.) ",Centrum Sztuki Dziecka,"
8385036830 ","
Niniejsza książka prezentuje prace naukowe poświęcone sztuce dla dzieci i młodzieży. Są tu omówione zagadnienia związane ze współczesna sztuka młodego pokolenia, formami artystycznymi, kierunkami rozwoju, metodami animacji w środowisku dzieci i młodzieży.

Jedynie w baśniach czarodziejska kula - ten pierwszy prototyp radia, telewizora, magnetofonu i kamery- mówiła niektórym z nas, co się dzieje w innych częściach świata, zaś pierwszy pocałunek nie był zapowiedzią grzechu, lecz przepoczwarzenia się obrzydliwej żaby w piękną księżniczkę lub przystojnego księcia. Baśń zapowiada, wspomina i podsumowuje. Najpewniej każda epoka żyje takimi baśniami, na jakie zasługuje. Z jednej strony, w historii człowieka baśń miała swoje lepsze i gorsze dni; z drugiej - takie same strony ma w historii baśni sam człowiek. Trudno w każdym razie wyobrazić sobie naszą historię, która działaby się obok jakichkolwiek baśni. Nic, więc dziwnego, że tym razem właśnie baśń ma być głównym motywem spotkania artystów, ludzi pióra i naukowców na XV Biennale Sztuki dla Dziecka.
Chcemy poszukać baśni we współczesnym świecie, zapytać o ich artystyczną i moralną kondycję, sposób istnienia i recepcję. Znajdziemy we współczesności najpewniej wiele baśni - zarówno te wiekowe, z długimi już brodami, jak i te, które urodziły się wczoraj lub, co najwyżej przedwczoraj. Stare baśnie muszą nauczyć się żyć z baśniami nowymi; baśnie nowe muszą zaś pogodzić się z tym, że zawsze przychodzą na świat wypełniony już jakimiś starszymi od nich baśniami.
Wciągu ostatnich lat wiele się wydarzyło. Intelektualiści lubią mówić o końcu lub zmierzchu - historii, państwa, człowieka, religii, wartości. Nie umiemy patrzeć na świat inaczej, jak przez media. Jedni postrzegają w nich lunetę, która wszystko przybliża; drudzy rozpoznają w nich lunetę odwróconą, która wszystko oddala. Podobnie bywało z baśnią - czasami do życia przybliżała, czasami od niego oddalała: wydawać by się nawet mogło, że jako co nieco archaiczna nie pasuje już do dzisiejszego, rozpędzonego świata. W baśni przecież nawet promień światła potrafi spóźnić się na własne śniadanie.
Mają swoje baśnie dorośli, mają je i dzieci. Być może zresztą są to wciąż te same baśnie, tyle, że za każdym razem inaczej widziane, słyszane i myślane. Kochamy baśnie i zarazem z innymi baśniami zdradzamy je. Jak widać, baśń wciąż daje do myślenia.
Prof. Roman Kubicki 


pod red. Grzegorza Leszczyńskiego ",,"
2005-01-01 ","
2005-01-01 ","
224 ","
polski ",,,
"
Tańcząc z panną Garbo ",Mariusz Kuleta,"
literatura piękna ",Avalon,"
8391849716 ",,,"
2005-01-01 ","
2005-01-01 ",,"
polski ",,"

No cóż. Autorowi udało się do końca utrzymać mnie w uczuciu kompletnej nieświadomości sensu tego dzieła. Kilkanaście historii i postaci jakoś mgliście ze sobą powiązanych lub może nawet wcale.. Dobrnąłem do ostatniej strony tylko dla zasady. 

No cóż. Autorowi udało się do końca utrzymać mnie w uczuciu kompletnej nieświadomości sensu tego dzieła. Kilkanaście historii i postaci jakoś mgliście ze sobą powiązanych lub może nawet wcale.. Dobrnąłem do ostatniej strony tylko dla zasady. 



Pokaż mimo to


",
"
Korespondencja pomiędzy Zdzisławem Beksińskim a Piotrem Dmochowskim. Lata 1997 - 2003 ",Zdzisław Beksiński,"
biografia, autobiografia, pamiętnik ",Varia-APD,"
8392243404 ","
Niniejszym przedstawiam drugi tom mojej korespondencji ze
Zdzisławem Beksińskim. Obejmuje on lata od 1997 do 2003.
Przypominam że wstęp do pierwszego tomu zawiera szereg
istotnych wyjaśnień odnoszących się do całości korespondencji
traktowanej nie jako beletrystyka lecz jako dokument. Określają
one więc w jakich owa korespondencja przebiegała warunkach,
jak była rejestrowana, jak została odtworzona etc. Do owego
wstępu odsyłam wiec zainteresowanego czytelnika usilnie
zalecając mu jego lekturę bez której szereg kwestii pozostanie dla
niego niezrozumiałych.

Piotr Dmochowski ",,"
2005-01-01 ","
2005-01-01 ","
786 ","
polski ",,,
"
Start w nieskończoność. Biografia asa Polskich Skrzydeł, pilota Dywizjonu 303 Mariana Pisarka ",Krzysztof Kubala,"
biografia, autobiografia, pamiętnik ",Wydawnictwo Adam Marszałek,"
8374411325 ","
Książka opowiada o życiu i dokonaniach wybitnego pilota myśliwskiego poległego w walce nad Francją. Ppłk Marian Pisarek urodził się niedaleko Warszawy w 1912r. Ukończył Korpus Kadetów nr 2 w Chełmnie i Szkołę Podchorążych Piechoty w Ostrowii Mazowieckiej. Jako podporucznik przeszkolił się na pilota myśliwskiego. Należał do elity zrzeszającej około 350 oficerów i podoficerów II RP. Od początku wojny walczył w składzie 141. Eskadry Toruńskiego 4. Pułku Lotniczego i odnosił sukcesy.
W październiku 1939r. przedostał się do Francji. Tu nie zdążył latać bojowo. Okazja do tego czynu nadarzyła się w Wielkiej Brytanii. Należąc do Dywizjonu 303 uczestniczył w Bitwie o Anglię, stając się jednym z bohaterów książki Arkadego Fiedlera. Za zasługi, generał Władysław Sikorski udekorował go Srebrnym Krzyżem Virtuti Militari. W 1941r. latał w Dywizjonie 315, dowodził Dywizjonem 308. Pod jego komendą Dywizjon stał się w 1941r. jedną z najlepszych jednostek myśliwskich stacjonujących w Wielkiej Brytanii a sam Pisarek jednym z najskuteczniejszych polskich pilotów latających na myśliwcach. ",,"
2005-01-01 ","
2005-01-01 ","
311 ","
polski ",,"

Bardzo dobra książka o jednym z naszych podniebnych ułanów. Nigdy dość wiedzy o polskich bohaterach Battle of Britain. 

Bardzo dobra książka o jednym z naszych podniebnych ułanów. Nigdy dość wiedzy o polskich bohaterach Battle of Britain. 



Pokaż mimo to


",
"
Blask godności. O etyce Karola Wojtyły i nie tylko ",Jan Galarowicz,"
filozofia, etyka ",Antyk,"
8389637294 ","
Moje poszukiwania filozoficzne zmierzają od wielu lat do adekwatnego opisu i interpretacji doświadczenia etycznego. Przygotowując się do urzeczywistnienia tego zamiaru, staram się przemyśleć przede wszystkim cztery stanowiska etyczne: fenomenologiczną etykę wartości, myśl etyczną Karola Wojtyły, etykę dialogiczną oraz etykę odpowiedzialności.
(…) Dwa są centra tematyczne Blasku godności: myśl etyczna Karola Wojtyły – Jana Pawła II, oraz moje własne próby analizy doświadczenia etycznego.
Prezentację stanowiska etycznego Karola Wojtyły – Jana Pawła II poprzedzam dwoma blokami tematycznymi: w pierwszym nawiązuję do fenomenologicznej etyki wartości, natomiast drugi stanowi coś w rodzaju tła dla etyki Karola Wojtyły – referuję w nim najważniejsze kierunki katolickiej myśli etycznej w Polsce.  ",,"
2005-01-01 ","
2005-01-01 ","
305 ","
polski ",,"

W świetle niedawnej beatyfikacji wydaje mi się przydatna. Warto wiedzieć co tak naprawdę mówił, uważał i głosił człowiek uznawany za żywy drogowskaz dla ludzkości i sumienie świata, którego wizerunek nosi się na koszulkach, breloczkach, medalikach itp.
Początek książki może trochę zniechęcać, jest przepełniony informacjami i trudnymi słowami. Ale potem wszystko się rozjaśnia, autor tłumaczy większość niezrozumiałych terminów. W zapamiętaniu informacji pomaga to, że niektóre tematy są poruszane wielokrotnie, pewne fragmenty co jakiś czas się powtarzają.
I co najważniejsze książka nie jest tylko o etyce Karola Wojtyły, oprócz omówienie jego poglądów przedstawione zostały poglądy Schelera (fenomenologiczna etyka wartości) Dietricha von Hildebranda (jego wersja fenomenologicznej etyki wartości, poszerzona o kontekst katolicyzmu) oraz polskich etyków, z których twórczości czerpał Wojtyła lub tych, którzy jego myśl kontynuują.
Autor rozpoczyna analizę polskiej katolickiej myśli etycznej od 20-lecia międzywojennego, gdzie omawia głównie nurt tomistyczny, potem przychodzi do personalizmu, aby na końcu zaprezentować poglądy Stróżewskiego i Tischnera.
W zasadniczej części książki głównym tematem jest etyka Karola Wojtyły. Etyka ta została omówiona obszernie i myślę, że wyczerpała temat na poziomie podstawowym. Wywód rozpoczyna się od filozoficznych inspiracji idei kapłaństwa Jana Pawła II, przechodzi przez studia i szkice o antropologii, analizę stanowiska Wojtyły wobec różnych stanowisk etycznych, opisuje kontynuację Osoby i czynu oraz na koniec odpowiada na pytanie, czy Karol Wojtyła był eudajmonistą (eudajmonizm - stanowisko etyczne głoszące, że szczęście jest najwyższą wartością i celem życia ludzkiego; eudajmonista rozumie szczęście inaczej, niż zazwyczaj rozumie się je współcześnie: nie jako subiektywne zadowolenie, ale jako pewien stan zachodzący na skutek właściwego postępowania).
Oprócz prezentacji prac Wojtyły z czasów krakowskich, czytelnik może zapoznać się z przesłaniem zawartym w encyklice papieża Veritatis splendor dotyczącej dylematów w teologii moralnej. Autor książki omawia każdą część encykliki po kolei, przybliżając w jasny sposób papieskie nauczanie.
Na zakończenie autor przedstawia także własne przemyślenia.
Na uwagę zasługuje również obszerna bibliografia i odwołania do dzieł różnych filozofów, etyków, teologów, socjologów itp. Zbiór tylu publikacji dotyczących personalizmu i innych prądów w etyce pomaga w pisaniu prac, czy pogłębianiu wiedzy na dany temat. 

W świetle niedawnej beatyfikacji wydaje mi się przydatna. Warto wiedzieć co tak naprawdę mówił, uważał i głosił człowiek uznawany za żywy drogowskaz dla ludzkości i sumienie świata, którego wizerunek nosi się na koszulkach, breloczkach, medalikach itp.
Początek książki może trochę zniechęcać, jest przepełniony informacjami i trudnymi słowami. Ale potem wszystko się... 

więcej



mniej





Pokaż mimo to


",
"
Cycus i Penias na randce ",Kasper Debbie,"
literatura piękna ",Philip Wilson,"
8372361878 ","
Cycus i Penias na randce to kontynuacja książki Kobiety są z Cycus, mężczyźni z Peniasa . Ta parodia poradników dotyczących związków damsko-męskich takich jak na przykład głośne prace Johna Graya z cyklu Mężczyźni są z Marsa, kobiety są z Wenus niezwykle dowcipnie żongluje psychologicznymi schematami, wykpiwa rozpowszechnione stereotypy, jest zarazem zabawna i prowokująca. Autorzy z humorem podsuwają czytelnikom sposoby przetrwania poszczególnych faz romansu, udzielają zaskakujących i prześmiesznych odpowiedzi na pytania, które każdy z nas chciałby zadać. ",,"
2005-01-01 ","
2005-01-01 ","
11 ","
polski ",,"

Książka jest parodią poradników o stosunkach damsko-męskich. Oryginału nie czytałam więc nie wiem jak się ona ma do niego, ale napisana jest przez dwoje komików estradowych więc wydawałoby się, że powinna być zabawna. I teraz mam dylemat bo albo ja się nie znam albo ten rodzaj żartu nie dotarł do mnie. Nie mogę powiedzieć, że polecam. 

Książka jest parodią poradników o stosunkach damsko-męskich. Oryginału nie czytałam więc nie wiem jak się ona ma do niego, ale napisana jest przez dwoje komików estradowych więc wydawałoby się, że powinna być zabawna. I teraz mam dylemat bo albo ja się nie znam albo ten rodzaj żartu nie dotarł do mnie. Nie mogę powiedzieć, że polecam. 



Pokaż mimo to


",
"
Legendy i podania z powiatu raciborskiego ",Ewa Wawoczny,"
literatura piękna ",WAW,"
8389802023 ","
Pozycja kataloguje 200 legend i podań z Raciborszczyzny, prezentowanych w podziale na gminy: Racibórz, Kuźnia Raciborska, Krzyżanowice, Krzanowice, Rudnik, Pietrowice Wielkie, Nędza i Kornowac. Czytelnik dowie się wszystkiego o: zaginionych pałacach, zapadłych karczmach, duchach, strzygach, czarownicach i utopcach. znakomity materiał do edukacji regionalnej w skali całego Górnego śląska. ",,"
2005-01-01 ","
2005-01-01 ","
224 ","
polski ",,,
"
XX wiek - proza ",Marian Szulc,"
językoznawstwo, nauka o literaturze ",Pinnex,"
8389265427 ","
Tom 9 to prezentacja prozy XX wieku.

SPIS TREŚCI
Tomasz Mann
Marcel Proust
James Joyce
Franz Kafka
Robert Musil
Jorge Luis Borges
Julio Cortazar
Realizm socjalistyczny
Nouveau roman - francuska nowa powieść
Realizm magiczny
Proza amerykańska XX wieku i początków XXI wieku
Literatura popularna: romans ",,"
2005-01-01 ","
 2005-01-01 ","
360 ","
polski ",,,
