title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Serce ",Dietrich von Hildebrand,"
religia ",W drodze ,"
83-85008-39-X ","
""Serce"" von Hildebranda to głęboka filozoficzno-religijna analiza ludzkiej uczuciowości i nie mniej wnikliwe rozważania na temat uczuciowości Boga-Człowieka. ","
Über das Herz ","
1985-01-01 ","
1985-01-01 ","
190 ","
polski ","
Jan Koźbiał ",,
"
Biuro matrymonialne ",Hervé Bazin,"
literatura piękna ",Książka i Wiedza,"
830511385X ","
Emerytowany policjant w roli Świętego Mikołaja, zakochana w niewidomym grajku ułomna służąca, klienci biura matrymonialnego, złodziejaszek, który postanowił być uczciwy, sprytne małżeństwo organizujące pogrzeb odsądzonej od czci prostytutki oto tylko kilka zaledwie postaci z jakże bogatej galerii bohaterów tych oryginalnych, o nieoczekiwanych pointach opowiadań. Świeży i bogaty język, pełen to zjadliwej, to pobłażliwej ironii, niebanalny rysunek psychologiczny postaci, pochwała wyższych wartości moralnych – oto dominujące cechy prezentowanych w tym tomie opowiadań.
Tom 85 serii Koliber wydawnictwa Książka i Wiedza. ","
Le Bureau des mariages. Chapeau bas ","
1985-01-01 ","
1985-01-01 ","
189 ","
polski ","
Maria Fedecka-Nelken ","

Książka zawiera aż osiem świetnych opowiadań. Są to w kolejności: ""Święty Mikołaj"", ""Kaleczka"", ""Znaleźne"", ""Biuro matrymonialne"", ""Znawca Serc Ludzkich"", ""Pomyłka"", ""Testament"", ""Nic się nigdy nie dzieje"". Pochodzą one z dwóch tomów opowiadań: ""Bureau des mariages"" z roku 1951 oraz ""Chapeau bas"" z roku 1963. Niezwykle udany ów wybór opowiadań zasługuje na pochwały.
Życie ludzkie. To interesuje głównie autora nowel. Jak mawiała bohaterka ostatniego opowiadania: ""Otóż to właśnie"". Życie poszczególnych ludzi w określonym, krótkim okresie tu zostało ukazane, przedstawione czytelnikom w każdym z opowiadań. Tylko tyle i aż tyle. Opowiadania obyczajowe i psychologiczne, które ukazują ludzką naturę, które pozwalają popatrzeć na człowieka z różnych perspektyw, stron oraz zastanowić się nad losem człowieczym w rozmaitej skali.
Napisać dobre opowiadanie nie jest łatwo. W tymże książkowym przypadku autorowi ośmiokrotnie ta sztuka się udała. Całość można nawet ocenić na zdecydowanie wyższą ocenę niż dobrą. I taką ocenę też wystawiam - 8/10. Za całość czytelniczych wrażeń, za styl, język i jakość opowiadań, za ciekawą tematykę, za interesujące pomysły i ich znakomite realizacje. Za wszystko, całokształt, ogół. ""Otóż to właśnie"". 

Książka zawiera aż osiem świetnych opowiadań. Są to w kolejności: ""Święty Mikołaj"", ""Kaleczka"", ""Znaleźne"", ""Biuro matrymonialne"", ""Znawca Serc Ludzkich"", ""Pomyłka"", ""Testament"", ""Nic się nigdy nie dzieje"". Pochodzą one z dwóch tomów opowiadań: ""Bureau des mariages"" z roku 1951 oraz ""Chapeau bas"" z roku 1963. Niezwykle udany ów wybór opowiadań zasługuje na pochwały.
Życie... 

więcej



mniej





Pokaż mimo to


;

Zbiór opowiadań z serii ""kolibra"", tym razem trzymający całkiem dobry poziom. Okładka, jak zwykle w tej serii, raczej niskich lotów, ale wewnątrz znaleźć można historie z życia zwykłych ludzi, postawionych w sytuacjach zmiany. Jest tu małżeństwo wygrywające nagrodę, grubas piszący porady miłosne w gazecie, kaleka brzydula znajdująca miłość, czy stary weteran, zmuszony do odgrywania św. Mikołaja. Wszystkie postacie, choć w różnych sytuacjach, doświadczają jakiegoś porywu serca zmuszającego ich do zmiany planów i przyzwyczajeń. 
Na pewno jest to książka, z którą można przyjemnie spędzić czas, ale raczej nie pobudzi do jakichś głębokich refleksji, czy zastanowienia nad życiem. 

Zbiór opowiadań z serii ""kolibra"", tym razem trzymający całkiem dobry poziom. Okładka, jak zwykle w tej serii, raczej niskich lotów, ale wewnątrz znaleźć można historie z życia zwykłych ludzi, postawionych w sytuacjach zmiany. Jest tu małżeństwo wygrywające nagrodę, grubas piszący porady miłosne w gazecie, kaleka brzydula znajdująca miłość, czy stary weteran, zmuszony do... 

więcej



mniej





Pokaż mimo to


;

Wzięte przypadkowo - bo jak już się porządkuje biblioteczkę, to można przy okazji poczytać książki, o których istnieniu się zapomniało - a sprawiło wielką przyjemność. Dobrze napisane, a poza tym zaskakujące - mimo swojej objętości i kierunku, w którym zdaje się prowadzić czytelnika Bazin - tak więc ""Biuro matrymonialne"" pokazuje, że da się jeszcze pisać dobre opowiadania. No a poza tym, to chyba jedyna, albo jedna z niewielu, pozycja, gdzie wszystkie opowiadania trzymają jeden, dość wysoki, poziom. 

Wzięte przypadkowo - bo jak już się porządkuje biblioteczkę, to można przy okazji poczytać książki, o których istnieniu się zapomniało - a sprawiło wielką przyjemność. Dobrze napisane, a poza tym zaskakujące - mimo swojej objętości i kierunku, w którym zdaje się prowadzić czytelnika Bazin - tak więc ""Biuro matrymonialne"" pokazuje, że da się jeszcze pisać dobre opowiadania.... 

więcej



mniej





Pokaż mimo to


;

Jakże dziwne wydaje się nam, dzisiejszym czytelnikom, spotkanie z literaturą ""po prostu"". Z prozą, która opowiada historie i w nich pokazuje coś, co zdaniem autora jest warte pokazania, co może czytelnikom pomóc zrozumieć, pomóc zobaczyć. Taka jest ta książka, kupiona na pchlim targu za złotówkę. Warta jest więcej niz cała półka tzw. ""bestsellerów"" po pięć dych każdy.
Tylko tłumaczenie - aczkolwiek bardzo dobre - zrobiono jak dla tekstów dziewiętnastowiecznych. Styl przywodzi na myśl choćby Balzaca, musiałem sobie przypominać, że to opowiadania sprzed niewiele ponad pół wieku. 

Jakże dziwne wydaje się nam, dzisiejszym czytelnikom, spotkanie z literaturą ""po prostu"". Z prozą, która opowiada historie i w nich pokazuje coś, co zdaniem autora jest warte pokazania, co może czytelnikom pomóc zrozumieć, pomóc zobaczyć. Taka jest ta książka, kupiona na pchlim targu za złotówkę. Warta jest więcej niz cała półka tzw. ""bestsellerów"" po pięć dych każdy.
Tylko... 

więcej



mniej





Pokaż mimo to


;

Najlepsze opowiadanie ze zbioru, to te, o miłości brzydkiej, kulawej kelnerki o pięknym głosie, z niewidomym grajkiem(nie pamiętam tytułu). Dobrze pokazane stereotypy inwalidów i starych panien podtrzymywane przez niezbyt rozgarniętą gawiedź. Mimo, że to opowiadanie raczej dla romantycznych pań, to zrobiło mi się bardzo miło, gdy para zagrała na nosie okrutnemu żartownisiowi, który przedstawił ich sobie dla żartu - niewidomy grajek i szpetna, kulawa kobieta o anielskim głosie. Ciekawy klimat francuskiej knajpy.
Drugie miejsce zajmuje opowiadanie o klientach biura matrymonialnego. Miłość nie jedno ma imię, dobrze jest sobie o tym przypomnieć. Inne czasy, inni, spokojniejsi ludzie.
Reszty opowiadań nie pamiętam tak dokładnie, ale nie odstawały poziomem. ogólnie polecam, szczególnie lubiącym francuskie klimaty ?połowy? XX wieku 

Najlepsze opowiadanie ze zbioru, to te, o miłości brzydkiej, kulawej kelnerki o pięknym głosie, z niewidomym grajkiem(nie pamiętam tytułu). Dobrze pokazane stereotypy inwalidów i starych panien podtrzymywane przez niezbyt rozgarniętą gawiedź. Mimo, że to opowiadanie raczej dla romantycznych pań, to zrobiło mi się bardzo miło, gdy para zagrała na nosie okrutnemu... 

więcej



mniej





Pokaż mimo to


;

lu 

lu 



Pokaż mimo to


;

Opowiadania z czasów zanim wymyślono ""postmodernizm"", kiedy to w modzie było kontynuowanie wielkich tradycji literackich. Bazin spogląda na brzydkich maluczkich i odkrywa ich piękno. A czasem nawet piękno... 

Opowiadania z czasów zanim wymyślono ""postmodernizm"", kiedy to w modzie było kontynuowanie wielkich tradycji literackich. Bazin spogląda na brzydkich maluczkich i odkrywa ich piękno. A czasem nawet piękno... 



Pokaż mimo to
 

;

Niby tak, ale jednak nie. Czytanie sprawia przyjemność, ale rzeczywiście, język przywodzi na myśl zdecydowanie inne czasy. I jednak czuję się trochę rozczarowana - opowiadania nie są złe, ale mam wrażenie, że to wszystko już gdzieś czytałam. 

Niby tak, ale jednak nie. Czytanie sprawia przyjemność, ale rzeczywiście, język przywodzi na myśl zdecydowanie inne czasy. I jednak czuję się trochę rozczarowana - opowiadania nie są złe, ale mam wrażenie, że to wszystko już gdzieś czytałam. 



Pokaż mimo to


;

Kilka niedługich opowiadań o nieoczekiwanych pointach. 

Kilka niedługich opowiadań o nieoczekiwanych pointach. 



Pokaż mimo to


;

Bardzo wciągające, błyskotliwe opowiadania. Jedyną ich wadą jest to, że tak szybko się je czyta... 

Bardzo wciągające, błyskotliwe opowiadania. Jedyną ich wadą jest to, że tak szybko się je czyta... 



Pokaż mimo to


",
"
Zarys wszechświata personalistycznego i inne pisma ",Pierre Teilhard de Chardin,"
religia ",Instytut Wydawniczy PAX,"
8321106013 ",,,"
1985-01-01 ","
1985-01-01 ","
349 ","
polski ",,,
"
Pod znakiem pandy ",Antonina Leńkowa,"
nauki przyrodnicze (fizyka, chemia, biologia, itd.) ",Krajowa Agencja Wydawnicza,"
8303010603 ",,,"
1985-01-01 ","
1985-01-01 ","
245 ","
polski ",,,
"
Doktor Panteusz w przemianach ",Placyd Jankowski,"
literatura piękna ",Państwowy Instytut Wydawniczy,"
8306010590 ","
Wybór opowiadań i powieści Placyda Jankowskiego. ",,"
1985-01-01 ","
1985-01-01 ","
606 ","
polski ",,,
"
Portugalia ",Roman Dobrzyński,"
literatura podróżnicza ",Wiedza Powszechna,"
8321402496 ",,,"
1985-01-01 ","
1985-01-01 ","
271 ","
polski ",,,
"
Przebudzenie etnicznej Ameryki ",Michael Novak,"
historia ",Państwowy Instytut Wydawniczy,"
8306011147 ",,"
The rise of the unmeltable ethnics ","
1985-01-01 ","
1985-01-01 ","
376 ","
polski ","
Hanna Pawlikowska ",,
"
Three Girls ",Frances Paige,"
literatura obyczajowa, romans ",Corgi Books,,"
As the student quarter of Paris vibrated to the onset of the 1968 riots, three girls, attending a language school nearby, knew they would never forget their time together.
Tricia - child of a strict English Catholic upbringing, beautiful and intelligent, but inhibited by her background.
Jan - a free-spirited American from a wealthy Southern family.
Crystel - daughter of southern French peasants, with all the practical good sense of her rural forebears.
As Tricia chooses marriage. Jan forms a doomed liaison with a black American, and Crystel consoles herself with a successful career, they learn painfully and often tragically, that there is no freedom and that life is based on compromise and commitments... ","
Three Girls ","
1985-01-01 ",,"
339 ","
angielski ",,,
"
Wolność mądrości ",Władysław Kluz OCD,"
religia ",Wydawnictwo Wrocławskiej Księgarni Archidiecezjalnej TUM,,"
Krótkie, poetyckie rozważania nad Listami św. Jakuba, św. Piotra, św. Judy i Dziejami Apostolskimi. ",,"
1985-01-01 ","
1985-01-01 ","
304 ","
polski ",,,
"
Chrześcijaństwo średniowieczne XI-XV wiek ",Jan Wierusz Kowalski,"
religia ",Krajowa Agencja Wydawnicza,"
8303010204 ",,,"
1985-01-01 ","
1985-01-01 ","
212 ","
polski ",,"

Warto przeczytać. Publikacja wolna od propagandowej narracji rzymskokatolickiej pomimo że napisana przez przedstawiciela kleru. Polecam. 

Warto przeczytać. Publikacja wolna od propagandowej narracji rzymskokatolickiej pomimo że napisana przez przedstawiciela kleru. Polecam. 



Pokaż mimo to


",
