title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Atlas Kosmosu. Saturn ",praca zbiorowa,"
astronomia, astrofizyka ",Hachette Polska,"
9788328233157 ",,,"
2021-01-01 ","
2021-01-01 ","
96 ","
polski ",,"

Klejnocik dla mnie, domorosłego astronoma i fanki Saturna. Piękne grafiki. Dość wyczerpujące informacje o tej niezwykłej planecie. Tak mało ludzi zdaje sobie sprawę z tego, że dość nieźle można obserwować Saturna przez lornetkę. 

Klejnocik dla mnie, domorosłego astronoma i fanki Saturna. Piękne grafiki. Dość wyczerpujące informacje o tej niezwykłej planecie. Tak mało ludzi zdaje sobie sprawę z tego, że dość nieźle można obserwować Saturna przez lornetkę. 



Pokaż mimo to


",
"
Jak negocjować w trudnych czasach, czyli negocjuj 3 ",Wojciech WoŇļniczka,"
biznes, finanse ",Self Publishing ,"
9788394302443 ",,,"
2021-01-01 ","
2021-01-01 ",,,,,
"
Historie z Wall Street ",Edwin Lefèvre,"
biznes, finanse ",Trading Jam,,,"
Wall Street Stories ","
2021-01-01 ","
2021-01-01 ","
176 ","
polski ","
Małgorzata Halaba ","

Nie wiem skąd tak niskie oceny. Historie jakkolwiek krótkie są bardzo ciekawe. 

Nie wiem skąd tak niskie oceny. Historie jakkolwiek krótkie są bardzo ciekawe. 



Pokaż mimo to


",
"
Zrób projekt typo ",Hugh D'andrade,"
poradniki ",d2d.pl,,"
Bez względu na to, czy jesteś doświadczonym profesjonalistą, który chce uzupełnić swoje portfolio, czy też nowicjuszem z laptopem pełnym programów do projektowania, których jeszcze nie opanowałeś, w tej książce znajdziesz wszystko, czego potrzebujesz.

W kilkudziesięciu projektach autorzy przeprowadzą cię, od początku do końca, przez najdrobniejsze szczegóły projektowania książek, składu czasopism, produkcji plakatów i wszelkich innych projektów do druku.

Książka „Zrób projekt typo” to wskazówki i wiedza, które pomogą Ci udoskonalić umiejętności projektowe, pogłębić wiedzę na temat krojów pisma i poznać historię projektowania graficznego.

Każda rozdział to dogłębna analiza prawdziwych projektów aktywnych zawodowo projektantów: książka kucharska, plakat koncertowy, animowany baner internetowy, infografika, a nawet skromna wizytówka.

Przy okazji przedstawiane są porady i triki pozwalające zaoszczędzić czas, ujawniane są sekrety zawodowych projektantów graficznych z kilkudziesięcioletnim stażem – a wszystko to z niezbędną dawką dowcipu.

ZRÓB PROJEKT TYPO ZAPEWNIA

szeroką gamę projektów typograficznych – od wizytówki po książkę,
zrozumienie zasad projektowania związanych z tworzeniem efektownych projektów graficznych
zapoznanie się ze krojami pisma i typografią oraz ich wykorzystaniem w pracy artystycznej.
Wskazówki i techniki dla najbardziej efektywnych praktyk pracy ",,"
2021-01-01 ","
2021-01-01 ",,"
polski ",,"

Kompendium o pracy dla projektantów.

W jaki sposób projektanci graficzni myślą o swojej pracy?

Skąd biorą się ich pomysły?

Skąd pochodzą? 
Jakich sztuczek i narzędzi używają, jakie kroje pisma wybierają - i czym się kierują i jakie są powody tych wyborów? Jest wiele książek o projektowaniu,
ale niewiele jest książek napisanych przez projektantów, dla projektantów, zgłębiających ich proces pracy krok po kroku. 


Nie wierzysz sam. Się przekonaj. 

Kompendium o pracy dla projektantów.

W jaki sposób projektanci graficzni myślą o swojej pracy?

Skąd biorą się ich pomysły?

Skąd pochodzą? 
Jakich sztuczek i narzędzi używają, jakie kroje pisma wybierają - i czym się kierują i jakie są powody tych wyborów? Jest wiele książek o projektowaniu,
ale niewiele jest książek napisanych przez projektantów, dla projektantów,... 

więcej



mniej



Oznaczone jako spoiler 

Pokaż mimo to


",
"
Po jasnej stronie mocy. O terapii skoncentrowanej na rozwiązaniach (TSR) ",Luis Alarcon Arias,"
nauki społeczne (psychologia, socjologia, itd.) ",Teofrast,"
9788366708754 ","
Terapia skoncentrowana na rozwiązaniach (TSR) trafiła do Polski w latach dziewięćdziesiątych i od tamtej pory zyskuje coraz większe zainteresowanie wśród psychologów, psychoterapeutów, osób zajmujących się pracą z młodzieżą czy pracujących w ośrodkach pomocy społecznej. Podejście to znalazło również zastosowanie w obszarach innych niż terapeutyczne – w więziennictwie, edukacji oraz biznesie.

W ciągu dwóch minionych dekad, w ramach Centrum Terapii Skoncentrowanej na Rozwiązaniach – CTSR przeszkoliliśmy kilka tysięcy osób. Wielu naszych absolwentów przekazuje dalej wiedzę na temat TSR. W Po jasnej stronie mocy prezentujemy nie tylko teorię i filozofię leżącą u podstaw terapii skon- centrowanej na rozwiązaniach, ale także praktyczne zastosowanie założeń powyższego podejścia.

Choć głównym odbiorcą tej książki będą zapewne psychologowie i terapeuci zainteresowani TSR, to jednak postanowiliśmy przybliżyć zastosowanie tego podejścia także w innych obszarach. Jak wynika z naszej wiedzy oraz naszych doświadczeń i obserwacji, założenia leżące u podstaw TSR można śmiało wykorzystać w wielu kontekstach pracy psychologicznej z drugim człowiekiem.

Luis Alarcon Arias, Igor Rotberg ",,"
2021-01-01 ","
2021-01-01 ","
200 ","
polski ",,,
"
Tappi i tajemniczy gość ",Marta Kurczewska,"
literatura dziecięca ",Zielona Sowa,"
9788381547024 ",,,"
2021-01-01 ","
2021-01-01 ",,"
polski ",,"

Woow. To było nasze pierwsze spotkanie z tym autorem i bohaterem i wielka szkoda że dopiero teraz zważywszy że bohaterami są tu przedszkolaki 
Znakomicie napisane, naprawdę na wysokim poziomie a jednocześnie w sposób zrozumiały dla dzieci
Moje dzieci w wieku lat 7 i 9 i były totalnie wciągnięte w fabułę Czekały na rozwiązanie zagadki. Zresztą ja, choć dorosła też;). Na ogromny plus bohaterowie, ale też przekaz tej opowieści
Na pewno przeczytamy więcej książek o Tappim 

Woow. To było nasze pierwsze spotkanie z tym autorem i bohaterem i wielka szkoda że dopiero teraz zważywszy że bohaterami są tu przedszkolaki 
Znakomicie napisane, naprawdę na wysokim poziomie a jednocześnie w sposób zrozumiały dla dzieci
Moje dzieci w wieku lat 7 i 9 i były totalnie wciągnięte w fabułę Czekały na rozwiązanie zagadki. Zresztą ja, choć dorosła też;). Na... 

więcej



mniej





Pokaż mimo to


;

Najbardziej cenię wszystkie książki o Tappim za humor, ciepło, empatię, i pacyfistyczne rozwiązywanie konfliktów. Wspaniałe opowiadania 💚❤🧡💜
Warto też wspomnieć, że książki są pięknie wydane, cudownie zilustrowane, i naprawdę przyjemnie się z nimi obcuje!
Świetna fabuła, liczne zwroty akcji, przygód moc. Na to liczą dzieci i u Mortki to dostają!!

Fantastyczna literatura! 

Najbardziej cenię wszystkie książki o Tappim za humor, ciepło, empatię, i pacyfistyczne rozwiązywanie konfliktów. Wspaniałe opowiadania 💚❤🧡💜
Warto też wspomnieć, że książki są pięknie wydane, cudownie zilustrowane, i naprawdę przyjemnie się z nimi obcuje!
Świetna fabuła, liczne zwroty akcji, przygód moc. Na to liczą dzieci i u Mortki to dostają!!

Fantastyczna literatura! 



Pokaż mimo to


",
"
Paddington pozdrawia ",Michael Bond,"
literatura dziecięca ",Znak emotikon,"
9788324050901 ",,"
Love from Paddington ","
2021-01-01 ","
2021-01-01 ","
377 ","
polski ","
Aleksandra Kamińska ",,
"
Bóg żyje w Holandii ",Andrea Galli,"
reportaż ",Espirit,"
9788366859371 ","
RAPORT O STANIE WIARY

Współczesna Holandia to jeden z najbardziej oddalonych od Chrystusa krajów Europy, choć przez wieki tamtejszy Kościół rozwijał się prężnie, dzieląc się wiarą z innymi narodami. Wszystko zmieniło się w latach sześćdziesiątych. To wtedy Holandia zapomniała o Bogu.

Czy jest możliwe, aby w państwie, w którym dozwolona jest eutanazja, zalegalizowane są narkotyki, gdzie promuje się skrajnie indywidualistyczną kulturę, a każdego dnia zamykanych jest kilka kościołów, mogła odnowić się żywa wiara?

Kardynał Willem J. Eijk jest prawdziwym świadkiem Chrystusa. Wierny Tradycji i Ewangelii, codziennie walczy o Prawdę i o Boga. Mimo fali hejtu i wielkiej presji, nie boi się sprzeciwiać kulturze śmierci i indywidualizmu. W wywiadzie przeprowadzonym przez włoskiego dziennikarza poznajemy kulisy upadku Kościoła w Holandii oraz historię walki kardynała o to, by wytrwać w opozycji do świata. Ten głos to ostrzeżenie dla nas – chrześcijan w Polsce, ponieważ także my będziemy musieli przeciwstawić się nadciągającej fali sekularyzacji i ateizacji.

Kardynał Willem Jacobus Eijk – holenderski duchowny rzymskokatolicki, arcybiskup Utrechtu i tym samym prymas Niderlandów od 2008 r., przewodniczący Konferencji Episkopatu Holandii w latach 2011–2016.
Andrea Galli – włoski dziennikarz związany z katolickim dziennikiem „Avvenire”.

Historia holenderskiego Kościoła katolickiego w XX wieku pełna jest wzlotów i upadków, a kard. Willem Eijk, który był ich świadkiem i uczestnikiem, potrafi opowiadać o nich pasjonująco. A co najważniejsze, nie wpatruje się w przeszłość, ale ukazuje szlak dalszej wędrówki i budzi nadzieję.
W czasach, kiedy wschodnia cześć Europy zaczęła z opóźnieniem powtarzać dawne błędy Zachodu, świadectwo prymasa Holandii – niezłomnego obrońcy nauczania etycznego Jana Pawła II – staje się lekturą niemal obowiązkową.
DOMINIKA KRUPIŃSKA, teolog, historyk, autorka bloga „Adoptuj kościół w Holandii”

Gdybym miał wymienić europejskich duchownych, których widziałbym w przyszłości na Stolicy Piotrowej, na czele Kościoła, to kard. Willem J. Eijk byłby bardzo wysoko na takiej liście. Może nawet na pierwszym miejscu. Holandia to kraj, który kojarzymy z odrzuceniem chrześcijaństwa i z upadkiem kultury katolickiej. Ta opinia wydaje się jednak uproszczona. Owszem, Kościół w Holandii jest dziś niewielki, ale zachowuje żywą wiarę i kard. Eijk jest tego Kościoła twarzą.
TOMASZ ROWIŃSKI, redaktor i publicysta ","
Dio vive in Olanda ","
2021-01-01 ","
2021-01-01 ","
148 ","
polski ",,"

Niewielkich gabarytowo rozmiarów książka prezentująca czytelnikowi kondycję kościoła katolickiego, a szerzej chrześcijaństwa, w Holandii, kiedyś bastionu protestantyzmu, a dziś ziemi misyjnej, gdzie cywilizacja śmierci spowodowała prawdziwe spustoszenie w duszach Holendrów.
Publikacja jest traktowana jako przestroga dla Polski przed postępującą laicyzacją i zmianami społecznymi na których końcu jest tzw. cywilizacja śmierci. Choć wielokrotnie w książce rozmowa schodzi na temat przyczyn dechrystianizacji Holandii to pozostaje pewien niedosyt u czytelnika. Argumenty prymasa Eijka nie do końca udzielają odpowiedzi na to jak to się stało, że Holandia do lat 60-tych kraj chrześcijański w ciągu zaledwie dekady zmienił się o 180 stopni. Argument, że wzrost dobrobytu spowodował oparcie całej kultury na hiperindywidualizmie nie przekonują do końca. Wydaje się, że problem jest zdecydowanie głębszy i sięga czasów zdecydowanie wcześniejszych (pamiętajmy, że po zajęciu Holandii przez Niemców w 1940 r. bardzo wielu Holendrów urzekł narodowy socjalizm-ideologia na wskroś antychrześcijańska). 
Wachlarz tematów jest jedna zdecydowanie bogatszy i dotyczy najróżniejszych tematów w tym spraw rodzinnych, dzieciństwa i młodości prymasa Eijka. Z tej części rozmów wyłania się duchowny oddany Chrystusowi i misji jego kościoła. Duchowny stojący, na przekór wszystkiemu, na stanowisku ortodoksi katolickiej i wierzący, że kościół ma w Holandii przyszłość. Wierzący, że ci co pozostali przy nim są zaczynem nowego plonu mimo złej sytuacji.
I miejmy nadzieję, że prymas Holandii się nie myli. 

Niewielkich gabarytowo rozmiarów książka prezentująca czytelnikowi kondycję kościoła katolickiego, a szerzej chrześcijaństwa, w Holandii, kiedyś bastionu protestantyzmu, a dziś ziemi misyjnej, gdzie cywilizacja śmierci spowodowała prawdziwe spustoszenie w duszach Holendrów.
Publikacja jest traktowana jako przestroga dla Polski przed postępującą laicyzacją i zmianami... 

więcej



mniej





Pokaż mimo to


;

""Współczesna Holandia to jeden z najbardziej oddalonych od Chrystusa krajów Europy, choć przez wieki tamtejszy Kościół rozwijał się prężnie, dzieląc się wiarą z innymi narodami. Wszystko zmieniło się w latach sześćdziesiątych. To wtedy Holandia zapomniała o Bogu"".

Czy zapomniała?

Byliśmy ciekawi jak to rzeczywiście wygląda, gdy w 2018 roku postanowiliśmy wyjechać do Holandii. Było to ponad rok po naszym nawróceniu, zmianie myślenia o 180 stopni. 
Tkwiło w nas prawdziwe przekonanie, że właśnie tu mamy się znaleźć i że znajdziemy tu Boga. Zostawiliśmy pracę, rozdaliśmy rzeczy i z tym co się zmieściło w aucie ruszyliśmy.

Czy się udało znaleźć Boga w Holandii?

Jestem pewna, że gdy sami mamy w sercu Boga, to znajdziemy go wszędzie.
Takie nastawienie z pewnością przejawia kard. Willem Jacobus Eijk, a przekonać się o tym możemy czytając rozmowę z Andreą Gallim, ujętą choć w niewielkich rozmiarów, to jednak niezwyklej cennej, książeczce ""Bóg żyje w Holandii"". 

Kard. Willem, choć prawdziwy świadek Chrystusa, wierny Tradycji i Ewangelii, codziennie walczący o Prawdę i o Boga, wypełniony zapałem do niesienia Dobrej Nowiny, od chwili, gdy postanawia iść za powołaniem kapłańskim, niejeden raz zderza się z murem. Nawet ojciec się go wyrzeka i nie jest mile widziany w domu. 

Kardynał opowiada o niesieniu prawdy Kościoła przeciwko dozwolonej w kraju eutanazji, aborcji, o indywidualistycznej kulturze w kraju, gdzie każdego dnia zamykany jest jakiś kościół.
Czy w takim miejscu może odnowić się wiara? 

Przyznam, że gdybym mogła nie odrywać się od tej książki, przeczytałabym ją na jeden raz. Dla mnie, jako osoby żyjącej w Holandii, a jednak pochodzącej z Polski, to niezwykle ciekawa i cenna lektura. I czytając ją miałam cały czas na sercu nie tylko Holandię, ale i naszą Ojczyznę. To opowieść niosąca wielkie świadectwo, trudną prawdę, ale na pewno i nadzieję. 

""Współczesna Holandia to jeden z najbardziej oddalonych od Chrystusa krajów Europy, choć przez wieki tamtejszy Kościół rozwijał się prężnie, dzieląc się wiarą z innymi narodami. Wszystko zmieniło się w latach sześćdziesiątych. To wtedy Holandia zapomniała o Bogu"".

Czy zapomniała?

Byliśmy ciekawi jak to rzeczywiście wygląda, gdy w 2018 roku postanowiliśmy wyjechać do... 

więcej



mniej





Pokaż mimo to


;

Po tę książkę sięgnęłam z ciekawości - jaki jest rzeczywisty stan wiary w Holandii? Obraz sytuacji znany nam z mediów ukazuje Holandię jako kraj, gdzie Kościół praktycznie już nie funkcjonuje. Kardynał Eijk daje nam nadzieję - wiara wciąż istnieje, funkcjonuje w narodzie holenderskim, tyle że jest trochę jak naród polski u Mickiewicza - ,,wewnętrznego ognia sto lat nie wyziębi"". Chociaż warunki życia dla katolika nie są tam łatwe, to społeczność Kościoła wciąż trwa i działa. O tym właśnie wewnętrznym żarze opowiada kardynał. Oby mógł kiedyś na nowo przerodzić się w Chrystusowy wulkan, jakim był kiedyś. Polecam każdej osobie zainteresowanej stanem Kościoła katolickiego na świecie - mi książka pomogła także w wymiarze duchowym, pozwalając docenić m. in. dostęp do Eucharystii, który mam każdego dnia, co w Holandii zdecydowanie nie jest oczywiste. 

Po tę książkę sięgnęłam z ciekawości - jaki jest rzeczywisty stan wiary w Holandii? Obraz sytuacji znany nam z mediów ukazuje Holandię jako kraj, gdzie Kościół praktycznie już nie funkcjonuje. Kardynał Eijk daje nam nadzieję - wiara wciąż istnieje, funkcjonuje w narodzie holenderskim, tyle że jest trochę jak naród polski u Mickiewicza - ,,wewnętrznego ognia sto lat nie... 

więcej



mniej





Pokaż mimo to


;

,,A teraz przemówił Pan, który mnie ukształtował od urodzenia na swego Sługę, bym nawrócił do Niego Jakuba i zgromadził Mu Izraela (…). Ustanowię cię światłością dla pogan, aby moje zbawienie dotarło aż do krańców ziemi’’. Iz 49,5-6

Czy jest to możliwe, aby odnaleźć Boga w kraju, który radykalnie odrzuca chrześcijaństwo? Który z pokolenia na pokolenie traci wiarę w Syna Bożego? 

Takim krajem, wcale nie dalekim nam, jest Holandia. Kardynał Wilhelm Jacobus Eijk przedstawia blaski i cienie Kościoła w Niderlandach. W wywiadzie z autorem książki- Andreą Gallim porusza mnóstwo istotnych kwestii i problemów, z jakimi dziś zmaga się Kościół, duszpasterze i wierni, w wielu już państwach Europy pod wpływem zalewającej je ateizacji. 

Holandia to kraj, w którym m.in. zalegalizowano aborcję, eutanazję, małżeństwa homoseksualne, narkotyki. Nikogo to już nie dziwi w tej indywidualistycznej kulturze. 

Osobiście urzekła mnie postać kardynała i jestem pełna podziwu wobec jego działań i zdeterminowanej postawy. Przedstawia pewne kwestie bioetyczne nie tylko z perspektywy wiary, ale łączy je także z perspektywą lekarską, ponieważ sam ukończył studia medyczne. Co czuł kiedy jako jedyny z pośród wielu odmawiał pacjentowi eutanazji? 

Książka jest (moim zdaniem) także pewnym ostrzeżeniem dla wszystkich katolików, przed tym co dzieje się w świecie, który o Bogu zdaje się nieustannie zapominać. Czy jest to możliwe, aby w takim miejscu narodziła się żywa wiara? Podczas, gdy jest się zalewanym falą hejtu, oszczerstwami, a nawet ludzie odnoszą się do kogoś takiego z wyraźną pogardą? Skąd czerpać siły, aby walczyć o PRAWDĘ? 

Uważam, że jest to bardzo ważna publikacja, mimo swojej nie tak dużej objętości 😀 i dziękuję wydawnictwu esprit za możliwość zapoznania się z nią. 

,,A teraz przemówił Pan, który mnie ukształtował od urodzenia na swego Sługę, bym nawrócił do Niego Jakuba i zgromadził Mu Izraela (…). Ustanowię cię światłością dla pogan, aby moje zbawienie dotarło aż do krańców ziemi’’. Iz 49,5-6

Czy jest to możliwe, aby odnaleźć Boga w kraju, który radykalnie odrzuca chrześcijaństwo? Który z pokolenia na pokolenie traci wiarę w Syna... 

więcej



mniej





Pokaż mimo to


;

Bardzo ciekawa pozycja, przedstawiająca sytuację obecnej wiary oraz przedstawiająca bolączki ""otwartości"" na dialog 

Bardzo ciekawa pozycja, przedstawiająca sytuację obecnej wiary oraz przedstawiająca bolączki ""otwartości"" na dialog 



Pokaż mimo to


",
"
Ptaki za miedzą. Opowieści o mieszkańcach pól, łąk, pastwisk i wsi ",Maciej Cmoch,"
reportaż ",Paśny Buriat,"
9788396124951 ","
Kiedy odwiedzam malownicze rejony bagien biebrzańskich, często rozmawiam z lokalnymi mieszkańcami. Zazwyczaj zadaję im wtedy pytanie, co zmieniło się w przyrodzie najbardziej w ciągu ostatnich kilkudziesięciu lat. Wszyscy stwierdzają jednogłośnie – na polach i łąkach jest znacznie mniej ptaków. Niestety, moje obserwacje i badania również to potwierdzają. Z książki Macieja Cmocha dowiemy się, co jest tego przyczyną. Autor w rzetelny i skrupulatny sposób analizuje, co stało za sukcesem ptaków zasiedlających tereny rolnicze, ich ścisłe relacje z człowiekiem i do czego to doprowadziło w czasach powszechnej intensyfikacji produkcji rolnej.
Największą zaletą tej książki jest połączenie wiedzy naukowej z obserwacjami i doświadczeniami autora, który będąc jednocześnie fotografem przyrody i osobą biorącą udział w projektach czynnej ochrony ptaków, ma niezwykły zmysł obserwacji otaczającej nas przyrody, no i dar opowiadania o niej.

Adam Zbyryt, biolog, ornitolog, popularyzator nauki ",,"
2021-01-01 ","
2021-01-01 ","
262 ","
polski ",,,
"
Insulinooporność - młodsza siostra otyłości ",Luiza Napiórkowska,"
zdrowie, medycyna ",Biko Paweł Napiórkowski,,"
Opis ze strony autorki:
Masa Twojego ciała jest za duża?
Tkanka tłuszczowa kumuluje się w okolicy brzucha?
Twoje samopoczucie spada? Rzadziej się uśmiechasz?
Masz problemy skórne?
Być może w rozwija się u Ciebie INSULINOOPORNOŚĆ.
A co byś powiedziała (a może powiedział), gdyby okazało się, że najważniejszą terapię insulinooporności masz na wyciągnięcie ręki? Zawsze tam, gdzie jesteś. Całodobowo. I że możesz stosować ją zgodnie z własnym planem dnia, elastycznie do Twoich obowiązków?

Często nie doceniamy możliwości, które każdy z nas ma, i które pomagają pozytywnie wpłynąć na nasze zdrowie. Warto to zmienić! Aby to zrobić, potrzebny jest solidny plan działania i wskazówki oparte na wiedzy, nauce i doświadczeniu. Znajdziesz je w tej książce. ","
Insulinooporność - młodsza siostra otyłości. 5 kroków do wyleczenia ","
2021-01-01 ","
2021-01-01 ","
161 ","
polski ",,"

Panią Doktor poznałam poprzez Instagrama. Długo zabierałam się do kupna książki ale w końcu ją kupiłam I BYŁO WARTO. Książka ta opisuje insulinooporność w bardzo prosty i rozumiały sposób dla pacjenta. Czyta ją się bardzo szybko i dobrze- dzięki bardzo ciekawym schematom i odpowiedniej czcionce można wszystko w sposób bardzo szybki zrozumieć.
Zachęcam do miłej lektury 

Panią Doktor poznałam poprzez Instagrama. Długo zabierałam się do kupna książki ale w końcu ją kupiłam I BYŁO WARTO. Książka ta opisuje insulinooporność w bardzo prosty i rozumiały sposób dla pacjenta. Czyta ją się bardzo szybko i dobrze- dzięki bardzo ciekawym schematom i odpowiedniej czcionce można wszystko w sposób bardzo szybki zrozumieć.
Zachęcam do miłej lektury 



Pokaż mimo to


;

Mam insulinooporność od 15 lat. Tydzień temu z okazji moich 45 urodzin dostałem od mojej żony książkę Pani Doktor Luizy Napiórkowskiej. Przyznam że ten prezent mnie bardzo zdziwił i zaskoczył-był nietypowy. Następnego dnia otworzyłem książkę z zamiarem obejrzenia jej....
Kiedy ją otworzyłem bardzo mocno się pozytywnie zaskoczyłem. Książka jest napisana w sposób prosty i bardzo zrozumiały. Dzięki jej zrozumiałem jakie błędy popełniałem w przeszłości w moim leczeniu ale także ta książka bardzo mnie ZMOTYWOWAŁA do walki z insulinoopornością. Dzięki przeczytaniu tej książki zmieniłem swój styl życia i mam teraz najlepsze wyniki jakie miałem od 15lat. Zapraszam do ciekawej lektury 

Mam insulinooporność od 15 lat. Tydzień temu z okazji moich 45 urodzin dostałem od mojej żony książkę Pani Doktor Luizy Napiórkowskiej. Przyznam że ten prezent mnie bardzo zdziwił i zaskoczył-był nietypowy. Następnego dnia otworzyłem książkę z zamiarem obejrzenia jej....
Kiedy ją otworzyłem bardzo mocno się pozytywnie zaskoczyłem. Książka jest napisana w sposób prosty i... 

więcej



mniej





Pokaż mimo to


;

Polecam książkę! Czyta się jak rozmowę z panią doktor. Podoba mi się duża ilość obrazków i wyjaśnienie po ludzku problemu. Bardzo dużo z niej zapamiętałam i zrozumialam. 

Polecam książkę! Czyta się jak rozmowę z panią doktor. Podoba mi się duża ilość obrazków i wyjaśnienie po ludzku problemu. Bardzo dużo z niej zapamiętałam i zrozumialam. 



Pokaż mimo to


;

Doktor Luizę poznałam na Instagramie. Prowadzi ciekawy profil, bardzo merytoryczny. Stwierdziłam, że książka też musi taka być. Niestety po przeczytaniu jej bardzo się zawiodłam. Po pierwsze cena. Nowa książka w chwili pisana tej opinii kosztuje 59zł. 145 stron napisanych ogromną czcionką oraz dużo obrazków, które nic nie wnoszą. Sama treść książki jest bardzo, bardzo uboga. Autorka skupia się na nieistotnym opisywaniu badań zamiast konkretnie wytłumaczyć chociażby taką podstawową rzecz jaką jest ładunek glikemiczny (o indeksie tylko wspomniała chociaż to kolejna bardzo istotna kwestia). Daje oklepane, wszystkim znane rady bez jakiegokolwiek rozwinięcia. Przykładem tego jest to jak wspomniała jak ważny jest sen. Dodała, że praca zmianowa ma się nijak do prawidłowej higieny snu. I TYLE. Ja to wiem, każdy to wie... Ale chciałabym dowiedzieć się z książki napisanej przez doktor nauk medycznych czegoś więcej niz to co mogę przeczytać na każdym możliwym blogu o tematyce zdrowotnej. 

Doktor Luizę poznałam na Instagramie. Prowadzi ciekawy profil, bardzo merytoryczny. Stwierdziłam, że książka też musi taka być. Niestety po przeczytaniu jej bardzo się zawiodłam. Po pierwsze cena. Nowa książka w chwili pisana tej opinii kosztuje 59zł. 145 stron napisanych ogromną czcionką oraz dużo obrazków, które nic nie wnoszą. Sama treść książki jest bardzo, bardzo... 

więcej



mniej





Pokaż mimo to


;

Doktor Lu poznałam dzięki jej publikacji na blogu medycznym Okiem Doktor Luizy. Publikuje ona regularne treści m. in z zakresu endokrynologii, diabetologii czy chorób wewnętrznych. 

Po książkę "" Insulinooporność-młodsza siostra otyłości. 5 kroków do wyleczenia"" sięgnęłam z nieskrywaną ekscytacją chcąc lepiej zrozumieć mechanizm powstawania choroby i czynniki, które mają wpływ na nasz organizm. 

Uważam publikację za punkt obowiązkowy wszystkich osób z IO. Dlaczego? 
Już tłumaczę. 
Książka zawiera mnóstwo informacji na temat schematu powstawania IO oraz powiązanych z nią problemów zdrowotnych. Podzielona jest na 5 części. Każda z nich zawiera osobny temat, który dopełnia całość. 
Informacje podane są w sposób łatwy do zrozumienia a liczne analogie i odniesienia do codzienności pozwalają lepiej wchłonąć przekaz.

Polecam ! 

Doktor Lu poznałam dzięki jej publikacji na blogu medycznym Okiem Doktor Luizy. Publikuje ona regularne treści m. in z zakresu endokrynologii, diabetologii czy chorób wewnętrznych. 

Po książkę "" Insulinooporność-młodsza siostra otyłości. 5 kroków do wyleczenia"" sięgnęłam z nieskrywaną ekscytacją chcąc lepiej zrozumieć mechanizm powstawania choroby i czynniki, które mają... 

więcej



mniej





Pokaż mimo to


;

Pozycja nie warta ceny i czasu zmarnowanego na przeczytanie jej. Jest dużo innych lepszych, ciekawszych książek o insulinooporności. Nie polecam. 

Pozycja nie warta ceny i czasu zmarnowanego na przeczytanie jej. Jest dużo innych lepszych, ciekawszych książek o insulinooporności. Nie polecam. 



Pokaż mimo to


",
