title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Historie ",Günter Grass,"
literatura piękna ",Wydawnictwo Literackie,"
8308018947 ","
Opowiadania.
W pierwszym wydaniu niemieckim (1968), jako autor figuruje Artur Knoff.
Nie jest to stały pseudonim Grassa, użył go tylko w tej książce. ","
Geschichten ","
1988-01-01 ","
1988-01-01 ","
44 ","
polski ","
Wawrzyniec Sawicki ","

Od kilkunastu tygodni ""męczę się"" z książką ""Raz w roku w Skiroławkach"". O tym szerzej w następnej recenzji. Tymczasem, wzięli mnie do wojska, na dwa miesiące. Myślałem, że da radę zakończyć Nienackiego w takim czasie. Niestety natłok obowiązków, egzaminy na podporucznika i sam Wrocław pokazał, że stać mnie tylko i wyłącznie na krótką formę.

Zabrałem ze sobą ""Historie"" Günter Grass'a. Książeczka zawiera czterdzieści kilka stron i niewielką ilość tekstów, a co za tym idzie, powinienem ją przeczytać o wiele szybciej niż jakąkolwiek inną w tym roku. Nie spodziewałem się czegoś rewelacyjnego, ale też miałem lekką nadzieję, że twórca ""Blaszanego bębenka"" zostawi mnie z czymś więcej na twarzy, niż z poirytowaniem...

Napisane pod pseudonimem krótkie historie, nie wnoszą zupełnie nic do mojej mózgownicy. Wyjęte niczym z wywiadów z kolorowych gazet fragmenty wypowiedzi, które składają się na poszczególne opowieści. Nędza!

Po tygodniu nawet nie pamiętam, o czym był którykolwiek epizod... Przypomina mi się scena z ""Sensu życia według Monty Pythona"", kiedy ""zużyta"" rodzeniem dzieci kobieta podczas zmywania naczyń urodziła kolejne i nawet tego nie zauważyła. Krótkie formy przeczytałem szybko, bezinwazyjnie i bez zainteresowania. Polecić nie mogę.


http://majinfox.blogspot.com/ 

Od kilkunastu tygodni ""męczę się"" z książką ""Raz w roku w Skiroławkach"". O tym szerzej w następnej recenzji. Tymczasem, wzięli mnie do wojska, na dwa miesiące. Myślałem, że da radę zakończyć Nienackiego w takim czasie. Niestety natłok obowiązków, egzaminy na podporucznika i sam Wrocław pokazał, że stać mnie tylko i wyłącznie na krótką formę.

Zabrałem ze sobą ""Historie""... 

więcej



mniej





Pokaż mimo to


;

Wydanie kieszonkowe, trzynaście mini-opowiadanek na zaledwie czterdziestu stronach...
Zbiorek tych mikro-utworów otwiera ""Historia historii"", swoisty wstęp do całości:

""Znamy się wszystkie przelotnie. Nie zawsze kłaniamy się sobie. Zaczynamy się, kończymy i cierpimy za każdym razem na przesunięty środek ciężkości. Czasami zamieniamy nazwiska i miasta na przepisy kucharskie i wypadki drogowe. Nasz program niestety gdzieś przepadł. Tematy otrzymujemy gratis Ponieważ nie dowierzamy koniunkturze, więc wykorzystujemy także buble, na przykład niespokojne sny o wieprzowinie, za ciasne buty, zwyczaje karnawałowe (...). Niektóre z nas są zmyślone. Wiele zostało podarowanych. Można nas czytać na głos.""

I takie to są opowieści - krótkie błyski dnia codziennego, jakby w fotograficznym ujęciu. Są to banalne historie, które dzieją się wokół nas, ale które kryją gdzieś głęboko na dnie odbicie historii. Każdy utwór to inna perspektywa oglądu oraz nieco odmienna stylistyka. Nie brak tu ironii, symboliki, odwołań do literatury i kultury.

Grass wydał je (1966) pod pseudonimem Artur Knoff, aż do 1984 nie zorientowano się, że wyszły spod pióra znanego niemieckiego pisarza (mimo jego portretu na okładce), dopóki nie opublikował ich już pod swoim właściwym nazwiskiem. 

http://dajprzeczytac.blogspot.com/ 

Wydanie kieszonkowe, trzynaście mini-opowiadanek na zaledwie czterdziestu stronach...
Zbiorek tych mikro-utworów otwiera ""Historia historii"", swoisty wstęp do całości:

""Znamy się wszystkie przelotnie. Nie zawsze kłaniamy się sobie. Zaczynamy się, kończymy i cierpimy za każdym razem na przesunięty środek ciężkości. Czasami zamieniamy nazwiska i miasta na przepisy... 

więcej



mniej





Pokaż mimo to


",
"
Pęknięte lustra Temidy ",Marian Bijoch,"
reportaż ",Wydawnictwo Prawnicze,"
8321904386 ","
Reportaże sądowe pod redakcją Marka Rymuszki. ",,"
1988-01-01 ","
1988-01-01 ",,"
polski ",,,
"
Une Femme ",Annie Ernaux,"
biografia, autobiografia, pamiętnik ",Gallimard,"
9782070382118 ","
Annie Ernaux s'efforce ici de retrouver les différents visages et la vie de sa mère, morte le 7 avril 1986, au terme d'une maladie qui avait détruit sa mémoire et son intégrité intellectuelle et physique. Elle, si active, si ouverte au monde. Quête de l'existence d'une femme, ouvrière, puis commerçante anxieuse de «tenir son rang» et d'apprendre. Mise au jour, aussi, de l'évolution et de l'ambivalence des sentiments d'une fille pour sa mère : amour, haine, tendresse, culpabilité, et, pour finir, attachement viscéral à la vieille femme diminuée.
«Je n'entendrai plus sa voix... J'ai perdu le dernier lien avec le monde dont je suis issue.» ","
Une Femme ","
1988-01-01 ","
1988-01-01 ",,"
polski ",,,
"
Paszkwil na samego siebie ",Zygmunt Kałużyński,"
publicystyka literacka, eseje ",Państwowy Instytut Wydawniczy,"
83-06-01631-9 ","
Publicystyka, ale prywatna. Dziennikarstwo, ale intymne. Te określenia zawierają sprzeczność i wyglądają na humorystyczne bądź na ironiczne. Tymczasem oddają w skrócie zamiar tej książki. Tak jest. 

Zygmunt Kałużyński:

Uprawiałem długo krytykę filmową i wtedy byłem oczywiście zmuszony odnotowywać premiery, tak jak one następowały. Bowiem dziennikarstwo jest to sekretarzowanie opinii, spisuje się co właśnie wisi w powietrzu: zajęcie podobne do pracy meteorologa, po którym spodziewamy się, dzień po dniu, rejestracji pogody.
Ale co powiedzieć o meteorologu, którego zaczynają na przykład bawić kolory obłoków, któremu układają się one w kształty i nagle widzi na niebie dromadera? Nikt nie oczekuje, by snuł on podobne skojarzenia. Tymczasem zaczęły mnie one nachodzić. Wziąłem się więc do ich notowania... ",,"
1988-01-01 ","
1988-01-01 ","
247 ","
polski ",,"

Pozycja bardzo nierówna, chwilami uroczy gawędziarz potrafiący przeskakiwać z tematu na temat, w ogóle nie gubiąc głównego wątku. Kiedy indziej znów uparty komuch, który próbuje dyskutować przy pomocy argumentów niewiele lepszych niż Jasio z 2b, usiłujący zagiąć księdza przez pytanie o taki ciężki kamień, żeby Pan Bóg nie mógł go podnieść. 

Pozycja bardzo nierówna, chwilami uroczy gawędziarz potrafiący przeskakiwać z tematu na temat, w ogóle nie gubiąc głównego wątku. Kiedy indziej znów uparty komuch, który próbuje dyskutować przy pomocy argumentów niewiele lepszych niż Jasio z 2b, usiłujący zagiąć księdza przez pytanie o taki ciężki kamień, żeby Pan Bóg nie mógł go podnieść. 



Pokaż mimo to


;

Autoironiczny stuprocentowy pasjonat sztuki. Bardzo niezależna głowa jak na Polaka. 

Autoironiczny stuprocentowy pasjonat sztuki. Bardzo niezależna głowa jak na Polaka. 



Pokaż mimo to


",
"
Zioła w apteczce domowej ",Krystyna Suchorska-Tropiło,"
poradniki ",ALFA,"
8370011861 ","
W niniejszym opracowaniu z całej mnogości ziół zostały wybrane te gatunki, które odznaczają się wielostronnym działaniem i które nie zawierają związków silnie działających. Mogą one nam służyć jako proste leki, herbatki, a także środki kosmetyczne.
Czytelnicy tego poradnika będą mogli zapoznać się z krótką charakterystyką wybranych roślin i surowców z nich otrzymywanych oraz ich działaniem i zastosowaniem, Zamieszczono tu również wykaz prostych mieszanek do kąpieli ziołowych oraz podano wskazówki do stosowania ziół w celach higieniczno-kosmetycznych. ",,"
1988-01-01 ","
1988-01-01 ","
112 ","
polski ",,"

Dobry poradnik z przystępnymi opisami roślin oraz kilkoma przepisami na mieszanki ziołowe. Zabawne jest to, że znalazłam 3 błędy ortograficzne. 

Dobry poradnik z przystępnymi opisami roślin oraz kilkoma przepisami na mieszanki ziołowe. Zabawne jest to, że znalazłam 3 błędy ortograficzne. 



Pokaż mimo to


",
"
Wakacje z babcią ",Ilse Kleberger,"
literatura dziecięca ",Nasza Księgarnia,"
8310090889 ","
""Wakacje z babcią"" - to druga pozycja z cyklu książek o niezwykłej babci, która wychowuje sześcioro swych wnuków. Syn babci, ojciec tak licznej rodziny, jest nauczycielem, matka prowadzi dom, a babcia zajmuje się dziećmi i to w dość szczególny sposób, bo też i sama babcia jest szczególna. Jeździ brawurowo na wrotkach i łyżwach, ma dopinany sztuczny kok, nieodłączną czarną parasolkę oraz równie nieodłączną gadającą papużkę. Mimo staromodnego stroju babcia jest osobą na wskroś nowoczesną, szeroko znaną w całej okolicy zarówno przez dorosłych, jak i wszystkie dzieci.
Babcia zna się na leczeniu chorób i na dobrym wychowaniu, jest surowa, ale sprawiedliwa, ma poczucie humoru i jest pełna najoryginalniejszych pomysłów, dzięki którym życie jej wnuków jest najwspanialszą przygodą. ","
Ferien mit Oma ","
1988-01-01 ","
1988-01-01 ","
140 ","
polski ","
Wiesława Skład ","

Moja książka dzieciństwa, którą nie pamiętam czy przeczytałam !!! Teraz zaś była to cudowna przygoda i powrót do wakacji kiedy to właśnie spędzało się je u babci lub z babcią :) to były przygody. Tutaj mamy to samo kiedy trójka dzieci pojechała na wakacje wozem z koniem. Skąd wóz? dlaczego takie wakacje? Jakie przygody spotkały dzieci? I kogo poznały? Trzeba koniecznie przeczytać !!! Zero wulgarności. 

Moja książka dzieciństwa, którą nie pamiętam czy przeczytałam !!! Teraz zaś była to cudowna przygoda i powrót do wakacji kiedy to właśnie spędzało się je u babci lub z babcią :) to były przygody. Tutaj mamy to samo kiedy trójka dzieci pojechała na wakacje wozem z koniem. Skąd wóz? dlaczego takie wakacje? Jakie przygody spotkały dzieci? I kogo poznały? Trzeba koniecznie... 

więcej



mniej





Pokaż mimo to


;

Jedna z moich ulubionych książek z dzieciństwa. Polubiłam zarówno babcię jak i wszystkie dzieci. Jako dorosła osoba, pod pretekstem przeczytania dziecku, zakupiłam na allegro pierwszą część tego cyklu. Nie zawiodłam się - jest również fantastyczna. 

Jedna z moich ulubionych książek z dzieciństwa. Polubiłam zarówno babcię jak i wszystkie dzieci. Jako dorosła osoba, pod pretekstem przeczytania dziecku, zakupiłam na allegro pierwszą część tego cyklu. Nie zawiodłam się - jest również fantastyczna. 



Pokaż mimo to


;

Babcia Pieselang nie jest zwykłą babcią, bo zwykłe babcie raczej nie jeżdżą brawurowo na wrotkach. Przynajmniej moja nie jeździła, nawet na rowerze nie śmigała, bo zapomniała jak to się robi. Naprawdę, powiedzenie ""tego się nie zapomina, to jak z jazdą na rowerze"" możecie między bajki włożyć. 

W ""Wakacjach z babcią"" przeżyjemy przygodę, bo czy wpakowanie się całą rodzinką do wozu objazdowego magika i wyruszenie w świat przygodą nie jest? Ale to oczywiście nie wszystko! Nauczymy się trochę gotować, pozwiedzamy, umożliwimy odnalezienie się rozdzielonej rodzinie i przede wszystkim dowiemy się, że warto być dobrym i pomagać innym. Dodatkiem do tej historii są pięknie ilustracje, a całość stanowi jedno z moich najmilszych wspomnień z dzieciństwa. 

Babcia Pieselang nie jest zwykłą babcią, bo zwykłe babcie raczej nie jeżdżą brawurowo na wrotkach. Przynajmniej moja nie jeździła, nawet na rowerze nie śmigała, bo zapomniała jak to się robi. Naprawdę, powiedzenie ""tego się nie zapomina, to jak z jazdą na rowerze"" możecie między bajki włożyć. 

W ""Wakacjach z babcią"" przeżyjemy przygodę, bo czy wpakowanie się całą rodzinką... 

więcej



mniej





Pokaż mimo to


;

Równo z książką ""Dzieci z Bullerbyn"" na pozycji ""lidera"" ulubionych książek z dzieciństwa! Genialna, przeczytałam (tak jak tą wcześniej wymienioną) kilkanaście razy:D
Co dziwne- dopiero teraz dowiedziałam się, odnajdując tą książkę na tym portalu i przypominając sobie jej tytuł (bo nigdy go nie mogłam zapamiętać), że jest to druga część cyklu... Nie przeczytałam nigdy tej pierwszej części, bo w mojej szkolnej bibliotece była tylko ta druga (wiem o tym, bo całą bibliotekę już dawno wyczytałam XD). 

Równo z książką ""Dzieci z Bullerbyn"" na pozycji ""lidera"" ulubionych książek z dzieciństwa! Genialna, przeczytałam (tak jak tą wcześniej wymienioną) kilkanaście razy:D
Co dziwne- dopiero teraz dowiedziałam się, odnajdując tą książkę na tym portalu i przypominając sobie jej tytuł (bo nigdy go nie mogłam zapamiętać), że jest to druga część cyklu... Nie przeczytałam nigdy tej... 

więcej



mniej





Pokaż mimo to


","
W końcu babcia położyła kres kłótni.
- Przestańcie wreszcie paplać i posłuchajcie, co las ma wam do powiedzenia.
Zamilkli i patrzyli na gładkie, błyszczące w wieczornym słońcu jezioro. Od czasu do czasu nad powierzchnię wody wyskakiwała ryba. W lesie świergotał cicho jakiś ptak, słychać było różne szmery, szelesty i trzaski. Nagle z gąszczu wyszły na drugi brzeg jeziora dwie sarny, by napić się wody. Gdy słońce padło na ich sierść, zalśniła czerwono. Brygida kichnęła. Sarny podniosły głowy, popatrzyły na nich swymi wielkimi oczyma i kilkoma pełnymi gracji skokami zniknęły z powrotem w gąszczu. ;
Janek kiwnął głową, a po chwili rzekł z wahaniem:
- Właściwie papierosy wcale mi tak bardzo nie smakują, ale przecież muszę palić.
Babcia z zainteresowaniem spojrzała na niego.
- Dlaczego musisz palić ?
- Gdybym nie palił, inni chłopcy z naszej klasy by mnie wyśmiali i powiedzieliby, że jestem niedołęga i smarkacz, a nie mężczyzna.
- Ach, tak ! Ale czy nie byłoby bardziej po męsku, gdybyś powiedział, że nie chcesz palić ?
- Wtedy by pomyśleli,że nie umiem albo że nie mam odwagi.
- Opowiedz im, że wypaliłeś na raz pięć papierosów, jednego po drugim, a jeśli ci nie uwierzą, przyślij ich do mnie. Ja im powiem, że sama to widziałam.
Blada twarz Janka nieco się zaróżowiła.
- Świetnie, babciu ! Opowiem im, że paliłem z powodu komarów, a oni palą tylko dlatego, żeby się pochwalić, i że więcej nie będę z nimi palił.
- Jesteś na najlepszej drodze, żeby stać się mężczyzną- powiedziała babcia. ;
- A ta starsza pani to wasza babcia i pozwala, żebyście zabierali w podróż wszystkie swoje zwierzęta, i jeździ z wami cygańskim wozem ? Taką babcię też bym chciała mieć.
- A jaka była pani babcia ?
- Och, zawsze chciała, żebym nosiła piękne sukienki, i musiałam mieć czyste ręce i paznokcie i uczesane włosy, i nie mogłam się niczemu sprzeciwić, i nie pozwalała mi biegać, i nie mogłam jeść jajek, bo od tego można dostać bólu brzucha, ani pić oranżady, i nie wolno mi było mieć żadnych zwierząt, bo od tego można było zachorować.
Brygida spojrzała na nią ze współczuciem .
- Ale teraz jest pani dorosła i może robić, co tylko pani zechce.
Młoda dama potrząsnęła głową.
- Inni dorośli uważaliby, że to dziwaczne, gdybym biegała z brudnymi paznokciami i nie uczesanymi włosami, a mój narzeczony wyśmiałby mnie, gdybym zamiast wina piła oranżadę. A zwierząt też nie cierpi. "
"
Z geologią za pan brat ",Andrzej Kozłowski,"
nauki przyrodnicze (fizyka, chemia, biologia, itd.) ",Wydawnictwo Iskry,"
8320707900 ",,,"
1988-01-01 ","
1988-01-01 ","
336 ","
polski ",,"

Książka istotna, dla młodych odkrywców. Uchyla drzwi do geologii i badań minerałów, skamieniałości, warstw, osadów, śladów - zasypanych przez wieki tajemnic przeszłości naszej PLANETY.

Książki nie warto jednak zaczynać zbyt wcześnie, bo potrafi przytłoczyć i czytelnika niewprawnego zfrustrować, zamęczyć.

Najlepiej zacząć w wieku 15+...

Tekst może pomóc w pozyskaniu pięknych kamieni, kryształów, muszli i drobiazgów... np. amonitów, belemnitów, a może nawet trylobitów ...czy agatów, gipsów, kalcytów, kwarcytów, fluorytów... a także pomóc w poznaniu skali Mohsa lub w zaznajomieniu się z metodyką rozpoznawania składu skał.

Książka nie jest nowa i być może da się dziś coś lepszego znaleźć. Ja jednak darzę to wydawnictwo sentymentem. Mnie coś wyjaśniła. 

Książka istotna, dla młodych odkrywców. Uchyla drzwi do geologii i badań minerałów, skamieniałości, warstw, osadów, śladów - zasypanych przez wieki tajemnic przeszłości naszej PLANETY.

Książki nie warto jednak zaczynać zbyt wcześnie, bo potrafi przytłoczyć i czytelnika niewprawnego zfrustrować, zamęczyć.

Najlepiej zacząć w wieku 15+...

Tekst może pomóc w pozyskaniu... 

więcej



mniej





Pokaż mimo to


",
"
Mitologia Korei ",Halina Ogarek-Czoj,"
religia ",Wydawnictwa Artystyczne i Filmowe,"
8322104049 ","
Mitologia koreańska z uwzględnieniem symboliki, geomancji i wierzeń szamańskich. Zwiera kilka mitów o historii powstania Korei, są też mity buddyjskie. We wszystkich natrafimy zarówno na mityczne, niebiańskie postacie, ale też mityczne zwierzęta jak smoki czy tygrysy. ",,"
1988-01-01 ","
1988-01-01 ","
216 ","
polski ",,"

Książka Haliny Ogarek- Czoj to doskonałe kompendium wiedzy o pierwotnych wierzeniach Koreańczyków. Można przeczytać w nim o tym jak Koreańczycy tłumaczyli sobie takie zjawiska jak powstanie świata czy potop, a także o tym jakim bogom oddawali cześć. Autorka skupia się również na znaczeniu geomancji w życiu Koreańczyków, liczbach uznawanych za szczęśliwe i nieszczęśliwe oraz o przesądach związanych ze zwierzętami. Opisuje również koreańskie legendy buddyjskie oraz związki mitologii z historią Korei. Polecam. 

Książka Haliny Ogarek- Czoj to doskonałe kompendium wiedzy o pierwotnych wierzeniach Koreańczyków. Można przeczytać w nim o tym jak Koreańczycy tłumaczyli sobie takie zjawiska jak powstanie świata czy potop, a także o tym jakim bogom oddawali cześć. Autorka skupia się również na znaczeniu geomancji w życiu Koreańczyków, liczbach uznawanych za szczęśliwe i nieszczęśliwe oraz... 

więcej



mniej





Pokaż mimo to


;

Ciekawa pozycja głównie dla pasjonatów Korei oraz studentów koreanistyki. Polecam! 

Ciekawa pozycja głównie dla pasjonatów Korei oraz studentów koreanistyki. Polecam! 



Pokaż mimo to


;

Jeden istotny minus: Z uwagi na rok wydania - 1988 - romanizacja zupełnie nie zgadza się z tą obowiązującą teraz, z tą, której się nauczyliśmy i przy braku zapisów w hangulu można się tylko domyślać rzeczywistego brzmienia imion i nazw.
Poza powyższym nie mam nic do zarzucenia. Czyta się szybko i wyjątkowo przyjemnie. 

Jeden istotny minus: Z uwagi na rok wydania - 1988 - romanizacja zupełnie nie zgadza się z tą obowiązującą teraz, z tą, której się nauczyliśmy i przy braku zapisów w hangulu można się tylko domyślać rzeczywistego brzmienia imion i nazw.
Poza powyższym nie mam nic do zarzucenia. Czyta się szybko i wyjątkowo przyjemnie. 



Pokaż mimo to


;

Chyba jedyna w Polsce książka opisująca mitologię koreańską. Halina Ogarek - Czoj pisze językiem bez naukowej maniery; bardzo fajnie się to czyta, opisane są najciekawsze mity, obrzędy i święta. To ważne dzieło opisujące zanikającą niestety religię (Korea - niestety - bardzo się schrystianizowała). Ta książka będzie na pewno ciekawą lekturą dla wszystkich fanów dalekiego wschodu. 

Chyba jedyna w Polsce książka opisująca mitologię koreańską. Halina Ogarek - Czoj pisze językiem bez naukowej maniery; bardzo fajnie się to czyta, opisane są najciekawsze mity, obrzędy i święta. To ważne dzieło opisujące zanikającą niestety religię (Korea - niestety - bardzo się schrystianizowała). Ta książka będzie na pewno ciekawą lekturą dla wszystkich fanów dalekiego... 

więcej



mniej





Pokaż mimo to


",
"
Przygotowanie do małżeństwa ",Wanda Półtawska,"
nauki społeczne (psychologia, socjologia, itd.) ",WAM,"
83-7097-678-6 ","
Książka, oparta na wiedzy lekarza psychiatry i na bogatym doświadczeniu autorki z bezpośrednich kontaktów z młodzieżą zawiera wiele wnikliwych ocen i praktycznych rad oraz omawia różne postawy i sytuacje wobec tej najważniejszej dla młodych relacji między mężczyzną a kobietą jaką jest miłość, małżeństwo i rodzina. ",,"
1988-01-01 ","
1988-01-01 ","
144 ","
polski ",,,
"
Daleko a blisko. Myśli i modlitwy ",Herman-Emiel Mertens,"
poezja ",Wydawnictwo Sióstr Loretanek,"
8385013350 ","
Jesteśmy z sobą związani losem: daleko i blisko. Jesteśmy dla siebie pytaniami i odpowiedziami. Odpowiedzialni jedni za drugich. Powołani na partnerów we wspólnej przygodzie życia. Można dać wiele określeń człowieka. Również to: człowiek to istota, do której drugi przemawia i która może odpowiedzieć. Człowiek jest istotą odpowiadającą. Odpowiedzieć to wyciągnąć drugiego ze sfery anonimowej, rzeczowej, neutralnej. Uczynić z niego ""ty"", nazwać go po imieniu, promować na bliźniego. ","
VERAF EN DICHTBIJ. GEDACHTEN EN GEBEDEN ","
1988-01-01 ","
1988-01-01 ","
117 ","
polski ","
Kajetan Ambrożkiewicz ",,
