title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Metaloznawstwo-skrypt ",praca zbiorowa,"
technika ",Wydawnictwo Politechniki Gdańskiej,,"
Skrypt „Metaloznawstwo. Materiały do ćwiczeń laboratoryjnych"" jest
przeznaczony dla studentów Wydziałów: Mechanicznego, Oceanotechniki
i Okrętownictwa oraz Zarządzania i Ekonomii - studiów dziennych i zaocznych.
Mogą z niego korzystać również studenci Wydziału Chemii - studiów
dziennych, zaocznych i podyplomowych na kierunku Technologia Zabezpieczeń
Przeciwkorozyjnych.
Zgodnie z programem studiów studenci przystępujący do ćwiczeń laboratoryjnych
mają już ogólne przygotowanie z metaloznawstwa i obróbki cieplnej
poprzez wysłuchanie wcześniejszych wykładów. Niniejszy skrypt nie zawiera
więc szeregu informacji dotyczących zagadnień podstawowych, a wyłącznie
materiał objęty programem nauczania w laboratorium. Poszczególne jego
rozdziały - to tematy ćwiczeń, które wykonywane są w różnym czasie: od 2 do
4 godzin. Skrypt zawiera 15 rozdziałów. Stwarza to możliwość wyboru
tematów ćwiczeń na różnych kierunkach z uwzględnieniem ich specyfiki.
Podręcznik został opracowany przez zespół pracowników Katedry Metaloznawstwa
i Obróbki Cieplnej Politechniki Gdańskiej, prowadzących ćwiczenia
laboratoryjne z metaloznawstwa. Znane więc były zagadnienia stwarzające
studentom szczególne trudności, które starano się przedstawić w jak najbardziej
przystępny sposób.
Autorzy skryptu składają podziękowania recenzentowi Panu profesorowi
Zbigniewowi Zaczkowi oraz redaktorowi skryptów Politechniki Gdańskiej
Panu docentowi Zdzisławowi Puhaczewskiemu za wnikliwe i życzliwe uwagi
oraz Panu Jerzemu Szparadze - za trud kreślenia rysunków.
Joanna Hucińska ","
Metaloznawstwo- materiały do ćwiczeń laboratoryjnych ","
1995-01-01 ","
1995-01-01 ",,"
polski ",,,
"
Wędrówki Roślin ",Zbigniew Podbielkowski,"
flora i fauna ",Wydawnictwa Szkolne i Pedagogiczne,"
8302056154 ","
,,Wszystko co się porusza - chodzi, skacze, pełza, lata lub pływa - może zmieniać miejsce swego pobytu. A rośliny? Przytwierdzone korzeniami do podłoża, są z nim na całe życie związane; zaledwie mogą na wietrze poruszać gałęziami lub liśćmi.
A jednak i one wędrują, i to czasem nad podziw daleko, na odległość setek, a nawet tysięcy kilometrów. Bardzo często pomaga im człowiek, przenosząc je na nowe miejsca. Roślino mogą wędrować również samodzielnie, ale w specjalny sposób. Jak? Dowiesz się Czytelniku z tej książki."" ",,"
1995-01-01 ","
1995-01-01 ",,"
polski ",,,
"
Henryk IV Wielki ",Jan Baszkiewicz,"
biografia, autobiografia, pamiętnik ",Państwowy Instytut Wydawniczy,"
83-06-02423-0 ","
Biografia Henryka IV Wielkiego (Henri IV de France), pierwszego władcy Francji z Dynastii Burbonów. ",,"
1995-01-01 ","
1995-01-01 ","
367 ","
polski ",,"

Nostradamus wywróżył Katarzynie Medycejskiej w 1564 r. erę pokoju oraz świetne mariaże jej synów... Trudno stwierdzić, co się mniej sprawdziło, biorąc pod uwagę fakt, iż druga połowa XVI wieku we Francji to okres aż ośmiu wojen religijnych, czyli permanentnego domowego konfliktu. Natomiast co do synów ww. władczyni, to tak ""szczęśliwie"" się żenili, że aż na ich ostatnim przedstawicielu, czyli Henryku III (nasz Walezy), kończy się francuska dynastia Walezjuszy. Ależ miał nosa ten słynny astrolog! 
W tych jakże ciekawych czasach przyszło żyć Henrykowi z Navarry, pierwszemu Burbonowi na francuskim tronie. Wojny domowe i przeliczne miłostki wypełniły mu całą młodość. Był człowiekiem hardym, twardym i nie cofającym się przed niczym. Ktoś mógłby rzec - prawdziwy góral. Pochodząc z bocznej linii królewskiej (któryś z francuskich genealogów wyliczył, że Burbonowie byli z Walezjuszami spokrewnieni w 40 linii!), na początku kariery nawet nie marzył o szczytach władzy. Wychowywał się na uboczu, spędzając dzieciństwo na stokach górzystej Navarry. A że wyrósł z niego dostojny młodzieniec, matka królów - Katarzyna z rodu Medyceuszy umyśliła sobie, że pogodzi zwaśnione stronnictwa religijne poprzez ożenek hugenockiego Henryka ze swoją katolicką córką Małgorzatą (to ta od filmu ""Królowa Margot""). Małżeństwo nie było zbyt udane, ponieważ panna młoda o swym dziewictwie dawno już zapomniała, a Henryk, kiedy zobaczył w jakie maliny go wpuszczono, też nie był skory do konsumpcji swej oblubienicy. Do tego wszystkiego doszło jedno z najsłynniejszych chrześcijańskich przekazań sobie znaku pokoju, czyli Nocy św. Bartłomieja - rzezi, w której katolicy mordowali sobie na czas i potęgę hugenotów (Ot taki ówczesny iron men). Kiedy już wszyscy zapałali do siebie chrześcijańską miłością bliźniego swego, rozpoczął się jeden z najokrutniejszych okresów nowożytnej Europy.
Ostatecznie ludzie Henryka wyszli z niego zwycięsko. On miał rzekomo powiedzieć, że ""Paryż jest wart mszy"" (większość francuskich historyków jest zdania, że to fikcja) i w 1598 r., będąc już Henrykiem IV Burbonem, wydać edykt nantejski, czyli o tolerancji. Kiedy papież Klemens VIII się o tym dowiedział, miał rzec: ""Ten edykt zezwala każdemu na swobodę sumienia, która jest najgorszą rzeczą na świecie"". 
Niestety Francja po ponad 30 latach krwawych wojen wyzbyła się sporej ilości szlachty oraz innego mięsa armatniego, więc marzenia papieża o dalszych zmaganiach musiały zostać odłożone do wojny 30-letniej. Na szczęście dla niego Henryk w 1610 roku został zasztyletowany przez jednego z mnichów, także można było liczyć, że czasy bezwstydnego i diabelskiego pokoju nie potrwają długo.
Historiografia francuska nazywa pierwszego Burbona na francuskim tronie ""wielkim"". Czy jest to słuszny przydomek? Pod pewnymi względami tak, pod innymi nie. Jakkolwiek ktoś to sam oceni, należy przyznać, że biografia pióra prof. Baszkiewicza jest znakomita. Może trochę mniej niż kardynała Richelieu, ale tylko troszeczkę.
Zachęcam do lektury miłośników historii Francji, oraz wszystkich tych, którzy chcą się czegoś dowiedzieć o realizacji chrześcijańskiego miłosierdzia w epoce nowożytnej. 

Nostradamus wywróżył Katarzynie Medycejskiej w 1564 r. erę pokoju oraz świetne mariaże jej synów... Trudno stwierdzić, co się mniej sprawdziło, biorąc pod uwagę fakt, iż druga połowa XVI wieku we Francji to okres aż ośmiu wojen religijnych, czyli permanentnego domowego konfliktu. Natomiast co do synów ww. władczyni, to tak ""szczęśliwie"" się żenili, że aż na ich ostatnim... 

więcej



mniej





Pokaż mimo to


;

Świetnie napisania biografia pierwszego Burbona na tronie Francji. Życie Henryka opisano na tle panoramy epoki, dużo uwagi poświęcono analizom politycznym i społecznym. Jak zwykle u prof. Baszkiewicza - okraszone inteligentnym dowcipem czy przewrotnymi uwagami - na czele z główną: Henryk IV umarł w najlepszym momencie, żeby zasłużyć na świetną u potomności opinię, bo wojna europejska, którą mógł wywołać, mogła zakończyć się ruiną dzieła jego życia. 

Świetnie napisania biografia pierwszego Burbona na tronie Francji. Życie Henryka opisano na tle panoramy epoki, dużo uwagi poświęcono analizom politycznym i społecznym. Jak zwykle u prof. Baszkiewicza - okraszone inteligentnym dowcipem czy przewrotnymi uwagami - na czele z główną: Henryk IV umarł w najlepszym momencie, żeby zasłużyć na świetną u potomności opinię, bo wojna... 

więcej



mniej





Pokaż mimo to


;

Niezła książka, choć nieco za bardzo podkolorowana na różowo. Ale to już cecha Autora. Zresztą: i tak dużo on zrobił dla poszerzenia w Polsce wiedzy o historii Francji. Warto tę książkę przeczytać, choćby po to, żeby zrozumieć genezę absolutyzmu francuskiego. Dużo się bowiem mówi o Ludwiku XIV, a zapomina się o pierwszym z Burbonów na tronie francuskim.

Tomasz Babnis 

Niezła książka, choć nieco za bardzo podkolorowana na różowo. Ale to już cecha Autora. Zresztą: i tak dużo on zrobił dla poszerzenia w Polsce wiedzy o historii Francji. Warto tę książkę przeczytać, choćby po to, żeby zrozumieć genezę absolutyzmu francuskiego. Dużo się bowiem mówi o Ludwiku XIV, a zapomina się o pierwszym z Burbonów na tronie francuskim.

Tomasz Babnis 



Pokaż mimo to


",
"
Lekki wóz bojowy JEŻ ",Maciej Aleksander Janisławski,"
militaria, wojskowość ",Bellona,"
8311085161 ",,,"
1995-01-01 ","
1995-01-01 ","
32 ","
polski ",,"

Książka z serii: ""Typy Broni i Uzbrojenia"". Podejrzewam, że książka powstała z powodu chęci zareklamowania wozu bojowego. Więcej w niej treści marketingowych niż liczb. Pełna nazwa producenta na wstępie jest w każdym akapicie. To wszystko jest do przeżycia, jednak dalej jest zabawniej. Autorzy zestawili ""Jeża"" do legendarnego Willysa MB i do Humvee w wersji plot, gdzie napisali, że jest uzbrojony w karabin maszynowy kalibru 50 mm ... 

Książka z serii: ""Typy Broni i Uzbrojenia"". Podejrzewam, że książka powstała z powodu chęci zareklamowania wozu bojowego. Więcej w niej treści marketingowych niż liczb. Pełna nazwa producenta na wstępie jest w każdym akapicie. To wszystko jest do przeżycia, jednak dalej jest zabawniej. Autorzy zestawili ""Jeża"" do legendarnego Willysa MB i do Humvee w wersji plot, gdzie... 

więcej



mniej





Pokaż mimo to


",
"
Przyroda Katowic ",Barbara Tokarska-Guzik,"
nauki przyrodnicze (fizyka, chemia, biologia, itd.) ",Planta,"
8390346613 ",,,"
1995-01-01 ","
1995-01-01 ",,"
polski ",,,
"
Odrodzenie ducha - budowa wolności. Pisma zebrane ",Mirosław Dzielski,"
filozofia, etyka ",Krakowskie Towarzystwo Przemysłowe,"
83-7006-473-6 ","
Niniejsza edycja pism zebranych Mirosława Dzielskiego zawiera niemal całą znaną Jego spuściznę pisarską.(...) Ponadto tom zawiera wywiady udzielone przez Mirosława Dzielskiego różnym czasopismom. ",,"
1995-01-01 ","
1995-01-01 ","
884 ","
polski ",,,
"
W złowieszczych murach Wronek i Rawicza ",,"
biografia, autobiografia, pamiętnik ",Związek Więźniów Politycznych Okresu Stalinowskiego,"
8390175509 ","
Wstrząsający zbiór wspomnień ludzi, którzy zostali skazani na długoletnie więzienia tylko za to, że walczyli o wolną Polskę. ","
W złowieszczych murach Wronek i Rawicza; Wspomnienia więźniów politycznych ","
1995-01-01 ","
1995-01-01 ","
194 ","
polski ",,"

Książka wydana w ilości 3000 egzemplarzy więc jest to mało znana pozycja. Mało znana, ale bardzo znacząca. Otrzymałem ją od wdowy po człowieku, który będąc siedemnastoletnim chłopakiem walczył z systemem komunistycznym,. Został za to skazany na karę śmierci, później zamienioną na długoletnie więzienie. Za zasługi dla Polski w latach 90. został odznaczony orderem Virtuti Militari. Jest to zbiór wspomnień ludzi, którzy trafili najpierw na krwawe przesłuchania w Urzędzie Bezpieczeństwa, a później do ciężkich więzień w Rawiczu i Wronkach. Książka robi wrażenie. Niektóre historie sprawiają, że łzy kręcą się w oczach gdy człowiek widzi oczami wyobraźni tych, którzy walczyli o wolną Polskę, a później byli bici, torturowani, opluwani i zabijani. Wieczny szacunek bohaterom Polski. 

Książka wydana w ilości 3000 egzemplarzy więc jest to mało znana pozycja. Mało znana, ale bardzo znacząca. Otrzymałem ją od wdowy po człowieku, który będąc siedemnastoletnim chłopakiem walczył z systemem komunistycznym,. Został za to skazany na karę śmierci, później zamienioną na długoletnie więzienie. Za zasługi dla Polski w latach 90. został odznaczony orderem Virtuti... 

więcej



mniej





Pokaż mimo to


",
"
Jak powstaje człowiek: Nauka i spór o aborcję ",Harold Morowitz,"
nauki społeczne (psychologia, socjologia, itd.) ",Państwowy Instytut Wydawniczy,"
8306024729 ","
Nie byłoby dyskusji o aborcji, gdyby aborcja nie wiązała się z konfliktem uprawnień. Z punktu widzenia rzeczników prawa do aborcji w grę wchodzi prawo dorosłej osoby do podejmowania decyzji w sprawach, które jej dotyczą. Jest to prawo wysoko cenione w kulturze amerykańskiej. Z punktu widzenia przeciwników aborcji w grę wchodzi prawo do życia nie narodzonego płodu. Jeśli ktoś wierzy, [...] że płód jest osobą już w momencie poczęcia, wówczas również mamy do czynienia z wysoko cenionym prawem. Problem naturalnie polega na tym, że kiedy kobieta chce aborcji, oba te prawa nie mogą być jednocześnie realizowane. Sprawą zasadniczą jest decyzja, czyje prawo ma być realizowane. ",,"
1995-01-01 ","
1995-01-01 ","
170 ","
polski ",,"

Krótka i rzeczowa. Jeśli ktoś się zastanawia jakie stanowisko obierają autorzy: to jest to traktat o popieraniu aborcji.

Jednak w całym chaosie, szaleństwie, błędów argumentacyjnych i niewyważonych emocji, jakie po dziś dzień okalają sprawę aborcji - książka ta jest nad wyraz merytoryczna. 
Aborcja opisana jest wybitnie chłodno, spokojnie, bez emocji, jedynie z naukowymi faktami.

Autorzy zaczynają od postawienia pytania kiedy zaczyna się ""człowieczość"", następnie wyjaśniają począwszy od powstania życia na ziemi, biochemię, ewolucję gatunkow, na rozwoju płodu i jego mózgu kończąc.
Wiedzą, że temat ten nie jest jednostronnicowy, o jednej płaszczyznie, która rościłaby sobie prawo do wyłączności postawienia jakiegoś solidnego wyjaśnienia. Zdają sobie sprawę, że jest kwestia religii, polityki, socjologii, psychologii, historii, filozofii, biologii. Lecz oni postawili na naukę, wolną od uprzedzeń. Jest to zdanie naukowców i w posłowiu wyrazili skromną prywatną opinię. 

Życzyłbym sobie więcej tak bardzo wyważonych i merytorycznych rozważań na tak owładnięte niepotrzebnymi emocjami ludzkie spory.

Czy jest sens czytać ją dziś, gdy powstała w 1992r ? Uważam, że tak, bo daje podwaliny do budowania opinii na ten temat, a także porusza ciekawe zagadnienia jak problem partenogenezy. 

Krótka i rzeczowa. Jeśli ktoś się zastanawia jakie stanowisko obierają autorzy: to jest to traktat o popieraniu aborcji.

Jednak w całym chaosie, szaleństwie, błędów argumentacyjnych i niewyważonych emocji, jakie po dziś dzień okalają sprawę aborcji - książka ta jest nad wyraz merytoryczna. 
Aborcja opisana jest wybitnie chłodno, spokojnie, bez emocji, jedynie z naukowymi... 

więcej



mniej





Pokaż mimo to


",
"
O Wiecznym Pokoju ",Immanuel Kant,"
nauki społeczne (psychologia, socjologia, itd.) ",Wydawnictwo Uniwersytetu Wrocławskiego,"
02396661 ",,,"
1995-01-01 ","
1995-01-01 ","
88 ","
polski ",,,
"
Złota wyspa ",Simon Gandolfi,"
kryminał, sensacja, thriller ",Albatros,"
8390477416 ","
1995 - Wodnopłatowiec z ładunkiem narkotyków z Kolumbii na Florydę rozbija się na rafie koralowej niedaleko odludnej wysepki Bleak Cay na archipelagu Bahama. Kilkunastoletni chłopiec imieniem Jacket, mimowolny świadek katastrofy, staje się pionkiem w rozgrywce pomiędzy agentami amerykańskiej Agencji... ","
Golden Island ","
1995-01-01 ","
1995-01-01 ","
302 ","
polski ","
Grzegorz Woźniak ","

Dobrze się czytało, a to, że jest to fragment cyklu, nie nuży. 
Tak jak prawdziwy MacLean, autor nie nasyca tekstu wszechobecnym w obecnych sensacyjnych książkach seksem. 
Za to moim zdaniem plus - albo śledzimy ciekawie rozwijającą się akcję, albo włączamy inne obszary mózgu i przestajemy tak naprawdę myśleć ;)

Co do pierwotnego opisu, hmmm, rozgrywka nie toczy się pomiędzy żadnymi agencjami, DEA to tylko tło dla uwiarygodnienia, nie biorące udziału w akcji. 

Przepraszam, za zmianę okładki, ale nie ma nigdzie w rozsądnym wymiarze właściwej grafiki... 

Dobrze się czytało, a to, że jest to fragment cyklu, nie nuży. 
Tak jak prawdziwy MacLean, autor nie nasyca tekstu wszechobecnym w obecnych sensacyjnych książkach seksem. 
Za to moim zdaniem plus - albo śledzimy ciekawie rozwijającą się akcję, albo włączamy inne obszary mózgu i przestajemy tak naprawdę myśleć ;)

Co do pierwotnego opisu, hmmm, rozgrywka nie toczy się... 

więcej



mniej





Pokaż mimo to


;

Chyba najgorsza część cyklu . Dobrze zapowiadający się początek, beznadziejny środek z dluzyznami , niepotrzebnym opisami oraz przyzwoite zakończenie. Tyle lub aż tyle 

Chyba najgorsza część cyklu . Dobrze zapowiadający się początek, beznadziejny środek z dluzyznami , niepotrzebnym opisami oraz przyzwoite zakończenie. Tyle lub aż tyle 



Pokaż mimo to


",
"
Babylon 5 #1 ",Joseph Michael Straczynski,"
komiksy ",DC Comics,,,"
Babylon 5 #1 ","
1995-01-01 ",,,"
angielski ",,,
"
The Sith War #3 ",Kevin J. Anderson,"
komiksy ",Marvel Comics,,"
Can the Jedi Knights protect Coruscant from the Sith and the Mandalores? ","
The Sith War #3 ","
1995-01-01 ",,,"
angielski ",,"

Rodzeństwo trochę za bardzo irytowało, wojna skrótowo pokazana. 

Rodzeństwo trochę za bardzo irytowało, wojna skrótowo pokazana. 



Pokaż mimo to


",
"
Twoje najskrytsze marzenie czyli Jak władać własną mocą twórczą ",Jim Leonard,"
popularnonaukowa ",Medium,"
8385312854  ","
Twoje najskrytsze marzenie czyli Jak władać własną mocą twórczą ",,"
1995-01-01 ","
1995-01-01 ",,"
polski ","
Piotr Głowacki ","

Pozornie może wydawać się ""kolejnym poradnikiem"", ale skrupulatne przeczytanie i wdrożenie niektórych proponowanych ćwiczeń w życie, może zaskakująco poprawić twórcze zdolności. Nie mogę się nacieszyć prostotą i skutecznością metody ""zapisu odkryć"", tym bardziej, że od dawna stosuję pisanie ""strumieniem świadomości"". Potwierdza się teoria, że największe źródło kreatywności kryje się w nas samych. Potrzeba tylko odpowiedniego klucza, żeby się do niego dostać. Polecam wszystkim szukającym sposobu na dostęp do źródła inspiracji i chcącym lepiej poznać swój potencjał. 

Pozornie może wydawać się ""kolejnym poradnikiem"", ale skrupulatne przeczytanie i wdrożenie niektórych proponowanych ćwiczeń w życie, może zaskakująco poprawić twórcze zdolności. Nie mogę się nacieszyć prostotą i skutecznością metody ""zapisu odkryć"", tym bardziej, że od dawna stosuję pisanie ""strumieniem świadomości"". Potwierdza się teoria, że największe źródło kreatywności... 

więcej



mniej





Pokaż mimo to


",
"
Teoretyczne i praktyczne zagadnienia językoznawstwa normatywnego ",Marek Ruszkowski,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Wyższej Szkoły Pedagogicznej im. Jana Kochanowskiego,"
83-7133-035-9 ",,,"
1995-01-01 ","
1995-01-01 ",,"
polski ",,,
"
Studia nad myślą polityczną Wielkiej Emigracji. Napoleon I i Napoleon III ",Jan ZiГіЕӮek,"
powieЕӣДҮ historyczna  ",Towarzystwo Naukowe Katolickiego Uniwersytetu Lubelskiego,"
8322806973 ",,,"
1995-01-01 ","
1995-01-01 ","
202 ",,,,
"
Narodziny nowoczesności ",Paul Johnson,"
historia ",Marabut,"
83-85893-29-6 ","
Narodziny nowoczesności to próba odpowiedzi na zadawane często pytanie o początki rozwijającej się od blisko dówch stuleci dzisiejszej formy cywilizacji i kultury Zachodu. ","
The birth of the modern world society 1815-1830 ","
1995-01-01 ","
1995-01-01 ","
1180 ","
polski ","
Magdalena Iwańska ","

Książka ta ma swoje plusy ale również ma niestety pewne minusy. Do plusów można zaliczyć doskonałe przestawienie polityki i kultury świata anglosaskiego na początku XIX wieku. Do pewnych minusów należy skrajny anglocentryzm autora. Historia powszechna początku XIX jest tu przedstawiona wyłącznie jako anglosaska. To znaczy nawet jeśli opisywane są jakieś inne kraje to tylko przez pryzmat kontaktów jakie reszta świata utrzymywała z USA i Wielką Brytanią oraz wpływ jaki te kontakty wywarły na świat kultury angielskiej. Zdarzają się nieliczne ale kompletnie chybione stwierdzenia, wynikające zapewne z niepełnej wiedzy autora w niektórych zagadnieniach. Nade wszystko ustęp o Polsce Kongresowej jest pełen zwykłych przeinaczeń a nawet bzdur. Widać że Paul Johnson nie ma o Polsce i naszej historii bladego pojęcia. 

Książka ta ma swoje plusy ale również ma niestety pewne minusy. Do plusów można zaliczyć doskonałe przestawienie polityki i kultury świata anglosaskiego na początku XIX wieku. Do pewnych minusów należy skrajny anglocentryzm autora. Historia powszechna początku XIX jest tu przedstawiona wyłącznie jako anglosaska. To znaczy nawet jeśli opisywane są jakieś inne kraje to tylko... 

więcej



mniej





Pokaż mimo to


",
