title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Ruchome piaski ",Victoria Holt,"
literatura obyczajowa, romans ",Prószyński i S-ka,"
8371806906 ","
Caroline Verlaine przybywa do Lovat Stacy, położonego na odludziu starego domostwa na wybrzeżu hrabstwa Kent, aby odnaleźć zaginioną siostrę. Okoliczności zniknięcia Romy są niejasne. Nie wiadomo, czy miała wypadek, czy została zamordowana, jeżeli popełniono zbrodnię, to czy morderca wciąż przebywa w Lovat Stacy? I czy domyśla się, w jakim celu przyjechała tam Caroline? Podczas pobytu w starym, tajemniczym domu, Caroline uświadamia sobie, że może być kolejną ofiarą... ","
Shivering Sands ","
1997-09-01 ","
1997-01-01 ","
328 ","
polski ","
Ewa Gorządek ","

W mojej ocenie to dobra książka choć nie jest łatwo powiedzieć dlaczego. Przyznam, że do końca nie wiedziałam... kto. Postacie bardzo ciekawe i pod względem osobowości, i przeżyć, i tajemnicy jaka wokół nich się tworzy. Może to przez to nietypowe tajemnicze tło i tę archeologię. Oczywiście najlepsza postać to Napier. Oprócz romansu, którego może nie ma wiele to ciekawa historia. I ta fajna, w głowie Caroline, chłodna kalkulacja, który? Czy ten, czy ten? ;-) 

W mojej ocenie to dobra książka choć nie jest łatwo powiedzieć dlaczego. Przyznam, że do końca nie wiedziałam... kto. Postacie bardzo ciekawe i pod względem osobowości, i przeżyć, i tajemnicy jaka wokół nich się tworzy. Może to przez to nietypowe tajemnicze tło i tę archeologię. Oczywiście najlepsza postać to Napier. Oprócz romansu, którego może nie ma wiele to ciekawa... 

więcej



mniej





Pokaż mimo to


;

Mnie bardzo ta książka przypadła do gustu. Nie mogłam się od niej oderwać. Zakończenie zaskakujące, tym bardziej, że do końca nie było wiadomo kto... Bardzo podobały mi się dialogi między głównymi bohaterami czyli Caroline i Napierem. Czytając, nie mogłam się doczekać, kiedy znowu będą ze sobą rozmawiać. Gorąco polecam. Na chłodne, krótkie, jesienne dni przy filiżance gorącej herbaty. 

Mnie bardzo ta książka przypadła do gustu. Nie mogłam się od niej oderwać. Zakończenie zaskakujące, tym bardziej, że do końca nie było wiadomo kto... Bardzo podobały mi się dialogi między głównymi bohaterami czyli Caroline i Napierem. Czytając, nie mogłam się doczekać, kiedy znowu będą ze sobą rozmawiać. Gorąco polecam. Na chłodne, krótkie, jesienne dni przy filiżance... 

więcej



mniej





Pokaż mimo to


;

Były sobie kiedyś dwie rodziny.

Jedną tworzyło małżeństwo archeologów wraz z dwoma córeczkami. Drugą kochająca się dosyć bogata para z dwoma synami. W pierwszej rodzinie panowała miłość, obie córki kochane były tak samo mocno i obie mogły odebrać wykształcenie w wymarzonym kierunku. Chłopcom z drugiej rodziny nie było to dane, gdyż jeden z braci zawsze był faworyzowany, bardziej kochany i uwielbiany zarówno przez rodziców jak i wszystkich wokół. Obie rodziny spotkała jednak tragedia. Brat zabił brata, a dziewczęta zostały pozbawione ukochanych rodziców. Jakby tego było mało bratobójca został wygnany na drugą część globu, a jedna z sióstr wdała się w toksyczne małżeństwo, które przerwała niespodziewana śmierć męża. Świat jednak jest mały i w po pewnym czasie przewrotny los przeciął drogi bratobójcy i wdowy, aby mogli wspólnie rozwiązać sprawę tajemniczych zaginięć, a także uleczyć swoje dusze...

Główną bohaterka powieści jest Caroline, niedoszła pianistka, zgnębiona przez męża będącego geniuszem muzycznym. Życie doświadcza ją z każdej możliwej strony, lecz mimo to nie zatraca ona swojego charakteru i racjonalnego sposobu myślenia. Poznajemy całą jej historię, lecz to co jest najważniejsze dla akcji książki, zaczyna się dziać, gdy jej siostra znika w niewyjaśnionych okolicznościach. Carolinie nie pozostaje nic innego jak znaleźć ostatnią najważniejszą w jej życiu osobę i tak poznaje ona Napiera. Mężczyznę, który przeszedł w swoim życiu wiele złego i został uznany za czarną owcę swojej rodziny, czy jednak słusznie?

Twórczość pni Victori Holt czy też autentycznie Eleanor Alice Burford, poznałam już wcześniej dzięki książce „The time of Hunter’s moon” i to właśnie dzięki niej sięgnęłam po „Ruchome piaski”. Jest to piękna opowieść o rodzinie, która zmaga się z wewnętrznymi problemami, kobiecie która walczy z przeszłością i miłości, która nie ma prawa zaistnieć. Czym bardziej zagłębiamy się w treść, tym więcej nasuwa się nam pytań. Tajemnicze budzące niepokój włości, gdzie rozgrywa się akcja, szalona malarka siostra pana domu, coraz więcej niewyjaśnionych śmierci, Cyganie i ruiny rzymskie. To tylko kilka z wielu elementów składowych, tej świetnej lekko gotyckiej powieści. Nie mamy tutaj wampirów, wilkołaków tylko ludzi, którzy czasem potrafią być straszniejsi niż jakiekolwiek potwory.

Nie rozwodząc się dłużej powiem, że jeżeli ktoś lubi powieści z dreszczykiem, gdzie do samego końca nie wiadomo kto i czy zabił to MUSI sięgnąć po tą pozycję. Ja jestem nią urzeczona, ponieważ wzbudziła we mnie wiele różnych uczuć, a także uraczyła cudownym lekko mrocznym klimatem. Bohaterzy są świetnie zarysowani, a ich charaktery bardzo wyraźnie opisane. Główna bohaterka jest odważną i ciekawską kobietą , którą można polubić mimo lekkich uprzedzeń, które wzbudza jej podejście do zmarłego męża ( którego nie znoszę i kropka!). Ah! Nie powinnam także zapomnieć o tragicznej postaci Napiera, która wzbudza ogromne emocje, jak to zazwyczaj z przystojnymi, tajemniczymi i godnymi potępienia mężczyznami bywa. Sięgnijcie, gdyż naprawdę styl p. Holt jest moim zdaniem godny porównania go ze stylem p. Bronte. 

Były sobie kiedyś dwie rodziny.

Jedną tworzyło małżeństwo archeologów wraz z dwoma córeczkami. Drugą kochająca się dosyć bogata para z dwoma synami. W pierwszej rodzinie panowała miłość, obie córki kochane były tak samo mocno i obie mogły odebrać wykształcenie w wymarzonym kierunku. Chłopcom z drugiej rodziny nie było to dane, gdyż jeden z braci zawsze był faworyzowany,... 

więcej



mniej





Pokaż mimo to


;

Dobre czytadło, chociaż na pewno nie najlepsza powieść autorki. 

Dobre czytadło, chociaż na pewno nie najlepsza powieść autorki. 



Pokaż mimo to


;

Czyta się ją szybko - to zwykły historyczny romansik.
Napisana została chyba bardzo szybko bo znalazły się w niej nieścisłości.... 

Czyta się ją szybko - to zwykły historyczny romansik.
Napisana została chyba bardzo szybko bo znalazły się w niej nieścisłości.... 



Pokaż mimo to


;

Trochę dziwne zachowanie bohaterki czasami, wątek romantyczny prosty i nudny, ale zakończenie ""wymiata"". 

Trochę dziwne zachowanie bohaterki czasami, wątek romantyczny prosty i nudny, ale zakończenie ""wymiata"". 



Pokaż mimo to


;

Świetna. Czyta się jednym tchem. To nie tylko romansidło, ale również kryminał :) 

Świetna. Czyta się jednym tchem. To nie tylko romansidło, ale również kryminał :) 



Pokaż mimo to


;

Książka zareklamowana przez teściową :)
Przeczytałam w jeden dzień, co znaczy, że wciągająca. Zakończenie dość zaskakujące. Wątek romantyczny niezbyt przypadł mi do gustu. 

Książka zareklamowana przez teściową :)
Przeczytałam w jeden dzień, co znaczy, że wciągająca. Zakończenie dość zaskakujące. Wątek romantyczny niezbyt przypadł mi do gustu. 



Pokaż mimo to


;

Bardzo fajny romans...akcja ciekawa, intryga i kryminał dwa w jednym czyta się przyjemnie. 

Bardzo fajny romans...akcja ciekawa, intryga i kryminał dwa w jednym czyta się przyjemnie. 



Pokaż mimo to


",
"
Jak żyć zdrowo. Poradnik dla rodziny ",Stephen Carroll,"
poradniki ",Muza,"
83-7200-002-6 ",,,"
1997-09-01 ","
1997-09-01 ","
312 ","
polski ",,,
"
X-Wing Rogue Squadron #22 ",Michael A. Stackpole,"
komiksy ",Dark Horse Comics,,,"
X-Wing Rogue Squadron #22 ","
1997-09-01 ",,"
 32 ","
angielski ",,,
"
PSX Extreme #001 - 1/97 ",Redakcja Magazynu PSX Extreme,"
czasopisma ",GRUPA 69,,,,"
1997-09-01 ","
1997-09-01 ",,"
polski ",,,
"
We were the Mulvaneys ",Joyce Carol Oates,"
literatura piękna ",Plume,"
978-0452277205 ","
Elegiac and urgent in tone, Oates's wrenching 26th novel (after Zombie) is a profound and darkly realistic chronicle of one family's hubristic heyday and its fall from grace. The wealthy, socially elite Mulvaneys live on historic High Point Farm, near the small upstate town of Mt. Ephraim, N.Y. Before the act of violence that forever destroys it, an idyllic incandescence bathes life on the farm. Hard-working and proud, Michael Mulvaney owns a successful roofing company. His wife, Corinne, who makes a halfhearted attempt at running an antique business, adores her husband and four children, feeling ""privileged by God."" Narrator Judd looks up to his older brothers, athletic Mike Jr. (""Mule"") and intellectual Patrick (""Pinch""), and his sister, radiant Marianne, a popular cheerleader who is 17 in 1976 when she is raped by a classmate after a prom. Though the incident is hushed up, everyone in the family becomes a casualty. Guilty and shamed by his reaction to his daughter's defilement, Mike Sr. can't bear to look at Marianne, and she is banished from her home, sent to live with a distant relative. The family begins to disintegrate. Mike loses his business and, later, the homestead. The boys and Corinne register their frustration and sadness in different, destructive ways. Valiant, tainted Marianne runs from love and commitment. More than a decade later, there is a surprising denouement, in which Oates accommodates a guardedly optimistic vision of the future. Each family member is complexly rendered and seen against the background of social and cultural conditioning. As with much of Oates's work, the prose is sometimes prolix, but the very rush of narrative, in which flashbacks capture the same urgency of tone as the present, gives this moving tale its emotional power. 75,000 first printing; author tour. ",,"
1997-09-01 ",,"
464 ","
angielski ",,,
"
Full Circle ",Michael Palin,"
literatura podróżnicza ",BBC Books,"
9780563371212 ","
Michael Palin's terrific account of his journey through 18 countries bordering the Pacific Ocean, published by Phoenix for the first time.

For almost a year, Michael Palin travelled through 18 countries on the perimeter of the world's largest ocean, in a spectacular journey of contrasts, drama and beauty.

From head-hunters in Borneo to a meal of maggots in Mexico, his route takes him to some of the most politically volatile and physically demanding places on Earth. Whether climbing the Exalted Mountains in China, dodging icebergs in Chile, or being taken short on the banks of the Amazon, Michael Palin paints a vivid picture of the people and places around him.

'It was a journey of dazzling surprises and jarring extremes. Beauty and ugliness, sophistication and squalor, unceasing urban noise and monastic tranquillity ... This is a record of a year of wonder' Michael Palin. ",,"
1997-09-01 ",,"
320 ","
angielski ",,,
"
Batman 9/1997 ",Chuck Dixon,"
komiksy ",TM-Semic,"
12308447 ","
Historie:
-Diabły
-Wrota bez powrotu ","
Legends of the Dark Knight #62, Robin #8 ","
1997-09-01 ","
1997-09-01 ","
48 ","
polski ","
Katarzyna Rustecka ","

Znana pozycja, z tego co pamiętam Ezrael jest Ezraelem a Batman uczy się od nowa być koksem i zakłada to śmieszne wdzianko. Wkoło domu będzie, ale nie był to mój ulubiony czas w komiksach.

No i nie można zapominać, że za dzieciaka byłem wielkim fanem komiksów!
Batman, Supermen i inni wchodzili jak złoto.
Z tego co widzę sporo osób oprócz książek wrzuca oceny komiksów i poezji, więc ja też tak będę robił :)
To pozycja z mojej półki ""różności"", wrzucam tu te setki książek które przeczytałem w życiu w latach 2000-2019. 

Znana pozycja, z tego co pamiętam Ezrael jest Ezraelem a Batman uczy się od nowa być koksem i zakłada to śmieszne wdzianko. Wkoło domu będzie, ale nie był to mój ulubiony czas w komiksach.

No i nie można zapominać, że za dzieciaka byłem wielkim fanem komiksów!
Batman, Supermen i inni wchodzili jak złoto.
Z tego co widzę sporo osób oprócz książek wrzuca oceny komiksów i... 

więcej



mniej





Pokaż mimo to


",
"
Les Lais de Marie de France. Contes d'amour et d'aventure du Moyen Age ",Philippe Ménard,"
literatura piękna  ",Puf,"
2130473709 ","
Dans ce livre, Philippe Ménard, spécialiste de la littérature courtoise et des romans de la Table Ronde, tente de faire le point et de répondre à des problèmes d'histoire littéraire difficiles et controversés. Il examine avec soin la thématique et la technique de ces récits pour éclairer d'un jour nouveau la personnalité de la première femme de lettres de notre ancienne littérature. Surtout il analyse le charme subtil de ces histoires qui s'enracinent dans le folklore et le merveilleux et exercent encore sur nous une fascination infinie, en raison de leur mystérieuse poésie et de l'ardente exaltation d'un amour qui illumine et transfigure la vie. ",,"
1997-09-01 ",,"
288 ","
francuski ",,,
"
Zawsze wierni, wrzesień-październik 1997 ",Redakcja pisma Zawsze wierni,"
religia ",Te Deum Sp. z o. o.,"
14277565 ","
ks. Karol Stehlin FSSPX: Artykuł wstępny
Z życia Tradycji Polemika z „Tygodnikiem Powszechnym”
Z życia Tradycji List ks. Karola Stehlina do wiernych Tradycji katolickiej w Polsce
Z życia Tradycji Polemika z ks. D. J. Olewińskim
Z życia Tradycji Rok po konsekracjach
Z życia Tradycji Motyw przewodni papieża Jana Pawła II
Z życia Tradycji Pielgrzymka do Ecône i Zaitzkofen
Z życia Tradycji Pielgrzymka do Częstochowy
Fakty, analizy, komentarze Wiadomości
Christianitas Miguel Cervantes — wielki czciciel Eucharystii
Kardynał Adam Stefan Sapieha (1867—1951), podkomorzy św. Piusa X
Fakty, analizy, komentarze Kardynał w sprzecznościach
Nauczanie katolickie Katechizm o modernizmie ",,"
1997-09-01 ","
1997-09-01 ","
40 ","
polski ",,,
"
Bonsai, 101 praktycznych porad ",Harry Tomlinson,"
flora i fauna ",Wiedza i Życie,"
8371848422 ","
Publikację poświęcono niezwykłej, pochodzącej z Chin, sztuce miniaturyzowania natury. Opisano tu kolejne czynności wykonania rośliny, począwszy od wyboru odpowiedniego okazu, pojemników i narzędzi, po umiejętne formowanie i pielęgnowanie. Poradnik jest użyteczny nie tylko dla laików. Opisy są uzupełnione zdjęciami instruktażowymi oraz ilustracjami unikatowych roślin. ","
Bonsai 101 essential tips ","
1997-09-01 ","
1997-09-01 ","
71 ","
polski ","
Katarzyna Goller ",,
"
The Punisher 3/1997 ",John Buscema,"
komiksy ",TM-Semic,"
12308463 ",,,"
1997-09-01 ","
1997-09-01 ","
82 ","
polski ","
Michał Zdrojewski ",,
"
The Punisher 5/1997 ",John Buscema,"
komiksy ",TM-Semic,"
12308463 ","
Przedstawia historię ""Rzeka krwi część 2"". ","
The Punisher War Zone #34-36 ","
1997-09-01 ","
1997-09-01 ",,"
polski ",,,
